page,candidate,office,district,party,county,precinct,votes,winner,,,,,,,,,,,,,,,,,,,,,,,2
3,Rand Paul,President,,Republican,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Williamson Mill 44,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Williamson Mill 44,1,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Williamson Mill 44,60,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Williamson Mill 44,55,,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Williamson Mill 44,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Williamson Mill 44,6,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Williamson Mill 44,3,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Williamson Mill 44,6,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Williamson Mill 44,102,,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Williamson Mill 44,42,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Williamson Mill 44,12,,,,,,,,,,,,,,,,,,,,,,,,
3,Jeb Bush,President,,Republican,Jefferson Davis,Total,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Ben Carson,President,,Republican,Jefferson Davis,Total,24,,,,,,,,,,,,,,,,,,,,,,,,
3,Chris Christie,President,,Republican,Jefferson Davis,Total,3,,,,,,,,,,,,,,,,,,,,,,,,
3,Ted Cruz,President,,Republican,Jefferson Davis,Total,418,,,,,,,,,,,,,,,,,,,,,,,,
3,Carly Florina,President,,Republican,Jefferson Davis,Total,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Lindsey Graham,President,,Republican,Jefferson Davis,Total,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Mike Huckabee,President,,Republican,Jefferson Davis,Total,1,,,,,,,,,,,,,,,,,,,,,,,,
3,John R. Kasich,President,,Republican,Jefferson Davis,Total,70,,,,,,,,,,,,,,,,,,,,,,,,
3,George Pataki,President,,Republican,Jefferson Davis,Total,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Rand Paul,President,,Republican,Jefferson Davis,Total,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Marco Rubio,President,,Republican,Jefferson Davis,Total,54,,,,,,,,,,,,,,,,,,,,,,,,
3,Rick Santorum,President,,Republican,Jefferson Davis,Total,2,,,,,,,,,,,,,,,,,,,,,,,,
3,Donald J. Trump,President,,Republican,Jefferson Davis,Total,764,,,,,,,,,,,,,,,,,,,,,,,,
3,Hillary Clinton,President,,Democrat,Jefferson Davis,Total,1806,WINNER,,,,,,,,,,,,,,,,,,,,,,,
3,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson Davis,Total,0,,,,,,,,,,,,,,,,,,,,,,,,
3,Martin O'Mailey,President,,Democrat,Jefferson Davis,Total,5,,,,,,,,,,,,,,,,,,,,,,,,
3,Bernie Sanders,President,,Democrat,Jefferson Davis,Total,190,,,,,,,,,,,,,,,,,,,,,,,,
3,Willie Wilson,President,,Democrat,Jefferson Davis,Total,15,,,,,,,,,,,,,,,,,,,,,,,,
3,Jimmy Giles,U.S. House,3,Republican,Jefferson Davis,Total,158,,,,,,,,,,,,,,,,,,,,,,,,
3,Greg Harper,U.S. House,3,Republican,Jefferson Davis,Total,1120,WINNER,,,,,,,,,,,,,,,,,,,,,,,
3,Dennis C.Quinn,U.S. House,3,Democrat,Jefferson Davis,Total,1096,,,,,,,,,,,,,,,,,,,,,,,,
3,Nathan Stewart,U.S. House,3,Democrat,Jefferson Davis,Total,596,,,,,,,,,,,,,,,,,,,,,,,,
