104000,10000,county,precinct,office,district,candidate,party,votes
104015,12001,Attala,Providence,Secretary of State,,Charles E. Graham,Democrat,23
104015,12002,Attala,Providence,Secretary of State,,Delbert Hosemann,Republican,144
104015,12003,Attala,Providence,Secretary of State,,Randy Walker,Reform,1
104015,13001,Attala,Providence,Attorney General,,Jim Hood,Democrat,69
104015,13002,Attala,Providence,Attorney General,,Mike Hurst,Republican,104
104015,14001,Attala,Providence,State Auditor,,Stacey E. Pickering,Democrat,157
104015,14002,Attala,Providence,State Auditor,,Joceyln Pepper Pritchett,Republican,10
104015,14003,Attala,Providence,State Auditor,,Lajena Walley,Reform,1
104015,15001,Attala,Providence,State Treasurer,,Lynn Fitch,Republican,161
104015,15002,Attala,Providence,State Treasurer,,Viola V. McFarland,Reform,4
104015,16001,Attala,Providence,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,16
104015,16002,Attala,Providence,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,150
104015,16003,Attala,Providence,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,2
104015,18014,Attala,Providence,State Senate,14,Lydia Graves Chassaniol,Republican,124
104015,18014,Attala,Providence,State Senate,14,Georgio Proctor,Democrat,17
104015,18014,Attala,Providence,State Senate,14,Donny Ryals,Independent,25
104015,19048,Attala,Providence,State House,48,Jill Butler,Democrat,40
104015,19048,Attala,Providence,State House,48,Jason White,Republican,130
104016,10001,Attala,Sallis,Governor,,Phil Bryant,Republican,234
104016,10002,Attala,Sallis,Governor,,Robert Gray,Democrat,298
104016,10003,Attala,Sallis,Governor,,Shawn O'Hara,Reform,4
104016,11001,Attala,Sallis,Lieutenant Governor,,Tim Johnson,Democrat,362
104016,11002,Attala,Sallis,Lieutenant Governor,,Tate Reeves,Republican,153
104016,11003,Attala,Sallis,Lieutenant Governor,,Ron Williams,Libertarian,12
104016,11004,Attala,Sallis,Lieutenant Governor,,Rosa B. Williams,Reform,11
104016,12001,Attala,Sallis,Secretary of State,,Charles E. Graham,Democrat,332
104016,12002,Attala,Sallis,Secretary of State,,Delbert Hosemann,Republican,189
104016,12003,Attala,Sallis,Secretary of State,,Randy Walker,Reform,16
104016,13001,Attala,Sallis,Attorney General,,Jim Hood,Democrat,425
104016,13002,Attala,Sallis,Attorney General,,Mike Hurst,Republican,118
104016,14001,Attala,Sallis,State Auditor,,Stacey E. Pickering,Democrat,204
104016,14002,Attala,Sallis,State Auditor,,Joceyln Pepper Pritchett,Republican,322
104016,14003,Attala,Sallis,State Auditor,,Lajena Walley,Reform,6
104016,15001,Attala,Sallis,State Treasurer,,Lynn Fitch,Republican,281
104016,15002,Attala,Sallis,State Treasurer,,Viola V. McFarland,Reform,160
104016,16001,Attala,Sallis,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,328
104016,16002,Attala,Sallis,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,199
104016,16003,Attala,Sallis,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,9
104016,18021,Attala,Sallis,State Senate,21,Barbara Blackmon,Democrat,480
104016,19047,Attala,Sallis,State House,47,Bryant W. Clark,Democrat,482
104017,10001,Attala,South Central,Governor,,Phil Bryant,Republican,268
104017,10002,Attala,South Central,Governor,,Robert Gray,Democrat,124
104017,10003,Attala,South Central,Governor,,Shawn O'Hara,Reform,7
104017,11001,Attala,South Central,Lieutenant Governor,,Tim Johnson,Democrat,223
104017,11002,Attala,South Central,Lieutenant Governor,,Tate Reeves,Republican,164
104017,11003,Attala,South Central,Lieutenant Governor,,Ron Williams,Libertarian,6
104017,11004,Attala,South Central,Lieutenant Governor,,Rosa B. Williams,Reform,5
104017,12001,Attala,South Central,Secretary of State,,Charles E. Graham,Democrat,130
104017,12002,Attala,South Central,Secretary of State,,Delbert Hosemann,Republican,258
104017,12003,Attala,South Central,Secretary of State,,Randy Walker,Reform,15
104017,13001,Attala,South Central,Attorney General,,Jim Hood,Democrat,227
104017,13002,Attala,South Central,Attorney General,,Mike Hurst,Republican,172
104017,14001,Attala,South Central,State Auditor,,Stacey E. Pickering,Democrat,255
104017,14002,Attala,South Central,State Auditor,,Joceyln Pepper Pritchett,Republican,133
104017,14003,Attala,South Central,State Auditor,,Lajena Walley,Reform,6
104017,15001,Attala,South Central,State Treasurer,,Lynn Fitch,Republican,283
104017,15002,Attala,South Central,State Treasurer,,Viola V. McFarland,Reform,87
104017,16001,Attala,South Central,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,135
104017,16002,Attala,South Central,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,254
104017,16003,Attala,South Central,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,7
104017,18021,Attala,South Central,State Senate,21,Barbara Blackmon,Democrat,325
104017,18027,Attala,South Central,State House,27,Ricky Dewayne Gill,Republican,60
104017,18027,Attala,South Central,State House,27,Kenneth Walker,Democrat,110
104017,19048,Attala,South Central,State House,48,Jill Butler,Democrat,49
104017,19048,Attala,South Central,State House,48,Jason White,Republican,172
104018,10001,Attala,South West,Governor,,Phil Bryant,Republican,67
104018,10002,Attala,South West,Governor,,Robert Gray,Democrat,77
104018,10003,Attala,South West,Governor,,Shawn O'Hara,Reform,2
104018,11001,Attala,South West,Lieutenant Governor,,Tim Johnson,Democrat,93
104018,11002,Attala,South West,Lieutenant Governor,,Tate Reeves,Republican,45
104018,11003,Attala,South West,Lieutenant Governor,,Ron Williams,Libertarian,2
104018,11004,Attala,South West,Lieutenant Governor,,Rosa B. Williams,Reform,2
104018,12001,Attala,South West,Secretary of State,,Charles E. Graham,Democrat,73
104018,12002,Attala,South West,Secretary of State,,Delbert Hosemann,Republican,57
104018,12003,Attala,South West,Secretary of State,,Randy Walker,Reform,14
104018,13001,Attala,South West,Attorney General,,Jim Hood,Democrat,108
104018,13002,Attala,South West,Attorney General,,Mike Hurst,Republican,37
104018,14001,Attala,South West,State Auditor,,Stacey E. Pickering,Democrat,64
104018,14002,Attala,South West,State Auditor,,Joceyln Pepper Pritchett,Republican,74
104018,14003,Attala,South West,State Auditor,,Lajena Walley,Reform,4
104018,15001,Attala,South West,State Treasurer,,Lynn Fitch,Republican,87
104018,15002,Attala,South West,State Treasurer,,Viola V. McFarland,Reform,34
104018,16001,Attala,South West,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,80
104018,16002,Attala,South West,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,61
104018,16003,Attala,South West,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,3
104018,18021,Attala,South West,State Senate,21,Barbara Blackmon,Democrat,121
104018,19027,Attala,South West,State House,27,Ricky Dewayne Gill,Republican,45
104018,19027,Attala,South West,State House,27,Kenneth Walker,Democrat,97
104019,10001,Attala,Thompson,Governor,,Phil Bryant,Republican,79
104019,10002,Attala,Thompson,Governor,,Robert Gray,Democrat,4
104019,10003,Attala,Thompson,Governor,,Shawn O'Hara,Reform,2
104019,11001,Attala,Thompson,Lieutenant Governor,,Tim Johnson,Democrat,25
104019,11002,Attala,Thompson,Lieutenant Governor,,Tate Reeves,Republican,59
104019,11003,Attala,Thompson,Lieutenant Governor,,Ron Williams,Libertarian,2
104019,11004,Attala,Thompson,Lieutenant Governor,,Rosa B. Williams,Reform,0
104019,12001,Attala,Thompson,Secretary of State,,Charles E. Graham,Democrat,10
104019,12002,Attala,Thompson,Secretary of State,,Delbert Hosemann,Republican,76
104019,12003,Attala,Thompson,Secretary of State,,Randy Walker,Reform,0
104019,13001,Attala,Thompson,Attorney General,,Jim Hood,Democrat,38
104019,13002,Attala,Thompson,Attorney General,,Mike Hurst,Republican,47
104019,14001,Attala,Thompson,State Auditor,,Stacey E. Pickering,Democrat,77
104019,14002,Attala,Thompson,State Auditor,,Joceyln Pepper Pritchett,Republican,7
104019,14003,Attala,Thompson,State Auditor,,Lajena Walley,Reform,0
104019,15001,Attala,Thompson,State Treasurer,,Lynn Fitch,Republican,82
104019,15002,Attala,Thompson,State Treasurer,,Viola V. McFarland,Reform,1
104019,16001,Attala,Thompson,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,5
104019,16002,Attala,Thompson,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,79
104019,16003,Attala,Thompson,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,2
104019,18014,Attala,Thompson,State Senate,14,Lydia Graves Chassaniol,Republican,59
104019,18014,Attala,Thompson,State Senate,14,Georgio Proctor,Democrat,12
104019,18014,Attala,Thompson,State Senate,14,Donny Ryals,Independent,11
104019,19035,Attala,Thompson,State House,35,Joey Hood,Republican,62
104019,19035,Attala,Thompson,State House,35,Patrick Warner,Democrat,24
104020,10001,Attala,Williamsville,Governor,,Phil Bryant,Republican,536
104020,10002,Attala,Williamsville,Governor,,Robert Gray,Democrat,174
104020,10003,Attala,Williamsville,Governor,,Shawn O'Hara,Reform,5
104020,11001,Attala,Williamsville,Lieutenant Governor,,Tim Johnson,Democrat,373
104020,11002,Attala,Williamsville,Lieutenant Governor,,Tate Reeves,Republican,332
104020,11003,Attala,Williamsville,Lieutenant Governor,,Ron Williams,Libertarian,13
104020,11004,Attala,Williamsville,Lieutenant Governor,,Rosa B. Williams,Reform,2
104020,12001,Attala,Williamsville,Secretary of State,,Charles E. Graham,Democrat,180
104020,12002,Attala,Williamsville,Secretary of State,,Delbert Hosemann,Republican,514
104020,12003,Attala,Williamsville,Secretary of State,,Randy Walker,Reform,11
104020,13001,Attala,Williamsville,Attorney General,,Jim Hood,Democrat,366
104020,13002,Attala,Williamsville,Attorney General,,Mike Hurst,Republican,348
104020,14001,Attala,Williamsville,State Auditor,,Stacey E. Pickering,Democrat,517
104020,14002,Attala,Williamsville,State Auditor,,Joceyln Pepper Pritchett,Republican,186
104020,14003,Attala,Williamsville,State Auditor,,Lajena Walley,Reform,7
104020,15001,Attala,Williamsville,State Treasurer,,Lynn Fitch,Republican,571
104020,15002,Attala,Williamsville,State Treasurer,,Viola V. McFarland,Reform,85
104020,16001,Attala,Williamsville,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,189
104020,16002,Attala,Williamsville,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,507
104020,16003,Attala,Williamsville,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,13
104020,18014,Attala,Williamsville,State Senate,14,Lydia Graves Chassaniol,Republican,459
104020,18014,Attala,Williamsville,State Senate,14,Georgio Proctor,Democrat,203
104020,18014,Attala,Williamsville,State Senate,14,Donny Ryals,Independent,32
104020,19048,Attala,Williamsville,State House,48,Jill Butler,Democrat,225
104020,19048,Attala,Williamsville,State House,48,Jason White,Republican,490
104021,10001,Attala,Zama,Governor,,Phil Bryant,Republican,116
104021,10002,Attala,Zama,Governor,,Robert Gray,Democrat,38
104021,10003,Attala,Zama,Governor,,Shawn O'Hara,Reform,0
104021,11001,Attala,Zama,Lieutenant Governor,,Tim Johnson,Democrat,80
104021,11002,Attala,Zama,Lieutenant Governor,,Tate Reeves,Republican,73
104021,11003,Attala,Zama,Lieutenant Governor,,Ron Williams,Libertarian,1
104021,11004,Attala,Zama,Lieutenant Governor,,Rosa B. Williams,Reform,0
104021,12001,Attala,Zama,Secretary of State,,Charles E. Graham,Democrat,49
104021,12002,Attala,Zama,Secretary of State,,Delbert Hosemann,Republican,103
104021,12003,Attala,Zama,Secretary of State,,Randy Walker,Reform,3
104021,13001,Attala,Zama,Attorney General,,Jim Hood,Democrat,89
104021,13002,Attala,Zama,Attorney General,,Mike Hurst,Republican,65
104021,14001,Attala,Zama,State Auditor,,Stacey E. Pickering,Democrat,113
104021,14002,Attala,Zama,State Auditor,,Joceyln Pepper Pritchett,Republican,41
104021,14003,Attala,Zama,State Auditor,,Lajena Walley,Reform,0
104021,15001,Attala,Zama,State Treasurer,,Lynn Fitch,Republican,117
104021,15002,Attala,Zama,State Treasurer,,Viola V. McFarland,Reform,19
104021,16001,Attala,Zama,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,48
104021,16002,Attala,Zama,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,104
104021,16003,Attala,Zama,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,2
104021,18014,Attala,Zama,State Senate,14,Lydia Graves Chassaniol,Republican,86
104021,18014,Attala,Zama,State Senate,14,Georgio Proctor,Democrat,46
104021,18014,Attala,Zama,State Senate,14,Donny Ryals,Independent,15
104021,19048,Attala,Zama,State House,48,Jill Butler,Democrat,57
104021,19048,Attala,Zama,State House,48,Jason White,Republican,95
104001,17001,Attala,Apomaug,Insurance,,Mike Chaney,Republican,98
104002,17001,Attala,Berea,Insurance,,Mike Chaney,Republican,70
104003,17001,Attala,Carmack,Insurance,,Mike Chaney,Republican,149
104004,17001,Attala,East,Insurance,,Mike Chaney,Republican,444
104005,17001,Attala,Ethel,Insurance,,Mike Chaney,Republican,153
104006,17001,Attala,Hesterville,Insurance,,Mike Chaney,Republican,106
104007,17001,Attala,Liberty Chapel,Insurance,,Mike Chaney,Republican,115
104008,17001,Attala,Mcadams,Insurance,,Mike Chaney,Republican,126
104009,17001,Attala,Mccool,Insurance,,Mike Chaney,Republican,123
104010,17001,Attala,Newport,Insurance,,Mike Chaney,Republican,125
104011,17001,Attala,North Central,Insurance,,Mike Chaney,Republican,162
104012,17001,Attala,North East,Insurance,,Mike Chaney,Republican,348
104013,17001,Attala,North West,Insurance,,Mike Chaney,Republican,233
104014,17001,Attala,Possumneck,Insurance,,Mike Chaney,Republican,131
104015,17001,Attala,Providence,Insurance,,Mike Chaney,Republican,162
104016,17001,Attala,Sallis,Insurance,,Mike Chaney,Republican,359
104017,17001,Attala,South Central,Insurance,,Mike Chaney,Republican,332
104018,17001,Attala,South West,Insurance,,Mike Chaney,Republican,98
104019,17001,Attala,Thompson,Insurance,,Mike Chaney,Republican,83
104020,17001,Attala,Williamsville,Insurance,,Mike Chaney,Republican,618
104021,17001,Attala,Zama,Insurance,,Mike Chaney,Republican,121
104999,17001,Attala,,Insurance,,Mike Chaney,Republican,4156
104999,11001,Attala,,Lieutenant Governor,,Tim Johnson,Democrat,2774
104999,11002,Attala,,Lieutenant Governor,,Tate Reeves,Republican,2183
104999,11003,Attala,,Lieutenant Governor,,Ron Williams,Libertarian,80
104999,11004,Attala,,Lieutenant Governor,,Rosa B. Williams,Reform,39
104999,12001,Attala,,Secretary of State,,Charles E. Graham,Democrat,1720
104999,12002,Attala,,Secretary of State,,Delbert Hosemann,Republican,3191
104999,12003,Attala,,Secretary of State,,Randy Walker,Reform,138
104999,13001,Attala,,Attorney General,,Jim Hood,Democrat,3043
104999,13002,Attala,,Attorney General,,Mike Hurst,Republican,2028
104999,14001,Attala,,State Auditor,,Stacey E. Pickering,Democrat,3310
104999,14002,Attala,,State Auditor,,Joceyln Pepper Pritchett,Republican,1654
104999,14003,Attala,,State Auditor,,Lajena Walley,Reform,43
104999,15001,Attala,,State Treasurer,,Lynn Fitch,Republican,3780
104999,15002,Attala,,State Treasurer,,Viola V. McFarland,Reform,772
104999,16001,Attala,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,1703
104999,16002,Attala,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,3253
104999,16003,Attala,,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,69
104999,19027,Attala,,State House,27,Ricky Dewayne Gill,Republican,360
104999,19027,Attala,,State House,27,Kenneth Walker,Democrat,684
104999,19035,Attala,,State House,35,Joey Hood,Republican,156
104999,19035,Attala,,State House,35,Patrick Warner,Democrat,113
