candidate,office,district,party,county,votes
Etta Batteaste-Taplin,State Senate,37,D,Franklin,874
Bob M. Dearing,State Senate,37,D,Franklin,1337
Angela Baker Brooks,State Senate,38,D,Franklin,
Albert Eubanks,State Senate,38,D,Franklin,
Gregory Harris,State Senate,38,D,Franklin,
"Daryl L. Porter, Jr.",State Senate,38,D,Franklin,
Tammy Felder Witherspoon,State Senate,38,D,Franklin,
Deborah Dawkins,State Senate,48,D,Franklin,
"Joseph B. Piernas, Sr.",State Senate,48,D,Franklin,
Lauren Childers,State House,3,D,Franklin,
Jimmy Wayne Russell,State House,3,D,Franklin,
John Faulkner,State House,5,D,Franklin,
Jacqueline Simon,State House,5,D,Franklin,
Cedric Burnett,State House,9,D,Franklin,
Marilyn L. Young,State House,9,D,Franklin,
Michael Cathey,State House,11,D,Franklin,
Lataisha M. Jackson,State House,11,D,Franklin,
Jim Newman,State House,17,D,Franklin,
Charles Penson,State House,17,D,Franklin,
Sanford Johnson,State House,26,D,Franklin,
Orlando W. Paden,State House,26,D,Franklin,
Leroy Lacy,State House,27,D,Franklin,
"Bulus E. Leflore, Jr.",State House,27,D,Franklin,
Kenneth Walker,State House,27,D,Franklin,
Robert E. Huddleston,State House,30,D,Franklin,
Zack Huffman,State House,30,D,Franklin,
Tracey Rosebud,State House,30,D,Franklin,
Lester Williams,State House,30,D,Franklin,
Charles Modley,State House,31,D,Franklin,
Sara Richardson Thomas,State House,31,D,Franklin,
Reta Holden,State House,34,D,Franklin,
Kevin Horan,State House,34,D,Franklin,
Jimmy Davidson,State House,36,D,Franklin,
Karl Malinski Gibbs,State House,36,D,Franklin,
"Edward N. Houston, Jr.",State House,36,D,Franklin,
Hester Jackson-McCray,State House,40,D,Franklin,
Francis J. Miller,State House,40,D,Franklin,
Eugene Crosby,State House,42,D,Franklin,
Reecy Lathan Dickson,State House,42,D,Franklin,
Carl L. Mickens,State House,42,D,Franklin,
Clark Adams,State House,45,D,Franklin,
Michael Ted Evans,State House,45,D,Franklin,
Oscar Denton,State House,55,D,Franklin,
Chris Green,State House,55,D,Franklin,
Arrick Rice,State House,55,D,Franklin,
Deborah Butler Dixon,State House,63,D,Franklin,
Machelle Shelby Kyles,State House,63,D,Franklin,
Christopher M. Bell,State House,65,D,Franklin,
Arqullas Coleman,State House,65,D,Franklin,
James Covington,State House,65,D,Franklin,
Jarvis Dortch,State House,66,D,Franklin,
Brad A. Oberhousen,State House,66,D,Franklin,
Credell Calhoun,State House,68,D,Franklin,
Kenneth Shearrill,State House,68,D,Franklin,
Alyce Griffin Clarke,State House,69,D,Franklin,
Plavise Patty Patterson,State House,69,D,Franklin,
Samuel Lee Begley,State House,70,D,Franklin,
Tammy Cotton,State House,70,D,Franklin,
Kathy Sykes,State House,70,D,Franklin,
Kimberly L. Campbell,State House,72,D,Franklin,
Corinthian Sanders,State House,72,D,Franklin,
Allen Burks,State House,85,D,Franklin,276
Maurice Hudson,State House,85,D,Franklin,137
America Chuck Middleton,State House,85,D,Franklin,459
Tasha Dillon,State House,98,D,Franklin,
David W. Myers,State House,98,D,Franklin,
Jeramey D. Anderson,State House,110,D,Franklin,
Mitch Ellerby,State House,110,D,Franklin,
Hunter Dawkins,State House,121,D,Franklin,
Brian Pearse,State House,121,D,Franklin,
Robert Gray,Governor,,D,George,388
Valerie Adream Smartt Short,Governor,,D,George,120
Vicki Slater,Governor,,D,George,184
Jelani Barr,Lt. Governor,,D,George,218
Tim Johnson,Lt. Governor,,D,George,463
Steve Hale,State Senate,10,D,George,
Bill Stone,State Senate,10,D,George,
Clara/Claire Dawkins-Davis,State Senate,11,D,George,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,George,
Robert L. Jackson,State Senate,11,D,George,
Barbara Blackmon,State Senate,21,D,George,
Kenneth Wayne Jones,State Senate,21,D,George,
John Horhn,State Senate,26,D,George,
Stephen Thompson,State Senate,26,D,George,
David Blount,State Senate,29,D,George,
Eclecius L. Franklin,State Senate,29,D,George,
Kathryn Michell Orey Perry,State Senate,29,D,George,
Keith K. Jackson,State Senate,32,D,George,
"Sampson Jackson, II",State Senate,32,D,George,
Juan Barnett,State Senate,34,D,George,
Trey Chinn,State Senate,34,D,George,
Deborah Shelby Woullard,State Senate,34,D,George,
Albert Butler,State Senate,36,D,George,
"Elvis E. Colenburg, Sr.",State Senate,36,D,George,
Jeffery Coach Harness,State Senate,36,D,George,
Etta Batteaste-Taplin,State Senate,37,D,George,
Bob M. Dearing,State Senate,37,D,George,
Angela Baker Brooks,State Senate,38,D,George,
Albert Eubanks,State Senate,38,D,George,
Gregory Harris,State Senate,38,D,George,
"Daryl L. Porter, Jr.",State Senate,38,D,George,
Tammy Felder Witherspoon,State Senate,38,D,George,
Deborah Dawkins,State Senate,48,D,George,
"Joseph B. Piernas, Sr.",State Senate,48,D,George,
Lauren Childers,State House,3,D,George,
Jimmy Wayne Russell,State House,3,D,George,
John Faulkner,State House,5,D,George,
Jacqueline Simon,State House,5,D,George,
Cedric Burnett,State House,9,D,George,
Marilyn L. Young,State House,9,D,George,
Michael Cathey,State House,11,D,George,
Lataisha M. Jackson,State House,11,D,George,
Jim Newman,State House,17,D,George,
Charles Penson,State House,17,D,George,
Sanford Johnson,State House,26,D,George,
Orlando W. Paden,State House,26,D,George,
Leroy Lacy,State House,27,D,George,
"Bulus E. Leflore, Jr.",State House,27,D,George,
Kenneth Walker,State House,27,D,George,
Robert E. Huddleston,State House,30,D,George,
Zack Huffman,State House,30,D,George,
Tracey Rosebud,State House,30,D,George,
Lester Williams,State House,30,D,George,
Charles Modley,State House,31,D,George,
Sara Richardson Thomas,State House,31,D,George,
Reta Holden,State House,34,D,George,
Kevin Horan,State House,34,D,George,
Jimmy Davidson,State House,36,D,George,
Karl Malinski Gibbs,State House,36,D,George,
"Edward N. Houston, Jr.",State House,36,D,George,
Hester Jackson-McCray,State House,40,D,George,
Francis J. Miller,State House,40,D,George,
Eugene Crosby,State House,42,D,George,
Reecy Lathan Dickson,State House,42,D,George,
Carl L. Mickens,State House,42,D,George,
Clark Adams,State House,45,D,George,
Michael Ted Evans,State House,45,D,George,
Oscar Denton,State House,55,D,George,
Chris Green,State House,55,D,George,
Arrick Rice,State House,55,D,George,
Deborah Butler Dixon,State House,63,D,George,
Machelle Shelby Kyles,State House,63,D,George,
Christopher M. Bell,State House,65,D,George,
Arqullas Coleman,State House,65,D,George,
James Covington,State House,65,D,George,
Jarvis Dortch,State House,66,D,George,
Brad A. Oberhousen,State House,66,D,George,
Credell Calhoun,State House,68,D,George,
Kenneth Shearrill,State House,68,D,George,
Alyce Griffin Clarke,State House,69,D,George,
Plavise Patty Patterson,State House,69,D,George,
Samuel Lee Begley,State House,70,D,George,
Tammy Cotton,State House,70,D,George,
Kathy Sykes,State House,70,D,George,
Kimberly L. Campbell,State House,72,D,George,
Corinthian Sanders,State House,72,D,George,
Allen Burks,State House,85,D,George,
Maurice Hudson,State House,85,D,George,
America Chuck Middleton,State House,85,D,George,
Tasha Dillon,State House,98,D,George,
David W. Myers,State House,98,D,George,
Jeramey D. Anderson,State House,110,D,George,
Mitch Ellerby,State House,110,D,George,
Hunter Dawkins,State House,121,D,George,
Brian Pearse,State House,121,D,George,
Robert Gray,Governor,,D,Greene,1378
Valerie Adream Smartt Short,Governor,,D,Greene,296
Vicki Slater,Governor,,D,Greene,494
Jelani Barr,Lt. Governor,,D,Greene,511
Tim Johnson,Lt. Governor,,D,Greene,1630
Steve Hale,State Senate,10,D,Greene,
Bill Stone,State Senate,10,D,Greene,
Clara/Claire Dawkins-Davis,State Senate,11,D,Greene,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Greene,
Robert L. Jackson,State Senate,11,D,Greene,
Barbara Blackmon,State Senate,21,D,Greene,
Kenneth Wayne Jones,State Senate,21,D,Greene,
John Horhn,State Senate,26,D,Greene,
Stephen Thompson,State Senate,26,D,Greene,
David Blount,State Senate,29,D,Greene,
Eclecius L. Franklin,State Senate,29,D,Greene,
Kathryn Michell Orey Perry,State Senate,29,D,Greene,
Keith K. Jackson,State Senate,32,D,Greene,
"Sampson Jackson, II",State Senate,32,D,Greene,
Juan Barnett,State Senate,34,D,Greene,
Trey Chinn,State Senate,34,D,Greene,
Deborah Shelby Woullard,State Senate,34,D,Greene,
Albert Butler,State Senate,36,D,Greene,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Greene,
Jeffery Coach Harness,State Senate,36,D,Greene,
Etta Batteaste-Taplin,State Senate,37,D,Greene,
Bob M. Dearing,State Senate,37,D,Greene,
Angela Baker Brooks,State Senate,38,D,Greene,
Albert Eubanks,State Senate,38,D,Greene,
Gregory Harris,State Senate,38,D,Greene,
"Daryl L. Porter, Jr.",State Senate,38,D,Greene,
Tammy Felder Witherspoon,State Senate,38,D,Greene,
Deborah Dawkins,State Senate,48,D,Greene,
"Joseph B. Piernas, Sr.",State Senate,48,D,Greene,
Lauren Childers,State House,3,D,Greene,
Jimmy Wayne Russell,State House,3,D,Greene,
John Faulkner,State House,5,D,Greene,
Jacqueline Simon,State House,5,D,Greene,
Cedric Burnett,State House,9,D,Greene,
Marilyn L. Young,State House,9,D,Greene,
Michael Cathey,State House,11,D,Greene,
Lataisha M. Jackson,State House,11,D,Greene,
Jim Newman,State House,17,D,Greene,
Charles Penson,State House,17,D,Greene,
Sanford Johnson,State House,26,D,Greene,
Orlando W. Paden,State House,26,D,Greene,
Leroy Lacy,State House,27,D,Greene,
"Bulus E. Leflore, Jr.",State House,27,D,Greene,
Kenneth Walker,State House,27,D,Greene,
Robert E. Huddleston,State House,30,D,Greene,
Zack Huffman,State House,30,D,Greene,
Tracey Rosebud,State House,30,D,Greene,
Lester Williams,State House,30,D,Greene,
Charles Modley,State House,31,D,Greene,
Sara Richardson Thomas,State House,31,D,Greene,
Reta Holden,State House,34,D,Greene,
Kevin Horan,State House,34,D,Greene,
Jimmy Davidson,State House,36,D,Greene,
Karl Malinski Gibbs,State House,36,D,Greene,
"Edward N. Houston, Jr.",State House,36,D,Greene,
Hester Jackson-McCray,State House,40,D,Greene,
Francis J. Miller,State House,40,D,Greene,
Eugene Crosby,State House,42,D,Greene,
Reecy Lathan Dickson,State House,42,D,Greene,
Carl L. Mickens,State House,42,D,Greene,
Clark Adams,State House,45,D,Greene,
Michael Ted Evans,State House,45,D,Greene,
Oscar Denton,State House,55,D,Greene,
Chris Green,State House,55,D,Greene,
Arrick Rice,State House,55,D,Greene,
Deborah Butler Dixon,State House,63,D,Greene,
Machelle Shelby Kyles,State House,63,D,Greene,
Christopher M. Bell,State House,65,D,Greene,
Arqullas Coleman,State House,65,D,Greene,
James Covington,State House,65,D,Greene,
Jarvis Dortch,State House,66,D,Greene,
Brad A. Oberhousen,State House,66,D,Greene,
Credell Calhoun,State House,68,D,Greene,
Kenneth Shearrill,State House,68,D,Greene,
Alyce Griffin Clarke,State House,69,D,Greene,
Plavise Patty Patterson,State House,69,D,Greene,
Samuel Lee Begley,State House,70,D,Greene,
Tammy Cotton,State House,70,D,Greene,
Kathy Sykes,State House,70,D,Greene,
Kimberly L. Campbell,State House,72,D,Greene,
Corinthian Sanders,State House,72,D,Greene,
Allen Burks,State House,85,D,Greene,
Maurice Hudson,State House,85,D,Greene,
America Chuck Middleton,State House,85,D,Greene,
Tasha Dillon,State House,98,D,Greene,
David W. Myers,State House,98,D,Greene,
Jeramey D. Anderson,State House,110,D,Greene,
Mitch Ellerby,State House,110,D,Greene,
Hunter Dawkins,State House,121,D,Greene,
Brian Pearse,State House,121,D,Greene,
Robert Gray,Governor,,D,Grenada,2508
Valerie Adream Smartt Short,Governor,,D,Grenada,510
Vicki Slater,Governor,,D,Grenada,2101
Jelani Barr,Lt. Governor,,D,Grenada,836
Tim Johnson,Lt. Governor,,D,Grenada,4181
Steve Hale,State Senate,10,D,Grenada,
Bill Stone,State Senate,10,D,Grenada,
Clara/Claire Dawkins-Davis,State Senate,11,D,Grenada,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Grenada,
Robert L. Jackson,State Senate,11,D,Grenada,
Barbara Blackmon,State Senate,21,D,Grenada,
Kenneth Wayne Jones,State Senate,21,D,Grenada,
John Horhn,State Senate,26,D,Grenada,
Stephen Thompson,State Senate,26,D,Grenada,
David Blount,State Senate,29,D,Grenada,
Eclecius L. Franklin,State Senate,29,D,Grenada,
Kathryn Michell Orey Perry,State Senate,29,D,Grenada,
Keith K. Jackson,State Senate,32,D,Grenada,
"Sampson Jackson, II",State Senate,32,D,Grenada,
Juan Barnett,State Senate,34,D,Grenada,
Trey Chinn,State Senate,34,D,Grenada,
Deborah Shelby Woullard,State Senate,34,D,Grenada,
Albert Butler,State Senate,36,D,Grenada,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Grenada,
Jeffery Coach Harness,State Senate,36,D,Grenada,
Etta Batteaste-Taplin,State Senate,37,D,Grenada,
Bob M. Dearing,State Senate,37,D,Grenada,
Angela Baker Brooks,State Senate,38,D,Grenada,
Albert Eubanks,State Senate,38,D,Grenada,
Gregory Harris,State Senate,38,D,Grenada,
"Daryl L. Porter, Jr.",State Senate,38,D,Grenada,
Tammy Felder Witherspoon,State Senate,38,D,Grenada,
Deborah Dawkins,State Senate,48,D,Grenada,
"Joseph B. Piernas, Sr.",State Senate,48,D,Grenada,
Lauren Childers,State House,3,D,Grenada,
Jimmy Wayne Russell,State House,3,D,Grenada,
John Faulkner,State House,5,D,Grenada,
Jacqueline Simon,State House,5,D,Grenada,
Cedric Burnett,State House,9,D,Grenada,
Marilyn L. Young,State House,9,D,Grenada,
Michael Cathey,State House,11,D,Grenada,
Lataisha M. Jackson,State House,11,D,Grenada,
Jim Newman,State House,17,D,Grenada,
Charles Penson,State House,17,D,Grenada,
Sanford Johnson,State House,26,D,Grenada,
Orlando W. Paden,State House,26,D,Grenada,
Leroy Lacy,State House,27,D,Grenada,
"Bulus E. Leflore, Jr.",State House,27,D,Grenada,
Kenneth Walker,State House,27,D,Grenada,
Robert E. Huddleston,State House,30,D,Grenada,
Zack Huffman,State House,30,D,Grenada,
Tracey Rosebud,State House,30,D,Grenada,
Lester Williams,State House,30,D,Grenada,
Charles Modley,State House,31,D,Grenada,
Sara Richardson Thomas,State House,31,D,Grenada,
Reta Holden,State House,34,D,Grenada,1180
Kevin Horan,State House,34,D,Grenada,2444
Jimmy Davidson,State House,36,D,Grenada,
Karl Malinski Gibbs,State House,36,D,Grenada,
"Edward N. Houston, Jr.",State House,36,D,Grenada,
Hester Jackson-McCray,State House,40,D,Grenada,
Francis J. Miller,State House,40,D,Grenada,
Eugene Crosby,State House,42,D,Grenada,
Reecy Lathan Dickson,State House,42,D,Grenada,
Carl L. Mickens,State House,42,D,Grenada,
Clark Adams,State House,45,D,Grenada,
Michael Ted Evans,State House,45,D,Grenada,
Oscar Denton,State House,55,D,Grenada,
Chris Green,State House,55,D,Grenada,
Arrick Rice,State House,55,D,Grenada,
Deborah Butler Dixon,State House,63,D,Grenada,
Machelle Shelby Kyles,State House,63,D,Grenada,
Christopher M. Bell,State House,65,D,Grenada,
Arqullas Coleman,State House,65,D,Grenada,
James Covington,State House,65,D,Grenada,
Jarvis Dortch,State House,66,D,Grenada,
Brad A. Oberhousen,State House,66,D,Grenada,
Credell Calhoun,State House,68,D,Grenada,
Kenneth Shearrill,State House,68,D,Grenada,
Alyce Griffin Clarke,State House,69,D,Grenada,
Plavise Patty Patterson,State House,69,D,Grenada,
Samuel Lee Begley,State House,70,D,Grenada,
Tammy Cotton,State House,70,D,Grenada,
Kathy Sykes,State House,70,D,Grenada,
Kimberly L. Campbell,State House,72,D,Grenada,
Corinthian Sanders,State House,72,D,Grenada,
Allen Burks,State House,85,D,Grenada,
Maurice Hudson,State House,85,D,Grenada,
America Chuck Middleton,State House,85,D,Grenada,
Tasha Dillon,State House,98,D,Grenada,
David W. Myers,State House,98,D,Grenada,
Jeramey D. Anderson,State House,110,D,Grenada,
Mitch Ellerby,State House,110,D,Grenada,
Hunter Dawkins,State House,121,D,Grenada,
Brian Pearse,State House,121,D,Grenada,
Robert Gray,Governor,,D,Hancock,261
Valerie Adream Smartt Short,Governor,,D,Hancock,203
Vicki Slater,Governor,,D,Hancock,221
Jelani Barr,Lt. Governor,,D,Hancock,216
Tim Johnson,Lt. Governor,,D,Hancock,422
Steve Hale,State Senate,10,D,Hancock,
Bill Stone,State Senate,10,D,Hancock,
Clara/Claire Dawkins-Davis,State Senate,11,D,Hancock,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Hancock,
Robert L. Jackson,State Senate,11,D,Hancock,
Barbara Blackmon,State Senate,21,D,Hancock,
Kenneth Wayne Jones,State Senate,21,D,Hancock,
John Horhn,State Senate,26,D,Hancock,
Stephen Thompson,State Senate,26,D,Hancock,
David Blount,State Senate,29,D,Hancock,
Eclecius L. Franklin,State Senate,29,D,Hancock,
Kathryn Michell Orey Perry,State Senate,29,D,Hancock,
Keith K. Jackson,State Senate,32,D,Hancock,
"Sampson Jackson, II",State Senate,32,D,Hancock,
Juan Barnett,State Senate,34,D,Hancock,
Trey Chinn,State Senate,34,D,Hancock,
Deborah Shelby Woullard,State Senate,34,D,Hancock,
Albert Butler,State Senate,36,D,Hancock,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Hancock,
Jeffery Coach Harness,State Senate,36,D,Hancock,
Etta Batteaste-Taplin,State Senate,37,D,Hancock,
Bob M. Dearing,State Senate,37,D,Hancock,
Angela Baker Brooks,State Senate,38,D,Hancock,
Albert Eubanks,State Senate,38,D,Hancock,
Gregory Harris,State Senate,38,D,Hancock,
"Daryl L. Porter, Jr.",State Senate,38,D,Hancock,
Tammy Felder Witherspoon,State Senate,38,D,Hancock,
Deborah Dawkins,State Senate,48,D,Hancock,
"Joseph B. Piernas, Sr.",State Senate,48,D,Hancock,
Lauren Childers,State House,3,D,Hancock,
Jimmy Wayne Russell,State House,3,D,Hancock,
John Faulkner,State House,5,D,Hancock,
Jacqueline Simon,State House,5,D,Hancock,
Cedric Burnett,State House,9,D,Hancock,
Marilyn L. Young,State House,9,D,Hancock,
Michael Cathey,State House,11,D,Hancock,
Lataisha M. Jackson,State House,11,D,Hancock,
Jim Newman,State House,17,D,Hancock,
Charles Penson,State House,17,D,Hancock,
Sanford Johnson,State House,26,D,Hancock,
Orlando W. Paden,State House,26,D,Hancock,
Leroy Lacy,State House,27,D,Hancock,
"Bulus E. Leflore, Jr.",State House,27,D,Hancock,
Kenneth Walker,State House,27,D,Hancock,
Robert E. Huddleston,State House,30,D,Hancock,
Zack Huffman,State House,30,D,Hancock,
Tracey Rosebud,State House,30,D,Hancock,
Lester Williams,State House,30,D,Hancock,
Charles Modley,State House,31,D,Hancock,
Sara Richardson Thomas,State House,31,D,Hancock,
Reta Holden,State House,34,D,Hancock,
Kevin Horan,State House,34,D,Hancock,
Jimmy Davidson,State House,36,D,Hancock,
Karl Malinski Gibbs,State House,36,D,Hancock,
"Edward N. Houston, Jr.",State House,36,D,Hancock,
Hester Jackson-McCray,State House,40,D,Hancock,
Francis J. Miller,State House,40,D,Hancock,
Eugene Crosby,State House,42,D,Hancock,
Reecy Lathan Dickson,State House,42,D,Hancock,
Carl L. Mickens,State House,42,D,Hancock,
Clark Adams,State House,45,D,Hancock,
Michael Ted Evans,State House,45,D,Hancock,
Oscar Denton,State House,55,D,Hancock,
Chris Green,State House,55,D,Hancock,
Arrick Rice,State House,55,D,Hancock,
Deborah Butler Dixon,State House,63,D,Hancock,
Machelle Shelby Kyles,State House,63,D,Hancock,
Christopher M. Bell,State House,65,D,Hancock,
Arqullas Coleman,State House,65,D,Hancock,
James Covington,State House,65,D,Hancock,
Jarvis Dortch,State House,66,D,Hancock,
Brad A. Oberhousen,State House,66,D,Hancock,
Credell Calhoun,State House,68,D,Hancock,
Kenneth Shearrill,State House,68,D,Hancock,
Alyce Griffin Clarke,State House,69,D,Hancock,
Plavise Patty Patterson,State House,69,D,Hancock,
Samuel Lee Begley,State House,70,D,Hancock,
Tammy Cotton,State House,70,D,Hancock,
Kathy Sykes,State House,70,D,Hancock,
Kimberly L. Campbell,State House,72,D,Hancock,
Corinthian Sanders,State House,72,D,Hancock,
Allen Burks,State House,85,D,Hancock,
Maurice Hudson,State House,85,D,Hancock,
America Chuck Middleton,State House,85,D,Hancock,
Tasha Dillon,State House,98,D,Hancock,
David W. Myers,State House,98,D,Hancock,
Jeramey D. Anderson,State House,110,D,Hancock,
Mitch Ellerby,State House,110,D,Hancock,
Hunter Dawkins,State House,121,D,Hancock,
Brian Pearse,State House,121,D,Hancock,
Robert Gray,Governor,,D,Hancock,
Valerie Adream Smartt Short,Governor,,D,Hancock,
Vicki Slater,Governor,,D,Hancock,
Jelani Barr,Lt. Governor,,D,Hancock,
Tim Johnson,Lt. Governor,,D,Hancock,
Steve Hale,State Senate,10,D,Hancock,
Bill Stone,State Senate,10,D,Hancock,
Clara/Claire Dawkins-Davis,State Senate,11,D,Hancock,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Hancock,
Robert L. Jackson,State Senate,11,D,Hancock,
Barbara Blackmon,State Senate,21,D,Hancock,
Kenneth Wayne Jones,State Senate,21,D,Hancock,
John Horhn,State Senate,26,D,Hancock,
Stephen Thompson,State Senate,26,D,Hancock,
David Blount,State Senate,29,D,Hancock,
Eclecius L. Franklin,State Senate,29,D,Hancock,
Kathryn Michell Orey Perry,State Senate,29,D,Hancock,
Keith K. Jackson,State Senate,32,D,Hancock,
"Sampson Jackson, II",State Senate,32,D,Hancock,
Juan Barnett,State Senate,34,D,Hancock,
Trey Chinn,State Senate,34,D,Hancock,
Deborah Shelby Woullard,State Senate,34,D,Hancock,
Albert Butler,State Senate,36,D,Hancock,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Hancock,
Jeffery Coach Harness,State Senate,36,D,Hancock,
Etta Batteaste-Taplin,State Senate,37,D,Hancock,
Bob M. Dearing,State Senate,37,D,Hancock,
Angela Baker Brooks,State Senate,38,D,Hancock,
Albert Eubanks,State Senate,38,D,Hancock,
Gregory Harris,State Senate,38,D,Hancock,
"Daryl L. Porter, Jr.",State Senate,38,D,Hancock,
Tammy Felder Witherspoon,State Senate,38,D,Hancock,
Deborah Dawkins,State Senate,48,D,Hancock,
"Joseph B. Piernas, Sr.",State Senate,48,D,Hancock,
Lauren Childers,State House,3,D,Hancock,
Jimmy Wayne Russell,State House,3,D,Hancock,
John Faulkner,State House,5,D,Hancock,
Jacqueline Simon,State House,5,D,Hancock,
Cedric Burnett,State House,9,D,Hancock,
Marilyn L. Young,State House,9,D,Hancock,
Michael Cathey,State House,11,D,Hancock,
Lataisha M. Jackson,State House,11,D,Hancock,
Jim Newman,State House,17,D,Hancock,
Charles Penson,State House,17,D,Hancock,
Sanford Johnson,State House,26,D,Hancock,
Orlando W. Paden,State House,26,D,Hancock,
Leroy Lacy,State House,27,D,Hancock,
"Bulus E. Leflore, Jr.",State House,27,D,Hancock,
Kenneth Walker,State House,27,D,Hancock,
Robert E. Huddleston,State House,30,D,Hancock,
Zack Huffman,State House,30,D,Hancock,
Tracey Rosebud,State House,30,D,Hancock,
Lester Williams,State House,30,D,Hancock,
Charles Modley,State House,31,D,Hancock,
Sara Richardson Thomas,State House,31,D,Hancock,
Reta Holden,State House,34,D,Hancock,
Kevin Horan,State House,34,D,Hancock,
Jimmy Davidson,State House,36,D,Hancock,
Karl Malinski Gibbs,State House,36,D,Hancock,
"Edward N. Houston, Jr.",State House,36,D,Hancock,
Hester Jackson-McCray,State House,40,D,Hancock,
Francis J. Miller,State House,40,D,Hancock,
Eugene Crosby,State House,42,D,Hancock,
Reecy Lathan Dickson,State House,42,D,Hancock,
Carl L. Mickens,State House,42,D,Hancock,
Clark Adams,State House,45,D,Hancock,
Michael Ted Evans,State House,45,D,Hancock,
Oscar Denton,State House,55,D,Hancock,
Chris Green,State House,55,D,Hancock,
Arrick Rice,State House,55,D,Hancock,
Deborah Butler Dixon,State House,63,D,Hancock,
Machelle Shelby Kyles,State House,63,D,Hancock,
Christopher M. Bell,State House,65,D,Hancock,
Arqullas Coleman,State House,65,D,Hancock,
James Covington,State House,65,D,Hancock,
Jarvis Dortch,State House,66,D,Hancock,
Brad A. Oberhousen,State House,66,D,Hancock,
Credell Calhoun,State House,68,D,Hancock,
Kenneth Shearrill,State House,68,D,Hancock,
Alyce Griffin Clarke,State House,69,D,Hancock,
Plavise Patty Patterson,State House,69,D,Hancock,
Samuel Lee Begley,State House,70,D,Hancock,
Tammy Cotton,State House,70,D,Hancock,
Kathy Sykes,State House,70,D,Hancock,
Kimberly L. Campbell,State House,72,D,Hancock,
Corinthian Sanders,State House,72,D,Hancock,
Allen Burks,State House,85,D,Hancock,
Maurice Hudson,State House,85,D,Hancock,
America Chuck Middleton,State House,85,D,Hancock,
Tasha Dillon,State House,98,D,Hancock,
David W. Myers,State House,98,D,Hancock,
Jeramey D. Anderson,State House,110,D,Hancock,
Mitch Ellerby,State House,110,D,Hancock,
Hunter Dawkins,State House,121,D,Hancock,
Brian Pearse,State House,121,D,Hancock,
Robert Gray,Governor,,D,Harrison,1297
Valerie Adream Smartt Short,Governor,,D,Harrison,2215
Vicki Slater,Governor,,D,Harrison,1434
Jelani Barr,Lt. Governor,,D,Harrison,2119
Tim Johnson,Lt. Governor,,D,Harrison,2711
Steve Hale,State Senate,10,D,Harrison,
Bill Stone,State Senate,10,D,Harrison,
Clara/Claire Dawkins-Davis,State Senate,11,D,Harrison,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Harrison,
Robert L. Jackson,State Senate,11,D,Harrison,
Barbara Blackmon,State Senate,21,D,Harrison,
Kenneth Wayne Jones,State Senate,21,D,Harrison,
John Horhn,State Senate,26,D,Harrison,
Stephen Thompson,State Senate,26,D,Harrison,
David Blount,State Senate,29,D,Harrison,
Eclecius L. Franklin,State Senate,29,D,Harrison,
Kathryn Michell Orey Perry,State Senate,29,D,Harrison,
Keith K. Jackson,State Senate,32,D,Harrison,
"Sampson Jackson, II",State Senate,32,D,Harrison,
Juan Barnett,State Senate,34,D,Harrison,
Trey Chinn,State Senate,34,D,Harrison,
Deborah Shelby Woullard,State Senate,34,D,Harrison,
Albert Butler,State Senate,36,D,Harrison,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Harrison,
Jeffery Coach Harness,State Senate,36,D,Harrison,
Etta Batteaste-Taplin,State Senate,37,D,Harrison,
Bob M. Dearing,State Senate,37,D,Harrison,
Angela Baker Brooks,State Senate,38,D,Harrison,
Albert Eubanks,State Senate,38,D,Harrison,
Gregory Harris,State Senate,38,D,Harrison,
"Daryl L. Porter, Jr.",State Senate,38,D,Harrison,
Tammy Felder Witherspoon,State Senate,38,D,Harrison,
Deborah Dawkins,State Senate,48,D,Harrison,1900
"Joseph B. Piernas, Sr.",State Senate,48,D,Harrison,1013
Lauren Childers,State House,3,D,Harrison,
Jimmy Wayne Russell,State House,3,D,Harrison,
John Faulkner,State House,5,D,Harrison,
Jacqueline Simon,State House,5,D,Harrison,
Cedric Burnett,State House,9,D,Harrison,
Marilyn L. Young,State House,9,D,Harrison,
Michael Cathey,State House,11,D,Harrison,
Lataisha M. Jackson,State House,11,D,Harrison,
Jim Newman,State House,17,D,Harrison,
Charles Penson,State House,17,D,Harrison,
Sanford Johnson,State House,26,D,Harrison,
Orlando W. Paden,State House,26,D,Harrison,
Leroy Lacy,State House,27,D,Harrison,
"Bulus E. Leflore, Jr.",State House,27,D,Harrison,
Kenneth Walker,State House,27,D,Harrison,
Robert E. Huddleston,State House,30,D,Harrison,
Zack Huffman,State House,30,D,Harrison,
Tracey Rosebud,State House,30,D,Harrison,
Lester Williams,State House,30,D,Harrison,
Charles Modley,State House,31,D,Harrison,
