candidate,office,district,party,county,votes
Keith K. Jackson,State Senate,32,D,Calhoun,
"Sampson Jackson, II",State Senate,32,D,Calhoun,
Juan Barnett,State Senate,34,D,Calhoun,
Trey Chinn,State Senate,34,D,Calhoun,
Deborah Shelby Woullard,State Senate,34,D,Calhoun,
Albert Butler,State Senate,36,D,Calhoun,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Calhoun,
Jeffery Coach Harness,State Senate,36,D,Calhoun,
Etta Batteaste-Taplin,State Senate,37,D,Calhoun,
Bob M. Dearing,State Senate,37,D,Calhoun,
Angela Baker Brooks,State Senate,38,D,Calhoun,
Albert Eubanks,State Senate,38,D,Calhoun,
Gregory Harris,State Senate,38,D,Calhoun,
"Daryl L. Porter, Jr.",State Senate,38,D,Calhoun,
Tammy Felder Witherspoon,State Senate,38,D,Calhoun,
Deborah Dawkins,State Senate,48,D,Calhoun,
"Joseph B. Piernas, Sr.",State Senate,48,D,Calhoun,
Lauren Childers,State House,3,D,Calhoun,
Jimmy Wayne Russell,State House,3,D,Calhoun,
John Faulkner,State House,5,D,Calhoun,
Jacqueline Simon,State House,5,D,Calhoun,
Cedric Burnett,State House,9,D,Calhoun,
Marilyn L. Young,State House,9,D,Calhoun,
Michael Cathey,State House,11,D,Calhoun,
Lataisha M. Jackson,State House,11,D,Calhoun,
Jim Newman,State House,17,D,Calhoun,
Charles Penson,State House,17,D,Calhoun,
Sanford Johnson,State House,26,D,Calhoun,
Orlando W. Paden,State House,26,D,Calhoun,
Leroy Lacy,State House,27,D,Calhoun,
"Bulus E. Leflore, Jr.",State House,27,D,Calhoun,
Kenneth Walker,State House,27,D,Calhoun,
Robert E. Huddleston,State House,30,D,Calhoun,
Zack Huffman,State House,30,D,Calhoun,
Tracey Rosebud,State House,30,D,Calhoun,
Lester Williams,State House,30,D,Calhoun,
Charles Modley,State House,31,D,Calhoun,
Sara Richardson Thomas,State House,31,D,Calhoun,
Reta Holden,State House,34,D,Calhoun,
Kevin Horan,State House,34,D,Calhoun,
Jimmy Davidson,State House,36,D,Calhoun,
Karl Malinski Gibbs,State House,36,D,Calhoun,
"Edward N. Houston, Jr.",State House,36,D,Calhoun,
Hester Jackson-McCray,State House,40,D,Calhoun,
Francis J. Miller,State House,40,D,Calhoun,
Eugene Crosby,State House,42,D,Calhoun,
Reecy Lathan Dickson,State House,42,D,Calhoun,
Carl L. Mickens,State House,42,D,Calhoun,
Clark Adams,State House,45,D,Calhoun,
Michael Ted Evans,State House,45,D,Calhoun,
Oscar Denton,State House,55,D,Calhoun,
Chris Green,State House,55,D,Calhoun,
Arrick Rice,State House,55,D,Calhoun,
Deborah Butler Dixon,State House,63,D,Calhoun,
Machelle Shelby Kyles,State House,63,D,Calhoun,
Christopher M. Bell,State House,65,D,Calhoun,
Arqullas Coleman,State House,65,D,Calhoun,
James Covington,State House,65,D,Calhoun,
Jarvis Dortch,State House,66,D,Calhoun,
Brad A. Oberhousen,State House,66,D,Calhoun,
Credell Calhoun,State House,68,D,Calhoun,
Kenneth Shearrill,State House,68,D,Calhoun,
Alyce Griffin Clarke,State House,69,D,Calhoun,
Plavise Patty Patterson,State House,69,D,Calhoun,
Samuel Lee Begley,State House,70,D,Calhoun,
Tammy Cotton,State House,70,D,Calhoun,
Kathy Sykes,State House,70,D,Calhoun,
Kimberly L. Campbell,State House,72,D,Calhoun,
Corinthian Sanders,State House,72,D,Calhoun,
Allen Burks,State House,85,D,Calhoun,
Maurice Hudson,State House,85,D,Calhoun,
America Chuck Middleton,State House,85,D,Calhoun,
Tasha Dillon,State House,98,D,Calhoun,
David W. Myers,State House,98,D,Calhoun,
Jeramey D. Anderson,State House,110,D,Calhoun,
Mitch Ellerby,State House,110,D,Calhoun,
Hunter Dawkins,State House,121,D,Calhoun,
Brian Pearse,State House,121,D,Calhoun,
Robert Gray,Governor,,D,Carroll,1563
Valerie Adream Smartt Short,Governor,,D,Carroll,284
Vicki Slater,Governor,,D,Carroll,961
Jelani Barr,Lt. Governor,,D,Carroll,636
Tim Johnson,Lt. Governor,,D,Carroll,2198
Steve Hale,State Senate,10,D,Carroll,
Bill Stone,State Senate,10,D,Carroll,
Clara/Claire Dawkins-Davis,State Senate,11,D,Carroll,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Carroll,
Robert L. Jackson,State Senate,11,D,Carroll,
Barbara Blackmon,State Senate,21,D,Carroll,
Kenneth Wayne Jones,State Senate,21,D,Carroll,
John Horhn,State Senate,26,D,Carroll,
Stephen Thompson,State Senate,26,D,Carroll,
David Blount,State Senate,29,D,Carroll,
Eclecius L. Franklin,State Senate,29,D,Carroll,
Kathryn Michell Orey Perry,State Senate,29,D,Carroll,
Keith K. Jackson,State Senate,32,D,Carroll,
"Sampson Jackson, II",State Senate,32,D,Carroll,
Juan Barnett,State Senate,34,D,Carroll,
Trey Chinn,State Senate,34,D,Carroll,
Deborah Shelby Woullard,State Senate,34,D,Carroll,
Albert Butler,State Senate,36,D,Carroll,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Carroll,
Jeffery Coach Harness,State Senate,36,D,Carroll,
Etta Batteaste-Taplin,State Senate,37,D,Carroll,
Bob M. Dearing,State Senate,37,D,Carroll,
Angela Baker Brooks,State Senate,38,D,Carroll,
Albert Eubanks,State Senate,38,D,Carroll,
Gregory Harris,State Senate,38,D,Carroll,
"Daryl L. Porter, Jr.",State Senate,38,D,Carroll,
Tammy Felder Witherspoon,State Senate,38,D,Carroll,
Deborah Dawkins,State Senate,48,D,Carroll,
"Joseph B. Piernas, Sr.",State Senate,48,D,Carroll,
Lauren Childers,State House,3,D,Carroll,
Jimmy Wayne Russell,State House,3,D,Carroll,
John Faulkner,State House,5,D,Carroll,
Jacqueline Simon,State House,5,D,Carroll,
Cedric Burnett,State House,9,D,Carroll,
Marilyn L. Young,State House,9,D,Carroll,
Michael Cathey,State House,11,D,Carroll,
Lataisha M. Jackson,State House,11,D,Carroll,
Jim Newman,State House,17,D,Carroll,
Charles Penson,State House,17,D,Carroll,
Sanford Johnson,State House,26,D,Carroll,
Orlando W. Paden,State House,26,D,Carroll,
Leroy Lacy,State House,27,D,Carroll,
"Bulus E. Leflore, Jr.",State House,27,D,Carroll,
Kenneth Walker,State House,27,D,Carroll,
Robert E. Huddleston,State House,30,D,Carroll,
Zack Huffman,State House,30,D,Carroll,
Tracey Rosebud,State House,30,D,Carroll,
Lester Williams,State House,30,D,Carroll,
Charles Modley,State House,31,D,Carroll,
Sara Richardson Thomas,State House,31,D,Carroll,
Reta Holden,State House,34,D,Carroll,73
Kevin Horan,State House,34,D,Carroll,206
Jimmy Davidson,State House,36,D,Carroll,
Karl Malinski Gibbs,State House,36,D,Carroll,
"Edward N. Houston, Jr.",State House,36,D,Carroll,
Hester Jackson-McCray,State House,40,D,Carroll,
Francis J. Miller,State House,40,D,Carroll,
Eugene Crosby,State House,42,D,Carroll,
Reecy Lathan Dickson,State House,42,D,Carroll,
Carl L. Mickens,State House,42,D,Carroll,
Clark Adams,State House,45,D,Carroll,
Michael Ted Evans,State House,45,D,Carroll,
Oscar Denton,State House,55,D,Carroll,
Chris Green,State House,55,D,Carroll,
Arrick Rice,State House,55,D,Carroll,
Deborah Butler Dixon,State House,63,D,Carroll,
Machelle Shelby Kyles,State House,63,D,Carroll,
Christopher M. Bell,State House,65,D,Carroll,
Arqullas Coleman,State House,65,D,Carroll,
James Covington,State House,65,D,Carroll,
Jarvis Dortch,State House,66,D,Carroll,
Brad A. Oberhousen,State House,66,D,Carroll,
Credell Calhoun,State House,68,D,Carroll,
Kenneth Shearrill,State House,68,D,Carroll,
Alyce Griffin Clarke,State House,69,D,Carroll,
Plavise Patty Patterson,State House,69,D,Carroll,
Samuel Lee Begley,State House,70,D,Carroll,
Tammy Cotton,State House,70,D,Carroll,
Kathy Sykes,State House,70,D,Carroll,
Kimberly L. Campbell,State House,72,D,Carroll,
Corinthian Sanders,State House,72,D,Carroll,
Allen Burks,State House,85,D,Carroll,
Maurice Hudson,State House,85,D,Carroll,
America Chuck Middleton,State House,85,D,Carroll,
Tasha Dillon,State House,98,D,Carroll,
David W. Myers,State House,98,D,Carroll,
Jeramey D. Anderson,State House,110,D,Carroll,
Mitch Ellerby,State House,110,D,Carroll,
Hunter Dawkins,State House,121,D,Carroll,
Brian Pearse,State House,121,D,Carroll,
Robert Gray,Governor,,D,Chickasaw,2478
Valerie Adream Smartt Short,Governor,,D,Chickasaw,847
Vicki Slater,Governor,,D,Chickasaw,1434
Jelani Barr,Lt. Governor,,D,Chickasaw,1156
Tim Johnson,Lt. Governor,,D,Chickasaw,3431
Steve Hale,State Senate,10,D,Chickasaw,
Bill Stone,State Senate,10,D,Chickasaw,
Clara/Claire Dawkins-Davis,State Senate,11,D,Chickasaw,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Chickasaw,
Robert L. Jackson,State Senate,11,D,Chickasaw,
Barbara Blackmon,State Senate,21,D,Chickasaw,
Kenneth Wayne Jones,State Senate,21,D,Chickasaw,
John Horhn,State Senate,26,D,Chickasaw,
Stephen Thompson,State Senate,26,D,Chickasaw,
David Blount,State Senate,29,D,Chickasaw,
Eclecius L. Franklin,State Senate,29,D,Chickasaw,
Kathryn Michell Orey Perry,State Senate,29,D,Chickasaw,
Keith K. Jackson,State Senate,32,D,Chickasaw,
"Sampson Jackson, II",State Senate,32,D,Chickasaw,
Juan Barnett,State Senate,34,D,Chickasaw,
Trey Chinn,State Senate,34,D,Chickasaw,
Deborah Shelby Woullard,State Senate,34,D,Chickasaw,
Albert Butler,State Senate,36,D,Chickasaw,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Chickasaw,
Jeffery Coach Harness,State Senate,36,D,Chickasaw,
Etta Batteaste-Taplin,State Senate,37,D,Chickasaw,
Bob M. Dearing,State Senate,37,D,Chickasaw,
Angela Baker Brooks,State Senate,38,D,Chickasaw,
Albert Eubanks,State Senate,38,D,Chickasaw,
Gregory Harris,State Senate,38,D,Chickasaw,
"Daryl L. Porter, Jr.",State Senate,38,D,Chickasaw,
Tammy Felder Witherspoon,State Senate,38,D,Chickasaw,
Deborah Dawkins,State Senate,48,D,Chickasaw,
"Joseph B. Piernas, Sr.",State Senate,48,D,Chickasaw,
Lauren Childers,State House,3,D,Chickasaw,
Jimmy Wayne Russell,State House,3,D,Chickasaw,
John Faulkner,State House,5,D,Chickasaw,
Jacqueline Simon,State House,5,D,Chickasaw,
Cedric Burnett,State House,9,D,Chickasaw,
Marilyn L. Young,State House,9,D,Chickasaw,
Michael Cathey,State House,11,D,Chickasaw,
Lataisha M. Jackson,State House,11,D,Chickasaw,
Jim Newman,State House,17,D,Chickasaw,
Charles Penson,State House,17,D,Chickasaw,
Sanford Johnson,State House,26,D,Chickasaw,
Orlando W. Paden,State House,26,D,Chickasaw,
Leroy Lacy,State House,27,D,Chickasaw,
"Bulus E. Leflore, Jr.",State House,27,D,Chickasaw,
Kenneth Walker,State House,27,D,Chickasaw,
Robert E. Huddleston,State House,30,D,Chickasaw,
Zack Huffman,State House,30,D,Chickasaw,
Tracey Rosebud,State House,30,D,Chickasaw,
Lester Williams,State House,30,D,Chickasaw,
Charles Modley,State House,31,D,Chickasaw,
Sara Richardson Thomas,State House,31,D,Chickasaw,
Reta Holden,State House,34,D,Chickasaw,
Kevin Horan,State House,34,D,Chickasaw,
Jimmy Davidson,State House,36,D,Chickasaw,
Karl Malinski Gibbs,State House,36,D,Chickasaw,
"Edward N. Houston, Jr.",State House,36,D,Chickasaw,
Hester Jackson-McCray,State House,40,D,Chickasaw,
Francis J. Miller,State House,40,D,Chickasaw,
Eugene Crosby,State House,42,D,Chickasaw,
Reecy Lathan Dickson,State House,42,D,Chickasaw,
Carl L. Mickens,State House,42,D,Chickasaw,
Clark Adams,State House,45,D,Chickasaw,
Michael Ted Evans,State House,45,D,Chickasaw,
Oscar Denton,State House,55,D,Chickasaw,
Chris Green,State House,55,D,Chickasaw,
Arrick Rice,State House,55,D,Chickasaw,
Deborah Butler Dixon,State House,63,D,Chickasaw,
Machelle Shelby Kyles,State House,63,D,Chickasaw,
Christopher M. Bell,State House,65,D,Chickasaw,
Arqullas Coleman,State House,65,D,Chickasaw,
James Covington,State House,65,D,Chickasaw,
Jarvis Dortch,State House,66,D,Chickasaw,
Brad A. Oberhousen,State House,66,D,Chickasaw,
Credell Calhoun,State House,68,D,Chickasaw,
Kenneth Shearrill,State House,68,D,Chickasaw,
Alyce Griffin Clarke,State House,69,D,Chickasaw,
Plavise Patty Patterson,State House,69,D,Chickasaw,
Samuel Lee Begley,State House,70,D,Chickasaw,
Tammy Cotton,State House,70,D,Chickasaw,
Kathy Sykes,State House,70,D,Chickasaw,
Kimberly L. Campbell,State House,72,D,Chickasaw,
Corinthian Sanders,State House,72,D,Chickasaw,
Allen Burks,State House,85,D,Chickasaw,
Maurice Hudson,State House,85,D,Chickasaw,
America Chuck Middleton,State House,85,D,Chickasaw,
Tasha Dillon,State House,98,D,Chickasaw,
David W. Myers,State House,98,D,Chickasaw,
Jeramey D. Anderson,State House,110,D,Chickasaw,
Mitch Ellerby,State House,110,D,Chickasaw,
Hunter Dawkins,State House,121,D,Chickasaw,
Brian Pearse,State House,121,D,Chickasaw,
Robert Gray,Governor,,D,Choctaw,1041
Valerie Adream Smartt Short,Governor,,D,Choctaw,288
Vicki Slater,Governor,,D,Choctaw,645
Jelani Barr,Lt. Governor,,D,Choctaw,337
Tim Johnson,Lt. Governor,,D,Choctaw,1640
Steve Hale,State Senate,10,D,Choctaw,
Bill Stone,State Senate,10,D,Choctaw,
Clara/Claire Dawkins-Davis,State Senate,11,D,Choctaw,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Choctaw,
Robert L. Jackson,State Senate,11,D,Choctaw,
Barbara Blackmon,State Senate,21,D,Choctaw,
Kenneth Wayne Jones,State Senate,21,D,Choctaw,
John Horhn,State Senate,26,D,Choctaw,
Stephen Thompson,State Senate,26,D,Choctaw,
David Blount,State Senate,29,D,Choctaw,
Eclecius L. Franklin,State Senate,29,D,Choctaw,
Kathryn Michell Orey Perry,State Senate,29,D,Choctaw,
Keith K. Jackson,State Senate,32,D,Choctaw,
"Sampson Jackson, II",State Senate,32,D,Choctaw,
Juan Barnett,State Senate,34,D,Choctaw,
Trey Chinn,State Senate,34,D,Choctaw,
Deborah Shelby Woullard,State Senate,34,D,Choctaw,
Albert Butler,State Senate,36,D,Choctaw,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Choctaw,
Jeffery Coach Harness,State Senate,36,D,Choctaw,
Etta Batteaste-Taplin,State Senate,37,D,Choctaw,
Bob M. Dearing,State Senate,37,D,Choctaw,
Angela Baker Brooks,State Senate,38,D,Choctaw,
Albert Eubanks,State Senate,38,D,Choctaw,
Gregory Harris,State Senate,38,D,Choctaw,
"Daryl L. Porter, Jr.",State Senate,38,D,Choctaw,
Tammy Felder Witherspoon,State Senate,38,D,Choctaw,
Deborah Dawkins,State Senate,48,D,Choctaw,
"Joseph B. Piernas, Sr.",State Senate,48,D,Choctaw,
Lauren Childers,State House,3,D,Choctaw,
Jimmy Wayne Russell,State House,3,D,Choctaw,
John Faulkner,State House,5,D,Choctaw,
Jacqueline Simon,State House,5,D,Choctaw,
Cedric Burnett,State House,9,D,Choctaw,
Marilyn L. Young,State House,9,D,Choctaw,
Michael Cathey,State House,11,D,Choctaw,
Lataisha M. Jackson,State House,11,D,Choctaw,
Jim Newman,State House,17,D,Choctaw,
Charles Penson,State House,17,D,Choctaw,
Sanford Johnson,State House,26,D,Choctaw,
Orlando W. Paden,State House,26,D,Choctaw,
Leroy Lacy,State House,27,D,Choctaw,
"Bulus E. Leflore, Jr.",State House,27,D,Choctaw,
Kenneth Walker,State House,27,D,Choctaw,
Robert E. Huddleston,State House,30,D,Choctaw,
Zack Huffman,State House,30,D,Choctaw,
Tracey Rosebud,State House,30,D,Choctaw,
Lester Williams,State House,30,D,Choctaw,
Charles Modley,State House,31,D,Choctaw,
Sara Richardson Thomas,State House,31,D,Choctaw,
Reta Holden,State House,34,D,Choctaw,
Kevin Horan,State House,34,D,Choctaw,
Jimmy Davidson,State House,36,D,Choctaw,
Karl Malinski Gibbs,State House,36,D,Choctaw,
"Edward N. Houston, Jr.",State House,36,D,Choctaw,
Hester Jackson-McCray,State House,40,D,Choctaw,
Francis J. Miller,State House,40,D,Choctaw,
Eugene Crosby,State House,42,D,Choctaw,
Reecy Lathan Dickson,State House,42,D,Choctaw,
Carl L. Mickens,State House,42,D,Choctaw,
Clark Adams,State House,45,D,Choctaw,
Michael Ted Evans,State House,45,D,Choctaw,
Oscar Denton,State House,55,D,Choctaw,
Chris Green,State House,55,D,Choctaw,
Arrick Rice,State House,55,D,Choctaw,
Deborah Butler Dixon,State House,63,D,Choctaw,
Machelle Shelby Kyles,State House,63,D,Choctaw,
Christopher M. Bell,State House,65,D,Choctaw,
Arqullas Coleman,State House,65,D,Choctaw,
James Covington,State House,65,D,Choctaw,
Jarvis Dortch,State House,66,D,Choctaw,
Brad A. Oberhousen,State House,66,D,Choctaw,
Credell Calhoun,State House,68,D,Choctaw,
Kenneth Shearrill,State House,68,D,Choctaw,
Alyce Griffin Clarke,State House,69,D,Choctaw,
Plavise Patty Patterson,State House,69,D,Choctaw,
Samuel Lee Begley,State House,70,D,Choctaw,
Tammy Cotton,State House,70,D,Choctaw,
Kathy Sykes,State House,70,D,Choctaw,
Kimberly L. Campbell,State House,72,D,Choctaw,
Corinthian Sanders,State House,72,D,Choctaw,
Allen Burks,State House,85,D,Choctaw,
Maurice Hudson,State House,85,D,Choctaw,
America Chuck Middleton,State House,85,D,Choctaw,
Tasha Dillon,State House,98,D,Choctaw,
David W. Myers,State House,98,D,Choctaw,
Jeramey D. Anderson,State House,110,D,Choctaw,
Mitch Ellerby,State House,110,D,Choctaw,
Hunter Dawkins,State House,121,D,Choctaw,
Brian Pearse,State House,121,D,Choctaw,
Robert Gray,Governor,,D,Claiborne,1313
Valerie Adream Smartt Short,Governor,,D,Claiborne,587
Vicki Slater,Governor,,D,Claiborne,788
Jelani Barr,Lt. Governor,,D,Claiborne,727
Tim Johnson,Lt. Governor,,D,Claiborne,1861
Steve Hale,State Senate,10,D,Claiborne,
Bill Stone,State Senate,10,D,Claiborne,
Clara/Claire Dawkins-Davis,State Senate,11,D,Claiborne,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Claiborne,
Robert L. Jackson,State Senate,11,D,Claiborne,
Barbara Blackmon,State Senate,21,D,Claiborne,
Kenneth Wayne Jones,State Senate,21,D,Claiborne,
John Horhn,State Senate,26,D,Claiborne,
Stephen Thompson,State Senate,26,D,Claiborne,
David Blount,State Senate,29,D,Claiborne,
Eclecius L. Franklin,State Senate,29,D,Claiborne,
Kathryn Michell Orey Perry,State Senate,29,D,Claiborne,
Keith K. Jackson,State Senate,32,D,Claiborne,
"Sampson Jackson, II",State Senate,32,D,Claiborne,
Juan Barnett,State Senate,34,D,Claiborne,
Trey Chinn,State Senate,34,D,Claiborne,
Deborah Shelby Woullard,State Senate,34,D,Claiborne,
Albert Butler,State Senate,36,D,Claiborne,2458
"Elvis E. Colenburg, Sr.",State Senate,36,D,Claiborne,395
Jeffery Coach Harness,State Senate,36,D,Claiborne,161
Etta Batteaste-Taplin,State Senate,37,D,Claiborne,
Bob M. Dearing,State Senate,37,D,Claiborne,
Angela Baker Brooks,State Senate,38,D,Claiborne,
Albert Eubanks,State Senate,38,D,Claiborne,
Gregory Harris,State Senate,38,D,Claiborne,
"Daryl L. Porter, Jr.",State Senate,38,D,Claiborne,
Tammy Felder Witherspoon,State Senate,38,D,Claiborne,
Deborah Dawkins,State Senate,48,D,Claiborne,
"Joseph B. Piernas, Sr.",State Senate,48,D,Claiborne,
Lauren Childers,State House,3,D,Claiborne,
Jimmy Wayne Russell,State House,3,D,Claiborne,
John Faulkner,State House,5,D,Claiborne,
Jacqueline Simon,State House,5,D,Claiborne,
Cedric Burnett,State House,9,D,Claiborne,
Marilyn L. Young,State House,9,D,Claiborne,
Michael Cathey,State House,11,D,Claiborne,
Lataisha M. Jackson,State House,11,D,Claiborne,
Jim Newman,State House,17,D,Claiborne,
Charles Penson,State House,17,D,Claiborne,
Sanford Johnson,State House,26,D,Claiborne,
Orlando W. Paden,State House,26,D,Claiborne,
Leroy Lacy,State House,27,D,Claiborne,
"Bulus E. Leflore, Jr.",State House,27,D,Claiborne,
Kenneth Walker,State House,27,D,Claiborne,
Robert E. Huddleston,State House,30,D,Claiborne,
Zack Huffman,State House,30,D,Claiborne,
Tracey Rosebud,State House,30,D,Claiborne,
Lester Williams,State House,30,D,Claiborne,
Charles Modley,State House,31,D,Claiborne,
Sara Richardson Thomas,State House,31,D,Claiborne,
Reta Holden,State House,34,D,Claiborne,
Kevin Horan,State House,34,D,Claiborne,
Jimmy Davidson,State House,36,D,Claiborne,
Karl Malinski Gibbs,State House,36,D,Claiborne,
"Edward N. Houston, Jr.",State House,36,D,Claiborne,
Hester Jackson-McCray,State House,40,D,Claiborne,
Francis J. Miller,State House,40,D,Claiborne,
Eugene Crosby,State House,42,D,Claiborne,
