county ,precinct,office,district,party,candidate ,votes,winner
Perry,Prospect 2050,State Auditor,,Reform,Lajena Wallay,5,
Perry,Prospect 2050,State House,105,Democrat,Dennis Cochran,74,
Perry,Prospect 2050,State House,105,Republican,Roun McNeal,87,
Perry,Prospect 2050,State Senate,45,Republican,Billy Hudson ,150,
Perry,Prospect 2050,State Senate,45,Reform,Eli Jackson ,10,
Perry,Prospect 2050,State Treasurer,,Republican,Lynn Fitch,147,
Perry,Prospect 2050,State Treasurer,,Reform,Viola V. McFarland,15,
Perry,Prospect 2050,Transportation Commissioner,,Reform,Sheranda Atkinson ,10,
Perry,Prospect 2050,Transportation Commissioner,,Republican,Tom King ,142,
Perry,Prospect 2050,Transportation Commissioner,,Democrat,Chad Toney ,11,
Perry,Richton City Hall 3070,Attorney General,,Democrat,Jim Hood,289,
Perry,Richton City Hall 3070,Attorney General,,Republican,Mike Hurst,317,
Perry,Richton City Hall 3070,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,500,
Perry,Richton City Hall 3070,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,89,
Perry,Richton City Hall 3070,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,15,
Perry,Richton City Hall 3070,Commissioner of Insurance,,Republican,Mike Chaney,571,
Perry,Richton City Hall 3070,District Attorney,12,Republican,Patricia Burchell,553,
Perry,Richton City Hall 3070,Governor,,Republican,Phil Bryant,557,
Perry,Richton City Hall 3070,Governor,,Reform,Shawn O'Hara,14,
Perry,Richton City Hall 3070,Governor ,,Democrat,Robert Gray,46,
Perry,Richton City Hall 3070,Lieutenant Governor,,Democrat,Tim Johnson,71,
Perry,Richton City Hall 3070,Lieutenant Governor,,Republican,Tate Reeves,505,
Perry,Richton City Hall 3070,Lieutenant Governor,,Libertarian,Ron Williams,19,
Perry,Richton City Hall 3070,Lieutenant Governor,,Reform,Rosa B. Williams,7,
Perry,Richton City Hall 3070,Public Service Commissioner,,Democrat,Tom Blanton ,150,
Perry,Richton City Hall 3070,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",437,
Perry,Richton City Hall 3070,Public Service Commissioner,,Reform,Lonny Kenneth Spence,15,
Perry,Richton City Hall 3070,Secretary of State ,,Democrat,Charles E. Graham,77,
Perry,Richton City Hall 3070,Secretary of State ,,Republican,Delbert Hoseman,494,
Perry,Richton City Hall 3070,Secretary of State ,,Reform,Randy Walker,31,
Perry,Richton City Hall 3070,State Auditor,,Republican,Stacey E. Pickering,543,
Perry,Richton City Hall 3070,State Auditor,,Democrat,Jocelyn Pepper Pritchett,51,
Perry,Richton City Hall 3070,State Auditor,,Reform,Lajena Wallay,16,
Perry,Richton City Hall 3070,State House,86,Republican,Shane Barnett,358,
Perry,Richton City Hall 3070,State House,86,Democrat,Sherra Hillman Lane,247,
Perry,Richton City Hall 3070,State Senate,45,Republican,Billy Hudson ,560,
Perry,Richton City Hall 3070,State Senate,45,Reform,Eli Jackson ,30,
Perry,Richton City Hall 3070,State Treasurer,,Republican,Lynn Fitch,560,
Perry,Richton City Hall 3070,State Treasurer,,Reform,Viola V. McFarland,31,
Perry,Richton City Hall 3070,Transportation Commissioner,,Reform,Sheranda Atkinson ,20,
Perry,Richton City Hall 3070,Transportation Commissioner,,Republican,Tom King ,522,
Perry,Richton City Hall 3070,Transportation Commissioner,,Democrat,Chad Toney ,52,
Perry,Richton Holly Street 3060,Attorney General,,Democrat,Jim Hood,178,
Perry,Richton Holly Street 3060,Attorney General,,Republican,Mike Hurst,134,
Perry,Richton Holly Street 3060,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,230,
Perry,Richton Holly Street 3060,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,59,
Perry,Richton Holly Street 3060,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,9,
Perry,Richton Holly Street 3060,Commissioner of Insurance,,Republican,Mike Chaney,282,
Perry,Richton Holly Street 3060,District Attorney,12,Republican,Patricia Burchell,273,
Perry,Richton Holly Street 3060,Governor,,Republican,Phil Bryant,267,
Perry,Richton Holly Street 3060,Governor,,Reform,Shawn O'Hara,7,
Perry,Richton Holly Street 3060,Governor ,,Democrat,Robert Gray,40,
Perry,Richton Holly Street 3060,Lieutenant Governor,,Democrat,Tim Johnson,53,
Perry,Richton Holly Street 3060,Lieutenant Governor,,Republican,Tate Reeves,241,
Perry,Richton Holly Street 3060,Lieutenant Governor,,Libertarian,Ron Williams,13,
Perry,Richton Holly Street 3060,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Perry,Richton Holly Street 3060,Public Service Commissioner,,Democrat,Tom Blanton ,92,
Perry,Richton Holly Street 3060,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",193,
Perry,Richton Holly Street 3060,Public Service Commissioner,,Reform,Lonny Kenneth Spence,11,
Perry,Richton Holly Street 3060,Secretary of State ,,Democrat,Charles E. Graham,53,
Perry,Richton Holly Street 3060,Secretary of State ,,Republican,Delbert Hoseman,236,
Perry,Richton Holly Street 3060,Secretary of State ,,Reform,Randy Walker,19,
Perry,Richton Holly Street 3060,State Auditor,,Republican,Stacey E. Pickering,247,
Perry,Richton Holly Street 3060,State Auditor,,Democrat,Jocelyn Pepper Pritchett,39,
Perry,Richton Holly Street 3060,State Auditor,,Reform,Lajena Wallay,17,
Perry,Richton Holly Street 3060,State House,86,Republican,Shane Barnett,150,
Perry,Richton Holly Street 3060,State House,86,Democrat,Sherra Hillman Lane,126,
Perry,Richton Holly Street 3060,State House,105,Democrat,Dennis Cochran,7,
Perry,Richton Holly Street 3060,State House,105,Republican,Roun McNeal,24,
Perry,Richton Holly Street 3060,State Senate,45,Republican,Billy Hudson ,268,
Perry,Richton Holly Street 3060,State Senate,45,Reform,Eli Jackson ,30,
Perry,Richton Holly Street 3060,State Treasurer,,Republican,Lynn Fitch,270,
Perry,Richton Holly Street 3060,State Treasurer,,Reform,Viola V. McFarland,28,
Perry,Richton Holly Street 3060,Transportation Commissioner,,Reform,Sheranda Atkinson ,15,
Perry,Richton Holly Street 3060,Transportation Commissioner,,Republican,Tom King ,237,
Perry,Richton Holly Street 3060,Transportation Commissioner,,Democrat,Chad Toney ,52,
Perry,Richton Multi Purpose 4080,Attorney General,,Democrat,Jim Hood,148,
Perry,Richton Multi Purpose 4080,Attorney General,,Republican,Mike Hurst,107,
Perry,Richton Multi Purpose 4080,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,156,
Perry,Richton Multi Purpose 4080,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,87,
Perry,Richton Multi Purpose 4080,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,6,
Perry,Richton Multi Purpose 4080,Commissioner of Insurance,,Republican,Mike Chaney,221,
Perry,Richton Multi Purpose 4080,District Attorney,12,Republican,Patricia Burchell,208,
Perry,Richton Multi Purpose 4080,Governor,,Republican,Phil Bryant,185,
Perry,Richton Multi Purpose 4080,Governor,,Reform,Shawn O'Hara,5,
Perry,Richton Multi Purpose 4080,Governor ,,Democrat,Robert Gray,65,
Perry,Richton Multi Purpose 4080,Lieutenant Governor,,Democrat,Tim Johnson,71,
Perry,Richton Multi Purpose 4080,Lieutenant Governor,,Republican,Tate Reeves,171,
Perry,Richton Multi Purpose 4080,Lieutenant Governor,,Libertarian,Ron Williams,9,
Perry,Richton Multi Purpose 4080,Lieutenant Governor,,Reform,Rosa B. Williams,3,
Perry,Richton Multi Purpose 4080,Public Service Commissioner,,Democrat,Tom Blanton ,111,
Perry,Richton Multi Purpose 4080,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",134,
Perry,Richton Multi Purpose 4080,Public Service Commissioner,,Reform,Lonny Kenneth Spence,4,
Perry,Richton Multi Purpose 4080,Secretary of State ,,Democrat,Charles E. Graham,77,
Perry,Richton Multi Purpose 4080,Secretary of State ,,Republican,Delbert Hoseman,173,
Perry,Richton Multi Purpose 4080,Secretary of State ,,Reform,Randy Walker,9,
Perry,Richton Multi Purpose 4080,State Auditor,,Republican,Stacey E. Pickering,183,
Perry,Richton Multi Purpose 4080,State Auditor,,Democrat,Jocelyn Pepper Pritchett,64,
Perry,Richton Multi Purpose 4080,State Auditor,,Reform,Lajena Wallay,6,
Perry,Richton Multi Purpose 4080,State House,105,Democrat,Dennis Cochran,131,
Perry,Richton Multi Purpose 4080,State House,105,Republican,Roun McNeal,118,
Perry,Richton Multi Purpose 4080,State Senate,45,Republican,Billy Hudson ,189,
Perry,Richton Multi Purpose 4080,State Senate,45,Reform,Eli Jackson ,45,
Perry,Richton Multi Purpose 4080,State Treasurer,,Republican,Lynn Fitch,189,
Perry,Richton Multi Purpose 4080,State Treasurer,,Reform,Viola V. McFarland,45,
Perry,Richton Multi Purpose 4080,Transportation Commissioner,,Reform,Sheranda Atkinson ,8,
Perry,Richton Multi Purpose 4080,Transportation Commissioner,,Republican,Tom King ,169,
Perry,Richton Multi Purpose 4080,Transportation Commissioner,,Democrat,Chad Toney ,80,
Perry,Runnelstown 2040,Attorney General,,Democrat,Jim Hood,218,
Perry,Runnelstown 2040,Attorney General,,Republican,Mike Hurst,372,
Perry,Runnelstown 2040,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,526,
Perry,Runnelstown 2040,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,44,
Perry,Runnelstown 2040,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,14,
Perry,Runnelstown 2040,Commissioner of Insurance,,Republican,Mike Chaney,581,
Perry,Runnelstown 2040,District Attorney,12,Republican,Patricia Burchell,560,
Perry,Runnelstown 2040,Governor,,Republican,Phil Bryant,569,
Perry,Runnelstown 2040,Governor,,Reform,Shawn O'Hara,5,
Perry,Runnelstown 2040,Governor ,,Democrat,Robert Gray,20,
Perry,Runnelstown 2040,Lieutenant Governor,,Democrat,Tim Johnson,33,
Perry,Runnelstown 2040,Lieutenant Governor,,Republican,Tate Reeves,538,
Perry,Runnelstown 2040,Lieutenant Governor,,Libertarian,Ron Williams,9,
Perry,Runnelstown 2040,Lieutenant Governor,,Reform,Rosa B. Williams,3,
Perry,Runnelstown 2040,Public Service Commissioner,,Democrat,Tom Blanton ,97,
Perry,Runnelstown 2040,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",476,
Perry,Runnelstown 2040,Public Service Commissioner,,Reform,Lonny Kenneth Spence,11,
Perry,Runnelstown 2040,Secretary of State ,,Democrat,Charles E. Graham,35,
Perry,Runnelstown 2040,Secretary of State ,,Republican,Delbert Hoseman,538,
Perry,Runnelstown 2040,Secretary of State ,,Reform,Randy Walker,17,
Perry,Runnelstown 2040,State Auditor,,Republican,Stacey E. Pickering,564,
Perry,Runnelstown 2040,State Auditor,,Democrat,Jocelyn Pepper Pritchett,17,
Perry,Runnelstown 2040,State Auditor,,Reform,Lajena Wallay,11,
Perry,Runnelstown 2040,State House,105,Democrat,Dennis Cochran,178,
Perry,Runnelstown 2040,State House,105,Republican,Roun McNeal,405,
Perry,Runnelstown 2040,State Senate,45,Republican,Billy Hudson ,565,
Perry,Runnelstown 2040,State Senate,45,Reform,Eli Jackson ,21,
Perry,Runnelstown 2040,State Treasurer,,Republican,Lynn Fitch,566,
Perry,Runnelstown 2040,State Treasurer,,Reform,Viola V. McFarland,20,
Perry,Runnelstown 2040,Transportation Commissioner,,Reform,Sheranda Atkinson ,12,
Perry,Runnelstown 2040,Transportation Commissioner,,Republican,Tom King ,551,
Perry,Runnelstown 2040,Transportation Commissioner,,Democrat,Chad Toney ,30,
Perry,Thompson Hill 5130,Attorney General,,Democrat,Jim Hood,18,
Perry,Thompson Hill 5130,Attorney General,,Republican,Mike Hurst,19,
Perry,Thompson Hill 5130,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,30,
Perry,Thompson Hill 5130,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,5,
Perry,Thompson Hill 5130,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,3,
Perry,Thompson Hill 5130,Commissioner of Insurance,,Republican,Mike Chaney,37,
Perry,Thompson Hill 5130,District Attorney,12,Republican,Patricia Burchell,37,
Perry,Thompson Hill 5130,Governor,,Republican,Phil Bryant,35,
Perry,Thompson Hill 5130,Governor,,Reform,Shawn O'Hara,2,
Perry,Thompson Hill 5130,Governor ,,Democrat,Robert Gray,2,
Perry,Thompson Hill 5130,Lieutenant Governor,,Democrat,Tim Johnson,3,
Perry,Thompson Hill 5130,Lieutenant Governor,,Republican,Tate Reeves,31,
Perry,Thompson Hill 5130,Lieutenant Governor,,Libertarian,Ron Williams,3,
Perry,Thompson Hill 5130,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Perry,Thompson Hill 5130,Public Service Commissioner,,Democrat,Tom Blanton ,6,
Perry,Thompson Hill 5130,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",28,
Perry,Thompson Hill 5130,Public Service Commissioner,,Reform,Lonny Kenneth Spence,2,
Perry,Thompson Hill 5130,Secretary of State ,,Democrat,Charles E. Graham,5,
Perry,Thompson Hill 5130,Secretary of State ,,Republican,Delbert Hoseman,30,
Perry,Thompson Hill 5130,Secretary of State ,,Reform,Randy Walker,3,
Perry,Thompson Hill 5130,State Auditor,,Republican,Stacey E. Pickering,34,
Perry,Thompson Hill 5130,State Auditor,,Democrat,Jocelyn Pepper Pritchett,2,
Perry,Thompson Hill 5130,State Auditor,,Reform,Lajena Wallay,2,
Perry,Thompson Hill 5130,State House,105,Democrat,Dennis Cochran,24,
Perry,Thompson Hill 5130,State House,105,Republican,Roun McNeal,14,
Perry,Thompson Hill 5130,State Senate,45,Republican,Billy Hudson ,37,
Perry,Thompson Hill 5130,State Senate,45,Reform,Eli Jackson ,2,
Perry,Thompson Hill 5130,State Treasurer,,Republican,Lynn Fitch,31,
Perry,Thompson Hill 5130,State Treasurer,,Reform,Viola V. McFarland,6,
Perry,Thompson Hill 5130,Transportation Commissioner,,Reform,Sheranda Atkinson ,4,
Perry,Thompson Hill 5130,Transportation Commissioner,,Republican,Tom King ,29,
Perry,Thompson Hill 5130,Transportation Commissioner,,Democrat,Chad Toney ,4,
Perry,,Attorney General,,Democrat,Jim Hood,2086,1
Perry,,Attorney General,,Republican,Mike Hurst,1910,
Perry,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,2870,1
Perry,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,962,
Perry,,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,105,
Perry,,Commissioner of Insurance,,Republican,Mike Chaney,3586,1
Perry,,District Attorney,12,Republican,Patricia Burchell,3444,1
Perry,,Governor,,Republican,Phil Bryant,3282,1
Perry,,Governor,,Reform,Shawn O'Hara,75,
Perry,,Governor ,,Democrat,Robert Gray,688,
Perry,,Lieutenant Governor,,Democrat,Tim Johnson,792,
Perry,,Lieutenant Governor,,Republican,Tate Reeves,2971,1
Perry,,Lieutenant Governor,,Libertarian,Ron Williams,139,
Perry,,Lieutenant Governor,,Reform,Rosa B. Williams,56,
Perry,,Public Service Commissioner,,Democrat,Tom Blanton ,1301,
Perry,,Public Service Commissioner,,Republican,"Samuel E. ""sam"" Britton ",2510,1
Perry,,Public Service Commissioner,,Reform,Lonny Kenneth Spence,104,
Perry,,Secretary of State ,,Democrat,Charles E. Graham,896,
Perry,,Secretary of State ,,Republican,Delbert Hoseman,2916,1
Perry,,Secretary of State ,,Reform,Randy Walker,162,
Perry,,State Auditor,,Republican,Stacey E. Pickering,3132,1
Perry,,State Auditor,,Democrat,Jocelyn Pepper Pritchett,720,
Perry,,State Auditor,,Reform,Lajena Wallay,115,
Perry,,State House,86,Republican,Shane Barnett,508,1
Perry,,State House,86,Democrat,Sherra Hillman Lane,373,
Perry,,State House,105,Democrat,Dennis Cochran,1615,1
Perry,,State House,105,Republican,Roun McNeal,1444,
Perry,,State Senate,45,Republican,Billy Hudson ,3352,1
Perry,,State Senate,45,Reform,Eli Jackson ,414,
Perry,,State Treasurer,,Republican,Lynn Fitch,3347,1
Perry,,State Treasurer,,Reform,Viola V. McFarland,479,
Perry,,Transportation Commissioner,,Reform,Sheranda Atkinson ,140,
Perry,,Transportation Commissioner,,Republican,Tom King ,2996,1
Perry,,Transportation Commissioner,,Democrat,Chad Toney ,819,
