county,precinct,office,district,party,candidate,votes,winner
Prentiss,Thrasher,District Attorney,1,Republican,John Weedle,124,
Prentiss,Thrasher,State Senate,5,Democrat,"J.P. Wilemon, Jr.",251,
Prentiss,Thrasher,State House,3,Republican,William Tracy Arnold,162,
Prentiss,Thrasher,State House,3,Democrat,Lauren Childers,128,
Prentiss,Tuscumbia-New Candler,Governor,,Republican,Phil Bryant,300,
Prentiss,Tuscumbia-New Candler,Governor,,Democrat,Robert Gray,62,
Prentiss,Tuscumbia-New Candler,Governor,,Reform,Shawn O'Hara,3,
Prentiss,Tuscumbia-New Candler,Lieutenant Governor,,Democrat,Tim Johnson,90,
Prentiss,Tuscumbia-New Candler,Lieutenant Governor,,Republican,Tate Reeves,258,
Prentiss,Tuscumbia-New Candler,Lieutenant Governor,,libertarian,Ron Williams,5,
Prentiss,Tuscumbia-New Candler,Lieutenant Governor,,Reform,Rosa B. Williams,0,
Prentiss,Tuscumbia-New Candler,Secretary of State,,Democrat,Charles E. Graham,83,
Prentiss,Tuscumbia-New Candler,Secretary of State,,Republican,Delbert Hoseman,259,
Prentiss,Tuscumbia-New Candler,Secretary of State,,Reform,Randy Walker,14,
Prentiss,Tuscumbia-New Candler,Attorney General,,Democrat,Jim Hood,197,
Prentiss,Tuscumbia-New Candler,Attorney General,,Republican,Mike Hurst,168,
Prentiss,Tuscumbia-New Candler,State Auditor,,Republican,Stacey E. Pickering,257,
Prentiss,Tuscumbia-New Candler,State Auditor,,Democrat,Jocelyn Pepper Pritchett,88,
Prentiss,Tuscumbia-New Candler,State Auditor,,Reform,Lajena Wallay,5,
Prentiss,Tuscumbia-New Candler,State Treasurer,,Republican,Lynn Fitch,295,
Prentiss,Tuscumbia-New Candler,State Treasurer,,Reform,Viola V. McFarland,38,
Prentiss,Tuscumbia-New Candler,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,117,
Prentiss,Tuscumbia-New Candler,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,225,
Prentiss,Tuscumbia-New Candler,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,3,
Prentiss,Tuscumbia-New Candler,Commissioner of Insurance,,Republican,Mike Chaney,312,
Prentiss,Tuscumbia-New Candler,Public Service Commissioner,,Republican,Mike Maynard,112,
Prentiss,Tuscumbia-New Candler,Public Service Commissioner,,Democrat,Brandon Presley,250,
Prentiss,Tuscumbia-New Candler,Transportation Commissioner,,Republican,Mike Tagert,257,
Prentiss,Tuscumbia-New Candler,Transportation Commissioner,,Democrat,Danny Woods,97,
Prentiss,Tuscumbia-New Candler,District Attorney,1,Democrat,Arch Bullard,190,
Prentiss,Tuscumbia-New Candler,District Attorney,1,Republican,John Weedle,167,
Prentiss,Tuscumbia-New Candler,State Senate,5,Democrat,"J.P. Wilemon, Jr.",131,
Prentiss,Tuscumbia-New Candler,State House,3,Republican,William Tracy Arnold,226,
Prentiss,Tuscumbia-New Candler,State House,3,Democrat,Lauren Childers,139,
Prentiss,West Booneville,Governor,,Republican,Phil Bryant,952,
Prentiss,West Booneville,Governor,,Democrat,Robert Gray,173,
Prentiss,West Booneville,Governor,,Reform,Shawn O'Hara,11,
Prentiss,West Booneville,Lieutenant Governor,,Democrat,Tim Johnson,213,
Prentiss,West Booneville,Lieutenant Governor,,Republican,Tate Reeves,880,
Prentiss,West Booneville,Lieutenant Governor,,libertarian,Ron Williams,15,
Prentiss,West Booneville,Lieutenant Governor,,Reform,Rosa B. Williams,11,
Prentiss,West Booneville,Secretary of State,,Democrat,Charles E. Graham,181,
Prentiss,West Booneville,Secretary of State,,Republican,Delbert Hoseman,928,
Prentiss,West Booneville,Secretary of State,,Reform,Randy Walker,18,
Prentiss,West Booneville,Attorney General,,Democrat,Jim Hood,562,
Prentiss,West Booneville,Attorney General,,Republican,Mike Hurst,586,
Prentiss,West Booneville,State Auditor,,Republican,Stacey E. Pickering,919,
Prentiss,West Booneville,State Auditor,,Democrat,Jocelyn Pepper Pritchett,192,
Prentiss,West Booneville,State Auditor,,Reform,Lajena Wallay,10,
Prentiss,West Booneville,State Treasurer,,Republican,Lynn Fitch,984,
Prentiss,West Booneville,State Treasurer,,Reform,Viola V. McFarland,100,
Prentiss,West Booneville,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,258,
Prentiss,West Booneville,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,821,
Prentiss,West Booneville,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,18,
Prentiss,West Booneville,Commissioner of Insurance,,Republican,Mike Chaney,1050,
Prentiss,West Booneville,Public Service Commissioner,,Republican,Mike Maynard,386,
Prentiss,West Booneville,Public Service Commissioner,,Democrat,Brandon Presley,750,
Prentiss,West Booneville,Transportation Commissioner,,Republican,Mike Tagert,920,
Prentiss,West Booneville,Transportation Commissioner,,Democrat,Danny Woods,205,
Prentiss,West Booneville,District Attorney,1,Democrat,Arch Bullard,508,
Prentiss,West Booneville,District Attorney,1,Republican,John Weedle,627,
Prentiss,West Booneville,State Senate,5,Democrat,"J.P. Wilemon, Jr.",983,
Prentiss,West Booneville,State House,3,Republican,William Tracy Arnold,644,
Prentiss,West Booneville,State House,3,Democrat,Lauren Childers,499,
Prentiss,Wheeler,Governor,,Republican,Phil Bryant,327,
Prentiss,Wheeler,Governor,,Democrat,Robert Gray,65,
Prentiss,Wheeler,Governor,,Reform,Shawn O'Hara,2,
Prentiss,Wheeler,Lieutenant Governor,,Democrat,Tim Johnson,95,
Prentiss,Wheeler,Lieutenant Governor,,Republican,Tate Reeves,287,
Prentiss,Wheeler,Lieutenant Governor,,libertarian,Ron Williams,6,
Prentiss,Wheeler,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Prentiss,Wheeler,Secretary of State,,Democrat,Charles E. Graham,73,
Prentiss,Wheeler,Secretary of State,,Republican,Delbert Hoseman,305,
Prentiss,Wheeler,Secretary of State,,Reform,Randy Walker,14,
Prentiss,Wheeler,Attorney General,,Democrat,Jim Hood,216,
Prentiss,Wheeler,Attorney General,,Republican,Mike Hurst,174,
Prentiss,Wheeler,State Auditor,,Republican,Stacey E. Pickering,297,
Prentiss,Wheeler,State Auditor,,Democrat,Jocelyn Pepper Pritchett,88,
Prentiss,Wheeler,State Auditor,,Reform,Lajena Wallay,3,
Prentiss,Wheeler,State Treasurer,,Republican,Lynn Fitch,324,
Prentiss,Wheeler,State Treasurer,,Reform,Viola V. McFarland,39,
Prentiss,Wheeler,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,121,
Prentiss,Wheeler,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,252,
Prentiss,Wheeler,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,6,
Prentiss,Wheeler,Commissioner of Insurance,,Republican,Mike Chaney,342,
Prentiss,Wheeler,Public Service Commissioner,,Republican,Mike Maynard,117,
Prentiss,Wheeler,Public Service Commissioner,,Democrat,Brandon Presley,274,
Prentiss,Wheeler,Transportation Commissioner,,Republican,Mike Tagert,282,
Prentiss,Wheeler,Transportation Commissioner,,Democrat,Danny Woods,100,
Prentiss,Wheeler,District Attorney,1,Democrat,Arch Bullard,176,
Prentiss,Wheeler,District Attorney,1,Republican,John Weedle,212,
Prentiss,Wheeler,State Senate,5,Democrat,"J.P. Wilemon, Jr.",351,
Prentiss,Wheeler,State House,3,Republican,William Tracy Arnold,20,
Prentiss,Wheeler,State House,3,Democrat,Lauren Childers,9,
Prentiss,Wheeler,State House,18,Republican,Jerry R. Turner,325,
Prentiss,,Governor,,Republican,Phil Bryant,5155,1
Prentiss,,Governor,,Democrat,Robert Gray,1258,
Prentiss,,Governor,,Reform,Shawn O'Hara,58,
Prentiss,,Lieutenant Governor,,Democrat,Tim Johnson,1603,
Prentiss,,Lieutenant Governor,,Republican,Tate Reeves,4599,1
Prentiss,,Lieutenant Governor,,libertarian,Ron Williams,97,
Prentiss,,Lieutenant Governor,,Reform,Rosa B. Williams,44,
Prentiss,,Secretary of State,,Democrat,Charles E. Graham,1437,
Prentiss,,Secretary of State,,Republican,Delbert Hoseman,4762,1
Prentiss,,Secretary of State,,Reform,Randy Walker,188,
Prentiss,,Attorney General,,Democrat,Jim Hood,3507,1
Prentiss,,Attorney General,,Republican,Mike Hurst,2951,
Prentiss,,State Auditor,,Republican,Stacey E. Pickering,4821,1
Prentiss,,State Auditor,,Democrat,Jocelyn Pepper Pritchett,1412,
Prentiss,,State Auditor,,Reform,Lajena Wallay,91,
Prentiss,,State Treasurer,,Republican,Lynn Fitch,5206,1
Prentiss,,State Treasurer,,Reform,Viola V. McFarland,764,
Prentiss,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,1974,
Prentiss,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,4116,1
Prentiss,,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,132,
Prentiss,,Commissioner of Insurance,,Republican,Mike Chaney,5635,1
Prentiss,,Public Service Commissioner,,Republican,Mike Maynard,1951,
Prentiss,,Public Service Commissioner,,Democrat,Brandon Presley,4505,1
Prentiss,,Transportation Commissioner,,Republican,Mike Tagert,4661,1
Prentiss,,Transportation Commissioner,,Democrat,Danny Woods,1571,
Prentiss,,District Attorney,1,Democrat,Arch Bullard,3153,
Prentiss,,District Attorney,1,Republican,John Weedle,3266,1
Prentiss,,State Senate,5,Democrat,"J.P. Wilemon, Jr.",5678,1
Prentiss,,State House,3,Republican,William Tracy Arnold,3150,1
Prentiss,,State House,3,Democrat,Lauren Childers,2365,
Prentiss,,State House,18,Republican,Jerry R. Turner,843,1
