candidate,office,district,party,county,precinct,votes,winner,page
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 55,461,,7
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 55,1,,7
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 55,6,,7
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 55,X,,7
Hillary Clinton,President,,Democrat,Hinds,Precinct 56,211,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 56,4,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 56,0,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 56,1,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 56,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 56,2,,8
Jill Stein,President,,Green,Hinds,Precinct 56,3,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 56,3,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 56,210,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 56,2,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 56,5,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 56,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 57,452,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 57,9,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 57,0,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 57,1,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 57,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 57,2,,8
Jill Stein,President,,Green,Hinds,Precinct 57,1,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 57,7,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 57,452,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 57,3,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 57,3,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 57,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 58,761,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 58,12,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 58,4,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 58,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 58,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 58,3,,8
Jill Stein,President,,Green,Hinds,Precinct 58,8,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 58,7,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 58,771,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 58,2,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 58,14,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 58,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 59,728,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 59,15,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 59,1,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 59,1,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 59,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 59,3,,8
Jill Stein,President,,Green,Hinds,Precinct 59,4,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 59,9,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 59,725,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 59,7,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 59,7,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 59,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 60,233,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 60,8,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 60,0,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 60,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 60,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 60,0,,8
Jill Stein,President,,Green,Hinds,Precinct 60,0,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 60,3,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 60,237,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 60,0,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 60,3,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 60,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 61,314,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 61,4,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 61,2,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 61,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 61,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 61,0,,8
Jill Stein,President,,Green,Hinds,Precinct 61,4,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 61,2,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 61,321,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 61,3,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 61,1,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 61,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 62,799,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 62,33,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 62,0,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 62,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 62,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 62,1,,8
Jill Stein,President,,Green,Hinds,Precinct 62,3,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 62,23,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 62,792,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 62,5,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 62,13,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 62,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 63,309,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 63,10,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 63,1,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 63,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 63,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 63,1,,8
Jill Stein,President,,Green,Hinds,Precinct 63,1,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 63,3,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 63,318,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 63,1,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 63,2,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 63,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 64,297,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 64,7,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 64,0,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 64,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 64,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 64,0,,8
Jill Stein,President,,Green,Hinds,Precinct 64,3,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 64,4,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 64,296,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 64,5,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 64,4,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 64,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 68,1084,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 68,66,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 68,2,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 68,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 68,0,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 68,3,,8
Jill Stein,President,,Green,Hinds,Precinct 68,5,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 68,59,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 68,1085,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 68,7,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 68,19,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 68,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 69,705,,8
Donald J. Trump,President,,Republican,Hinds,Precinct 69,57,,8
Darrell Castle,President,,Constitution,Hinds,Precinct 69,3,,8
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 69,0,,8
Jim Hedges,President,,Prohibition,Hinds,Precinct 69,2,,8
Gary Johnson,President,,Libertarian,Hinds,Precinct 69,1,,8
Jill Stein,President,,Green,Hinds,Precinct 69,0,,8
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 69,51,,8
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 69,694,,8
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 69,6,,8
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 69,12,,8
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 69,X,,8
Hillary Clinton,President,,Democrat,Hinds,Precinct 70,296,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 70,7,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 70,0,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 70,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 70,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 70,2,,9
Jill Stein,President,,Green,Hinds,Precinct 70,2,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 70,10,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 70,290,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 70,3,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 70,4,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 70,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 71,472,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 71,50,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 71,2,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 71,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 71,1,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 71,5,,9
Jill Stein,President,,Green,Hinds,Precinct 71,1,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 71,43,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 71,480,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 71,5,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 71,9,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 71,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 72,392,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 72,18,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 72,0,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 72,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 72,1,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 72,0,,9
Jill Stein,President,,Green,Hinds,Precinct 72,0,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 72,19,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 72,381,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 72,5,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 72,5,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 72,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 73,426,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 73,36,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 73,0,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 73,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 73,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 73,2,,9
Jill Stein,President,,Green,Hinds,Precinct 73,5,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 73,25,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 73,427,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 73,4,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 73,10,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 73,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 74,384,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 74,56,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 74,0,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 74,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 74,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 74,1,,9
Jill Stein,President,,Green,Hinds,Precinct 74,3,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 74,40,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 74,379,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 74,4,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 74,16,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 74,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 76,334,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 76,67,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 76,2,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 76,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 76,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 76,1,,9
Jill Stein,President,,Green,Hinds,Precinct 76,3,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 76,57,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 76,343,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 76,3,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 76,6,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 76,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 77,627,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 77,145,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 77,1,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 77,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 77,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 77,2,,9
Jill Stein,President,,Green,Hinds,Precinct 77,4,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 77,120,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 77,636,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 77,8,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 77,15,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 77,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 78,546,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 78,361,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 78,1,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 78,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 78,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 78,14,,9
Jill Stein,President,,Green,Hinds,Precinct 78,6,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 78,X,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 78,X,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 78,X,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 78,X,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 78,405,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 79,908,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 79,157,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 79,1,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 79,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 79,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 79,11,,9
Jill Stein,President,,Green,Hinds,Precinct 79,8,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 79,135,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 79,914,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 79,14,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 79,21,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 79,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 80,1089,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 80,47,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 80,0,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 80,0,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 80,0,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 80,5,,9
Jill Stein,President,,Green,Hinds,Precinct 80,6,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 80,33,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 80,1080,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 80,6,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 80,27,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 80,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 81,1309,,9
Donald J. Trump,President,,Republican,Hinds,Precinct 81,37,,9
Darrell Castle,President,,Constitution,Hinds,Precinct 81,2,,9
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 81,1,,9
Jim Hedges,President,,Prohibition,Hinds,Precinct 81,1,,9
Gary Johnson,President,,Libertarian,Hinds,Precinct 81,5,,9
Jill Stein,President,,Green,Hinds,Precinct 81,4,,9
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 81,35,,9
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 81,1303,,9
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 81,7,,9
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 81,14,,9
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 81,X,,9
Hillary Clinton,President,,Democrat,Hinds,Precinct 82,836,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 82,15,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 82,0,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 82,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 82,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 82,3,,10
Jill Stein,President,,Green,Hinds,Precinct 82,5,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 82,14,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 82,832,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 82,5,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 82,9,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 82,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 83,1796,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 83,31,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 83,7,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 83,1,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 83,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 83,3,,10
Jill Stein,President,,Green,Hinds,Precinct 83,8,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 83,26,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 83,1787,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 83,8,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 83,25,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 83,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 84,182,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 84,4,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 84,0,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 84,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 84,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 84,0,,10
Jill Stein,President,,Green,Hinds,Precinct 84,3,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 84,3,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 84,178,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 84,1,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 84,5,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 84,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 85,1486,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 85,33,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 85,5,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 85,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 85,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 85,4,,10
Jill Stein,President,,Green,Hinds,Precinct 85,8,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 85,16,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 85,1512,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 85,4,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 85,19,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 85,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 86,768,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 86,17,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 86,0,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 86,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 86,1,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 86,1,,10
Jill Stein,President,,Green,Hinds,Precinct 86,0,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 86,16,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 86,765,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 86,4,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 86,7,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 86,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 88,935,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 88,50,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 88,1,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 88,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 88,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 88,1,,10
Jill Stein,President,,Green,Hinds,Precinct 88,3,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 88,48,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 88,921,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 88,3,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 88,17,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 88,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 89,803,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 89,45,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 89,3,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 89,3,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 89,1,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 89,3,,10
Jill Stein,President,,Green,Hinds,Precinct 89,6,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 89,39,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 89,801,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 89,8,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 89,21,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 89,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 90,664,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 90,64,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 90,3,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 90,1,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 90,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 90,1,,10
Jill Stein,President,,Green,Hinds,Precinct 90,1,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 90,52,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 90,671,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 90,4,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 90,14,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 90,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 91,1252,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 91,83,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 91,2,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 91,0,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 91,2,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 91,6,,10
Jill Stein,President,,Green,Hinds,Precinct 91,7,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 91,75,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 91,1250,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 91,8,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 91,19,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 91,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 92,1216,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 92,131,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 92,2,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 92,1,,10
Jim Hedges,President,,Prohibition,Hinds,Precinct 92,0,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 92,8,,10
Jill Stein,President,,Green,Hinds,Precinct 92,9,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 92,120,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 92,1231,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 92,8,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 92,27,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 92,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 93,658,,10
Donald J. Trump,President,,Republican,Hinds,Precinct 93,87,,10
Darrell Castle,President,,Constitution,Hinds,Precinct 93,0,,10
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 93,1,,10
