page,candidate,office,district,party,county,precinct,votes,winner,,,
3,Connie Moran,State Treasurer,,D,Jackson,Gautler,1317,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Gautler,59,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,Villa Maria,141,,,,
3,Connie Moran,State Treasurer,,D,Jackson,Villa Maria,180,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Villa Maria,7,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,OS Community Ctr,64,,,,
3,Connie Moran,State Treasurer,,D,Jackson,OS Community Ctr,106,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,OS Community Ctr,2,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,OS Armory,810,,,,
3,Connie Moran,State Treasurer,,D,Jackson,OS Armory,832,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,OS Armory,39,,,,
3,Lynn Fitch,State Treasurer,,R,Jackson,St Martin,1532,,,,
3,Connie Moran,State Treasurer,,D,Jackson,St Martin,1177,,,,
3,Shawn O'Hara,State Treasurer,,Reform ,Jackson,St Martin,70,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Latimer,824,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Latimer,389,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Latimer,46,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Larue,90,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Larue,36,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Larue,6,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Hickory Hills,661,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Hickory Hills,387,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Hickory Hills,25,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Fontainebleau,884,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Fontainebleau,542,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Fontainebleau,43,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Gulf Park Estates,696,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Gulf Park Estates,481,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Gulf Park Estates,50,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,OS Civic Ctr,1401,,,,
4,Connie Moran,State Treasurer,,D,Jackson,OS Civic Ctr,1336,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,OS Civic Ctr,65,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,South Vancleave,1045,,,,
4,Connie Moran,State Treasurer,,D,Jackson,South Vancleave,331,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,South Vancleave,39,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Red Hill,130,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Red Hill,33,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Red Hill,7,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,Carterville,54,,,,
4,Connie Moran,State Treasurer,,D,Jackson,Carterville,16,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,Carterville,1,,,,
4,Lynn Fitch,State Treasurer,,R,Jackson,TOTAL ,18941,,,,
4,Connie Moran,State Treasurer,,D,Jackson,TOTAL ,14076,,,,
4,Shawn O'Hara,State Treasurer,,Reform ,Jackson,TOTAL ,759,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Hwy 57,20,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Hwy 57,211,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Hwy 57,6,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,North Vancleave,160,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,North Vancleave,765,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,North Vancleave,46,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,East Central,308,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,East Central,2235,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,East Central,56,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Big Point,104,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Big Point,913,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Big Point,28,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Escatawpa,337,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Escatawpa,1115,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Escatawpa,56,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Orange Grove,121,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Orange Grove,487,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Orange Grove,21,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Rec Center,1639,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Rec Center,262,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Rec Center,29,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,YMBC - Dantzler,508,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,YMBC - Dantzler,401,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,YMBC - Dantzler,14,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Jefferson Street,786,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Jefferson Street,330,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Jefferson Street,20,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Fair,756,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Fair,661,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Fair,30,,,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Pinecrest,108,,,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Pinecrest,547,,,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Pinecrest,26,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Nazarene,119,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Nazarene,261,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Nazarene,6,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Sacred Heart ,114,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Sacred Heart ,600,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Sacred Heart ,22,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Eastlawn,117,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Eastlawn,635,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Eastlawn,29,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,American Legion,40,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,American Legion,208,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,American Legion,10,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Presbyterian,73,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Presbyterian,417,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Presbyterian,20,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,North Pascagoula,62,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,North Pascagoula,235,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,North Pascagoula,16,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Gautler,956,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Gautler,1782,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Gautler,97,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Villa Maria,91,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Villa Maria,217,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Villa Maria,12,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,OS Community Ctr,43,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,OS Community Ctr,109,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,OS Community Ctr,12,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,OS Armory,440,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,OS Armory,1121,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,OS Armory,67,,,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,St Martin,680,,,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,St Martin,1892,,,,
6,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,St Martin,139,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Latimer,217,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Latimer,970,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Latimer,50,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Larue,17,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Larue,108,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Larue,5,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Hickory Hills,268,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Hickory Hills,758,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Hickory Hills,28,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Fontainebleau,299,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Fontainebleau,1072,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Fontainebleau,59,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Gulf Park Estates,250,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Gulf Park Estates,876,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Gulf Park Estates,67,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,OS Civic Ctr,643,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,OS Civic Ctr,1944,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,OS Civic Ctr,123,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,South Vancleave,153,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,South Vancleave,1176,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,South Vancleave,72,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Red Hill,21,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Red Hill,141,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Red Hill,7,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,Carterville,11,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,Carterville,57,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,Carterville,1,,,,
4,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jackson,TOTAL ,9461,,,,
4,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jackson,TOTAL ,22506,,,,
7,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Jackson,TOTAL ,1174,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Hwy 57,190,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Hwy 57,35,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Hwy 57,11,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,North Vancleave,717,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,North Vancleave,203,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,North Vancleave,56,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,East Central,2065,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,East Central,470,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,East Central,73,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Big Point,819,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Big Point,194,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Big Point,34,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Escatawpa,1007,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Escatawpa,453,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Escatawpa,59,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Orange Grove,437,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Orange Grove,182,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Orange Grove,15,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Rec Center,202,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Rec Center,1725,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Rec Center,44,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,YMBC - Dantzler,339,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,YMBC - Dantzler,579,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,YMBC - Dantzler,16,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Jefferson Street,266,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Jefferson Street,869,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Jefferson Street,17,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Fair,578,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Fair,861,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Fair,37,,,,
5,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Pinecrest,450,,,,
5,Louis Fondren,Commissioner of Insurance,,D,Jackson,Pinecrest,218,,,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Pinecrest,21,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Nazarene,215,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Nazarene,157,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Nazarene,17,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Sacred Heart ,505,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Sacred Heart ,221,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Sacred Heart ,18,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Eastlawn,540,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Eastlawn,221,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Eastlawn,27,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,American Legion,153,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,American Legion,101,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,American Legion,7,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Presbyterian,340,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Presbyterian,160,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Presbyterian,19,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,North Pascagoula,195,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,North Pascagoula,113,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,North Pascagoula,7,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Gautler,1587,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Gautler,1157,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Gautler,122,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Villa Maria,215,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,Villa Maria,89,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Villa Maria,18,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,OS Community Ctr,107,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,OS Community Ctr,46,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,OS Community Ctr,15,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,OS Armory,1067,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,OS Armory,467,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,OS Armory,104,,,,
6,Mike Chaney,Commissioner of Insurance,,R ,Jackson,St Martin,1870,,,,
6,Louis Fondren,Commissioner of Insurance,,D,Jackson,St Martin,679,,,,
6,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,St Martin,182,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Latimer,962,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Latimer,197,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Latimer,89,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Larue,105,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Larue,20,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Larue,5,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Hickory Hills,693,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Hickory Hills,319,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Hickory Hills,45,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Fontainebleau,1004,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Fontainebleau,349,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Fontainebleau,90,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Gulf Park Estates,846,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Gulf Park Estates,287,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Gulf Park Estates,82,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,OS Civic Ctr,1939,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,OS Civic Ctr,659,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,OS Civic Ctr,147,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,South Vancleave,1090,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,South Vancleave,229,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,South Vancleave,87,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Red Hill,144,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Red Hill,17,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Red Hill,9,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,Carterville,57,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,Carterville,9,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,Carterville,3,,,,
7,Mike Chaney,Commissioner of Insurance,,R ,Jackson,TOTAL ,20704,,,,
7,Louis Fondren,Commissioner of Insurance,,D,Jackson,TOTAL ,11286,,,,
7,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Jackson,TOTAL ,1476,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Hwy 57,x,,,,
5,Tony Smith,State Senate ,47,R,Jackson,North Vancleave,126,,,,
5,Tony Smith,State Senate ,47,R,Jackson,East Central,54,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Big Point,x,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Escatawpa,0,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Orange Grove,x,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Rec Center,847,,,,
5,Tony Smith,State Senate ,47,R,Jackson,YMBC - Dantzler,312,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Jefferson Street,308,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Fair,798,,,,
5,Tony Smith,State Senate ,47,R,Jackson,Pinecrest,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Nazarene,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Sacred Heart ,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Eastlawn,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,American Legion,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Presbyterian,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,North Pascagoula,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Gautler,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,Villa Maria,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,OS Community Ctr,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,OS Armory,x,,,,
6,Tony Smith,State Senate ,47,R,Jackson,St Martin,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Latimer,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Larue,125,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Hickory Hills,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Fontainebleau,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Gulf Park Estates,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,OS Civic Ctr,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,South Vancleave,x,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Red Hill,30,,,,
7,Tony Smith,State Senate ,47,R,Jackson,Carterville,61,,,,
7,Tony Smith,State Senate ,47,R,Jackson,TOTAL ,2661,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Hwy 57,227,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,North Vancleave,770,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,East Central,2404,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Big Point,1000,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Escatawpa,1389,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Orange Grove,580,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Rec Center,x,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,YMBC - Dantzler,316,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Jefferson Street,357,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Fair,65,,,,
5,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Pinecrest,288,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Nazarene,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Sacred Heart ,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Eastlawn,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,American Legion,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Presbyterian,44,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,North Pascagoula,281,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Gautler,57,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Villa Maria,268,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,OS Community Ctr,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,OS Armory,x,,,,
6,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,St Martin,2328,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Latimer,1157,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Larue,x,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Hickory Hills,188,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Fontainebleau,x,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Gulf Park Estates,x,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,OS Civic Ctr,x,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,South Vancleave,1327,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Red Hill,139,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,Carterville,x,,,,
7,"Michael D. Watson, Jr. ",State Senate ,51,R,Jackson,TOTAL ,13185,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Hwy 57,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,North Vancleave,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,East Central,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Big Point,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Escatawpa,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Orange Grove,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Rec Center,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,YMBC - Dantzler,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Jefferson Street,x,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Fair,110,,,,
5,Brice Wiggins,State Senate ,52,R,Jackson,Pinecrest,348,,,,
