county,precinct,office,district,party,candidate,votes,winner
Union,Pinedale,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",25,
Union,Pinedale,State Auditor,,Reform,Lajena Walley,4,
Union,Pinedale,State Treasurer,,Republican,Lynn Finch,230,
Union,Pinedale,State Treasurer,,Reform,Viola V. McFarland,12,
Union,Pinedale,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,48,
Union,Pinedale,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,180,
Union,Pinedale,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,12,
Union,Pinedale,Commissioner of Insurance,,Republican,Mike Chaney,235,
Union,Pinedale,State Senate,3,Republican,Nickey Browning,229,
Union,Pinedale,State Senate,3,Democrat,Christopher Stark,26,
Union,Pinedale,State House,13,Democrat,Justin Cluck,54,
Union,Pinedale,State House,13,Republican,Steve Massengill,206,
Union,Pleasant Ridge,Governor,,Republican,Phil Bryant,172,
Union,Pleasant Ridge,Governor,,Democrat,Robert Gray,17,
Union,Pleasant Ridge,Governor,,Reform,Shawn O'Hara,2,
Union,Pleasant Ridge,Lieutenant Governor,,Democrat,Tim Johnson,30,
Union,Pleasant Ridge,Lieutenant Governor,,Republican,Tate Reeves,147,
Union,Pleasant Ridge,Lieutenant Governor,,Libertarian,Ron Williams,2,
Union,Pleasant Ridge,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Union,Pleasant Ridge,Secretary of State,,Democrat,Charles E. Graham,30,
Union,Pleasant Ridge,Secretary of State,,Republican,Delbert Hosemann,143,
Union,Pleasant Ridge,Secretary of State,,Reform,Randy Walker,10,
Union,Pleasant Ridge,Attorney General,,Democrat,Jim Hood,91,
Union,Pleasant Ridge,Attorney General,,Republican,Mike Hurst,94,
Union,Pleasant Ridge,State Auditor,,Republican,Stacey E. Pickering,156,
Union,Pleasant Ridge,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",24,
Union,Pleasant Ridge,State Auditor,,Reform,Lajena Walley,2,
Union,Pleasant Ridge,State Treasurer,,Republican,Lynn Finch,161,
Union,Pleasant Ridge,State Treasurer,,Reform,Viola V. McFarland,16,
Union,Pleasant Ridge,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,44,
Union,Pleasant Ridge,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,125,
Union,Pleasant Ridge,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,11,
Union,Pleasant Ridge,Commissioner of Insurance,,Republican,Mike Chaney,174,
Union,Pleasant Ridge,State Senate,3,Republican,Nickey Browning,148,
Union,Pleasant Ridge,State Senate,3,Democrat,Christopher Stark,32,
Union,Pleasant Ridge,State House,14,Republican,Margaret Ellis Rogers,171,
Union,Sportsplex,Governor,,Republican,Phil Bryant,439,
Union,Sportsplex,Governor,,Democrat,Robert Gray,122,
Union,Sportsplex,Governor,,Reform,Shawn O'Hara,4,
Union,Sportsplex,Lieutenant Governor,,Democrat,Tim Johnson,149,
Union,Sportsplex,Lieutenant Governor,,Republican,Tate Reeves,399,
Union,Sportsplex,Lieutenant Governor,,Libertarian,Ron Williams,4,
Union,Sportsplex,Lieutenant Governor,,Reform,Rosa B. Williams,5,
Union,Sportsplex,Secretary of State,,Democrat,Charles E. Graham,155,
Union,Sportsplex,Secretary of State,,Republican,Delbert Hosemann,382,
Union,Sportsplex,Secretary of State,,Reform,Randy Walker,17,
Union,Sportsplex,Attorney General,,Democrat,Jim Hood,326,
Union,Sportsplex,Attorney General,,Republican,Mike Hurst,241,
Union,Sportsplex,State Auditor,,Republican,Stacey E. Pickering,406,
Union,Sportsplex,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",141,
Union,Sportsplex,State Auditor,,Reform,Lajena Walley,5,
Union,Sportsplex,State Treasurer,,Republican,Lynn Finch,444,
Union,Sportsplex,State Treasurer,,Reform,Viola V. McFarland,79,
Union,Sportsplex,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,186,
Union,Sportsplex,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,332,
Union,Sportsplex,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,8,
Union,Sportsplex,Commissioner of Insurance,,Republican,Mike Chaney,475,
Union,Sportsplex,State Senate,3,Republican,Nickey Browning,407,
Union,Sportsplex,State Senate,3,Democrat,Christopher Stark,146,
Union,Sportsplex,State House,14,Republican,Margaret Ellis Rogers,469,
Union,West Union,Governor,,Republican,Phil Bryant,381,
Union,West Union,Governor,,Democrat,Robert Gray,29,
Union,West Union,Governor,,Reform,Shawn O'Hara,6,
Union,West Union,Lieutenant Governor,,Democrat,Tim Johnson,50,
Union,West Union,Lieutenant Governor,,Republican,Tate Reeves,341,
Union,West Union,Lieutenant Governor,,Libertarian,Ron Williams,8,
Union,West Union,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Union,West Union,Secretary of State,,Democrat,Charles E. Graham,58,
Union,West Union,Secretary of State,,Republican,Delbert Hosemann,324,
Union,West Union,Secretary of State,,Reform,Randy Walker,18,
Union,West Union,Attorney General,,Democrat,Jim Hood,174,
Union,West Union,Attorney General,,Republican,Mike Hurst,232,
Union,West Union,State Auditor,,Republican,Stacey E. Pickering,352,
Union,West Union,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",43,
Union,West Union,State Auditor,,Reform,Lajena Walley,3,
Union,West Union,State Treasurer,,Republican,Lynn Finch,356,
Union,West Union,State Treasurer,,Reform,Viola V. McFarland,28,
Union,West Union,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,78,
Union,West Union,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,297,
Union,West Union,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,10,
Union,West Union,Commissioner of Insurance,,Republican,Mike Chaney,372,
Union,West Union,State Senate,3,Republican,Nickey Browning,334,
Union,West Union,State Senate,3,Democrat,Christopher Stark,72,
Union,West Union,State House,13,Democrat,Justin Cluck,85,
Union,West Union,State House,13,Republican,Steve Massengill,313,
Union,,Governor,,Republican,Phil Bryant,6548,1
Union,,Governor,,Democrat,Robert Gray,1027,
Union,,Governor,,Reform,Shawn O'Hara,75,
Union,,Lieutenant Governor,,Democrat,Tim Johnson,1428,
Union,,Lieutenant Governor,,Republican,Tate Reeves,5879,1
Union,,Lieutenant Governor,,Libertarian,Ron Williams,119,
Union,,Lieutenant Governor,,Reform,Rosa B. Williams,67,
Union,,Secretary of State,,Democrat,Charles E. Graham,1400,
Union,,Secretary of State,,Republican,Delbert Hosemann,5766,1
Union,,Secretary of State,,Reform,Randy Walker,323,
Union,,Attorney General,,Democrat,Jim Hood,3907,1
Union,,Attorney General,,Republican,Mike Hurst,3709,
Union,,State Auditor,,Republican,Stacey E. Pickering,6251,1
Union,,State Auditor,,Democrat,"Jocelyn ""Joce"" Pepper Pritchett",1145,
Union,,State Auditor,,Reform,Lajena Walley,68,
Union,,State Treasurer,,Republican,Lynn Finch,6522,1
Union,,State Treasurer,,Reform,Viola V. McFarland,666,
Union,,Commissioner of Agriculture & Commerce,,Democrat,Addie Lee Green,1807,
Union,,Commissioner of Agriculture & Commerce,,Republican,Cindy Hyde-Smith,5241,1
Union,,Commissioner of Agriculture & Commerce,,Reform,Cathy L. Toole,210,
Union,,Commissioner of Insurance,,Republican,Mike Chaney,6948,1
Union,,State Senate,3,Republican,Nickey Browning,6202,1
Union,,State Senate,3,Democrat,Christopher Stark,1299,
Union,,State House,13,Democrat,Justin Cluck,196,
Union,,State House,13,Republican,Steve Massengill,814,1
Union,,State House,14,Republican,Margaret Ellis Rogers,5800,1
Union,,State House,18,Republican,Jerry R. Turner,203,1
