candidate,office,district,party,county,votes
Rudy Guiliani,President,,Republican,Tippah,8
Duncan Hunter,President,,Republican,Tippah,3
Alan Keyes,President,,Republican,Tippah,9
Mitt Romney,President,,Republican,Tippah,2
Tom Tancredo,President,,Republican,Tippah,1
Fred Thompson,President,,Republican,Tippah,13
Mike Huckabee,President,,Republican,Tishomingo,144
John McCain,President,,Republican,Tishomingo,638
Ron Paul,President,,Republican,Tishomingo,28
Rudy Guiliani,President,,Republican,Tishomingo,2
Duncan Hunter,President,,Republican,Tishomingo,2
Alan Keyes,President,,Republican,Tishomingo,4
Mitt Romney,President,,Republican,Tishomingo,17
Tom Tancredo,President,,Republican,Tishomingo,2
Fred Thompson,President,,Republican,Tishomingo,8
Mike Huckabee,President,,Republican,Tunica,4
John McCain,President,,Republican,Tunica,28
Ron Paul,President,,Republican,Tunica,3
Rudy Guiliani,President,,Republican,Tunica,1
Duncan Hunter,President,,Republican,Tunica,0
Alan Keyes,President,,Republican,Tunica,0
Mitt Romney,President,,Republican,Tunica,1
Tom Tancredo,President,,Republican,Tunica,0
Fred Thompson,President,,Republican,Tunica,0
Mike Huckabee,President,,Republican,Union,262
John McCain,President,,Republican,Union,1185
Ron Paul,President,,Republican,Union,45
Rudy Guiliani,President,,Republican,Union,5
Duncan Hunter,President,,Republican,Union,5
Alan Keyes,President,,Republican,Union,9
Mitt Romney,President,,Republican,Union,8
Tom Tancredo,President,,Republican,Union,0
Fred Thompson,President,,Republican,Union,17
Mike Huckabee,President,,Republican,Walthall,76
John McCain,President,,Republican,Walthall,587
Ron Paul,President,,Republican,Walthall,22
Rudy Guiliani,President,,Republican,Walthall,4
Duncan Hunter,President,,Republican,Walthall,4
Alan Keyes,President,,Republican,Walthall,8
Mitt Romney,President,,Republican,Walthall,15
Tom Tancredo,President,,Republican,Walthall,8
Fred Thompson,President,,Republican,Walthall,15
Mike Huckabee,President,,Republican,Warren,151
John McCain,President,,Republican,Warren,1249
Ron Paul,President,,Republican,Warren,73
Rudy Guiliani,President,,Republican,Warren,8
Duncan Hunter,President,,Republican,Warren,5
Alan Keyes,President,,Republican,Warren,9
Mitt Romney,President,,Republican,Warren,15
Tom Tancredo,President,,Republican,Warren,0
Fred Thompson,President,,Republican,Warren,21
Mike Huckabee,President,,Republican,Washington,40
John McCain,President,,Republican,Washington,312
Ron Paul,President,,Republican,Washington,19
Rudy Guiliani,President,,Republican,Washington,4
Duncan Hunter,President,,Republican,Washington,0
Alan Keyes,President,,Republican,Washington,2
Mitt Romney,President,,Republican,Washington,6
Tom Tancredo,President,,Republican,Washington,0
Fred Thompson,President,,Republican,Washington,3
Mike Huckabee,President,,Republican,Wayne,70
John McCain,President,,Republican,Wayne,364
Ron Paul,President,,Republican,Wayne,22
Rudy Guiliani,President,,Republican,Wayne,4
Duncan Hunter,President,,Republican,Wayne,0
Alan Keyes,President,,Republican,Wayne,0
Mitt Romney,President,,Republican,Wayne,3
Tom Tancredo,President,,Republican,Wayne,1
Fred Thompson,President,,Republican,Wayne,5
Mike Huckabee,President,,Republican,Webster,130
John McCain,President,,Republican,Webster,757
Ron Paul,President,,Republican,Webster,19
Rudy Guiliani,President,,Republican,Webster,12
Duncan Hunter,President,,Republican,Webster,1
Alan Keyes,President,,Republican,Webster,5
Mitt Romney,President,,Republican,Webster,5
Tom Tancredo,President,,Republican,Webster,1
Fred Thompson,President,,Republican,Webster,8
Mike Huckabee,President,,Republican,Wilkinson,27
John McCain,President,,Republican,Wilkinson,172
Ron Paul,President,,Republican,Wilkinson,16
Rudy Guiliani,President,,Republican,Wilkinson,2
Duncan Hunter,President,,Republican,Wilkinson,0
Alan Keyes,President,,Republican,Wilkinson,1
Mitt Romney,President,,Republican,Wilkinson,0
Tom Tancredo,President,,Republican,Wilkinson,0
Fred Thompson,President,,Republican,Wilkinson,0
Mike Huckabee,President,,Republican,Winston,183
John McCain,President,,Republican,Winston,1112
Ron Paul,President,,Republican,Winston,21
Rudy Guiliani,President,,Republican,Winston,6
Duncan Hunter,President,,Republican,Winston,4
Alan Keyes,President,,Republican,Winston,1
Mitt Romney,President,,Republican,Winston,6
Tom Tancredo,President,,Republican,Winston,1
Fred Thompson,President,,Republican,Winston,10
Mike Huckabee,President,,Republican,Yalobusha,99
John McCain,President,,Republican,Yalobusha,566
Ron Paul,President,,Republican,Yalobusha,15
Rudy Guiliani,President,,Republican,Yalobusha,6
Duncan Hunter,President,,Republican,Yalobusha,0
Alan Keyes,President,,Republican,Yalobusha,2
Mitt Romney,President,,Republican,Yalobusha,10
Tom Tancredo,President,,Republican,Yalobusha,0
Fred Thompson,President,,Republican,Yalobusha,4
Mike Huckabee,President,,Republican,Yazoo,62
John McCain,President,,Republican,Yazoo,658
Ron Paul,President,,Republican,Yazoo,28
Rudy Guiliani,President,,Republican,Yazoo,2
Duncan Hunter,President,,Republican,Yazoo,3
Alan Keyes,President,,Republican,Yazoo,2
Mitt Romney,President,,Republican,Yazoo,9
Tom Tancredo,President,,Republican,Yazoo,2
Fred Thompson,President,,Republican,Yazoo,12
Greg Davis,U.S. House,1.0,Republican,Alcorn,294
Greg Davis,U.S. House,1.0,Republican,Benton,58
Greg Davis,U.S. House,1.0,Republican,Calhoun,163
Greg Davis,U.S. House,1.0,Republican,Chickasaw,78
Greg Davis,U.S. House,1.0,Republican,Choctaw,105
Greg Davis,U.S. House,1.0,Republican,Clay,113
Greg Davis,U.S. House,1.0,Republican,DeSoto,8592
Greg Davis,U.S. House,1.0,Republican,Grenada,291
Greg Davis,U.S. House,1.0,Republican,Itawamba,222
Greg Davis,U.S. House,1.0,Republican,Lafayette,398
Greg Davis,U.S. House,1.0,Republican,Lee,868
Greg Davis,U.S. House,1.0,Republican,Lowndes,1006
Greg Davis,U.S. House,1.0,Republican,Marshall,504
Greg Davis,U.S. House,1.0,Republican,Monroe,336
Greg Davis,U.S. House,1.0,Republican,Panola,615
Greg Davis,U.S. House,1.0,Republican,Pontotoc,311
Greg Davis,U.S. House,1.0,Republican,Prentiss,148
Greg Davis,U.S. House,1.0,Republican,Tate,966
Greg Davis,U.S. House,1.0,Republican,Tippah,287
Greg Davis,U.S. House,1.0,Republican,Tishomingo,158
Greg Davis,U.S. House,1.0,Republican,Union,258
Greg Davis,U.S. House,1.0,Republican,Webster,184
Greg Davis,U.S. House,1.0,Republican,Winston,1
Greg Davis,U.S. House,1.0,Republican,Yalobusha,205
Glenn McCullough,U.S. House,1.0,Republican,Alcorn,613
Glenn McCullough,U.S. House,1.0,Republican,Benton,40
Glenn McCullough,U.S. House,1.0,Republican,Calhoun,378
Glenn McCullough,U.S. House,1.0,Republican,Chickasaw,385
Glenn McCullough,U.S. House,1.0,Republican,Choctaw,359
Glenn McCullough,U.S. House,1.0,Republican,Clay,670
Glenn McCullough,U.S. House,1.0,Republican,DeSoto,1856
Glenn McCullough,U.S. House,1.0,Republican,Grenada,374
Glenn McCullough,U.S. House,1.0,Republican,Itawamba,662
Glenn McCullough,U.S. House,1.0,Republican,Lafayette,482
Glenn McCullough,U.S. House,1.0,Republican,Lee,3696
Glenn McCullough,U.S. House,1.0,Republican,Lowndes,2138
Glenn McCullough,U.S. House,1.0,Republican,Marshall,288
Glenn McCullough,U.S. House,1.0,Republican,Monroe,922
Glenn McCullough,U.S. House,1.0,Republican,Panola,278
Glenn McCullough,U.S. House,1.0,Republican,Pontotoc,950
Glenn McCullough,U.S. House,1.0,Republican,Prentiss,427
Glenn McCullough,U.S. House,1.0,Republican,Tate,256
Glenn McCullough,U.S. House,1.0,Republican,Tippah,434
Glenn McCullough,U.S. House,1.0,Republican,Tishomingo,460
Glenn McCullough,U.S. House,1.0,Republican,Union,705
Glenn McCullough,U.S. House,1.0,Republican,Webster,469
Glenn McCullough,U.S. House,1.0,Republican,Winston,1
Glenn McCullough,U.S. House,1.0,Republican,Yalobusha,239
Randy Russell,U.S. House,1.0,Republican,Alcorn,282
Randy Russell,U.S. House,1.0,Republican,Benton,57
Randy Russell,U.S. House,1.0,Republican,Calhoun,277
Randy Russell,U.S. House,1.0,Republican,Chickasaw,198
Randy Russell,U.S. House,1.0,Republican,Choctaw,93
Randy Russell,U.S. House,1.0,Republican,Clay,147
Randy Russell,U.S. House,1.0,Republican,DeSoto,1656
Randy Russell,U.S. House,1.0,Republican,Grenada,310
Randy Russell,U.S. House,1.0,Republican,Itawamba,333
Randy Russell,U.S. House,1.0,Republican,Lafayette,1554
Randy Russell,U.S. House,1.0,Republican,Lee,973
Randy Russell,U.S. House,1.0,Republican,Lowndes,819
Randy Russell,U.S. House,1.0,Republican,Marshall,391
Randy Russell,U.S. House,1.0,Republican,Monroe,485
Randy Russell,U.S. House,1.0,Republican,Panola,341
Randy Russell,U.S. House,1.0,Republican,Pontotoc,636
Randy Russell,U.S. House,1.0,Republican,Prentiss,244
Randy Russell,U.S. House,1.0,Republican,Tate,336
Randy Russell,U.S. House,1.0,Republican,Tippah,310
Randy Russell,U.S. House,1.0,Republican,Tishomingo,203
Randy Russell,U.S. House,1.0,Republican,Union,560
Randy Russell,U.S. House,1.0,Republican,Webster,225
Randy Russell,U.S. House,1.0,Republican,Winston,1
Randy Russell,U.S. House,1.0,Republican,Yalobusha,257
James Broadwater,U.S. House,3.0,Republican,Adams,7
James Broadwater,U.S. House,3.0,Republican,Amite,16
James Broadwater,U.S. House,3.0,Republican,Covington,13
James Broadwater,U.S. House,3.0,Republican,Franklin,5
James Broadwater,U.S. House,3.0,Republican,Hinds,11
James Broadwater,U.S. House,3.0,Republican,Jasper,5
James Broadwater,U.S. House,3.0,Republican,Jefferson Davis,9
James Broadwater,U.S. House,3.0,Republican,Jones,4
James Broadwater,U.S. House,3.0,Republican,Kemper,7
James Broadwater,U.S. House,3.0,Republican,Lauderdale,23
James Broadwater,U.S. House,3.0,Republican,Lawrence,10
James Broadwater,U.S. House,3.0,Republican,Leake,5
James Broadwater,U.S. House,3.0,Republican,Lincoln,13
James Broadwater,U.S. House,3.0,Republican,Madison,37
James Broadwater,U.S. House,3.0,Republican,Marion,6
James Broadwater,U.S. House,3.0,Republican,Neshoba,11
James Broadwater,U.S. House,3.0,Republican,Newton,16
James Broadwater,U.S. House,3.0,Republican,Noxubee,10
James Broadwater,U.S. House,3.0,Republican,Oktibbeha,33
James Broadwater,U.S. House,3.0,Republican,Pike,18
James Broadwater,U.S. House,3.0,Republican,Rankin,98
James Broadwater,U.S. House,3.0,Republican,Scott,9
James Broadwater,U.S. House,3.0,Republican,Simpson,21
James Broadwater,U.S. House,3.0,Republican,Smith,11
James Broadwater,U.S. House,3.0,Republican,Walthall,6
James Broadwater,U.S. House,3.0,Republican,Webster,0
James Broadwater,U.S. House,3.0,Republican,Wilkinson,3
James Broadwater,U.S. House,3.0,Republican,Winston,17
Gregg Harper,U.S. House,3.0,Republican,Adams,105
Gregg Harper,U.S. House,3.0,Republican,Amite,334
Gregg Harper,U.S. House,3.0,Republican,Covington,122
Gregg Harper,U.S. House,3.0,Republican,Franklin,131
Gregg Harper,U.S. House,3.0,Republican,Hinds,1017
Gregg Harper,U.S. House,3.0,Republican,Jasper,48
Gregg Harper,U.S. House,3.0,Republican,Jefferson Davis,96
Gregg Harper,U.S. House,3.0,Republican,Jones,10
Gregg Harper,U.S. House,3.0,Republican,Kemper,176
Gregg Harper,U.S. House,3.0,Republican,Lauderdale,2377
Gregg Harper,U.S. House,3.0,Republican,Lawrence,332
Gregg Harper,U.S. House,3.0,Republican,Leake,157
Gregg Harper,U.S. House,3.0,Republican,Lincoln,462
Gregg Harper,U.S. House,3.0,Republican,Madison,1745
Gregg Harper,U.S. House,3.0,Republican,Marion,49
Gregg Harper,U.S. House,3.0,Republican,Neshoba,799
Gregg Harper,U.S. House,3.0,Republican,Newton,565
Gregg Harper,U.S. House,3.0,Republican,Noxubee,27
Gregg Harper,U.S. House,3.0,Republican,Oktibbeha,234
Gregg Harper,U.S. House,3.0,Republican,Pike,776
Gregg Harper,U.S. House,3.0,Republican,Rankin,7317
Gregg Harper,U.S. House,3.0,Republican,Scott,526
Gregg Harper,U.S. House,3.0,Republican,Simpson,511
Gregg Harper,U.S. House,3.0,Republican,Smith,233
Gregg Harper,U.S. House,3.0,Republican,Walthall,137
Gregg Harper,U.S. House,3.0,Republican,Webster,0
Gregg Harper,U.S. House,3.0,Republican,Wilkinson,23
Gregg Harper,U.S. House,3.0,Republican,Winston,583
Gregory W. Hatcher,U.S. House,3.0,Republican,Adams,15
Gregory W. Hatcher,U.S. House,3.0,Republican,Amite,19
Gregory W. Hatcher,U.S. House,3.0,Republican,Covington,24
Gregory W. Hatcher,U.S. House,3.0,Republican,Franklin,6
Gregory W. Hatcher,U.S. House,3.0,Republican,Hinds,20
Gregory W. Hatcher,U.S. House,3.0,Republican,Jasper,7
Gregory W. Hatcher,U.S. House,3.0,Republican,Jefferson Davis,6
Gregory W. Hatcher,U.S. House,3.0,Republican,Jones,1
Gregory W. Hatcher,U.S. House,3.0,Republican,Kemper,13
Gregory W. Hatcher,U.S. House,3.0,Republican,Lauderdale,196
Gregory W. Hatcher,U.S. House,3.0,Republican,Lawrence,16
Gregory W. Hatcher,U.S. House,3.0,Republican,Leake,9
Gregory W. Hatcher,U.S. House,3.0,Republican,Lincoln,25
Gregory W. Hatcher,U.S. House,3.0,Republican,Madison,26
Gregory W. Hatcher,U.S. House,3.0,Republican,Marion,9
Gregory W. Hatcher,U.S. House,3.0,Republican,Neshoba,29
Gregory W. Hatcher,U.S. House,3.0,Republican,Newton,13
Gregory W. Hatcher,U.S. House,3.0,Republican,Noxubee,19
Gregory W. Hatcher,U.S. House,3.0,Republican,Oktibbeha,41
Gregory W. Hatcher,U.S. House,3.0,Republican,Pike,28
Gregory W. Hatcher,U.S. House,3.0,Republican,Rankin,124
Gregory W. Hatcher,U.S. House,3.0,Republican,Scott,25
Gregory W. Hatcher,U.S. House,3.0,Republican,Simpson,10
Gregory W. Hatcher,U.S. House,3.0,Republican,Smith,12
Gregory W. Hatcher,U.S. House,3.0,Republican,Walthall,12
Gregory W. Hatcher,U.S. House,3.0,Republican,Webster,4
Gregory W. Hatcher,U.S. House,3.0,Republican,Wilkinson,2
Gregory W. Hatcher,U.S. House,3.0,Republican,Winston,37
David Landrum,U.S. House,3.0,Republican,Adams,477
David Landrum,U.S. House,3.0,Republican,Amite,291
David Landrum,U.S. House,3.0,Republican,Covington,283
David Landrum,U.S. House,3.0,Republican,Franklin,320
David Landrum,U.S. House,3.0,Republican,Hinds,1000
David Landrum,U.S. House,3.0,Republican,Jasper,63
David Landrum,U.S. House,3.0,Republican,Jefferson Davis,292
David Landrum,U.S. House,3.0,Republican,Jones,52
David Landrum,U.S. House,3.0,Republican,Kemper,149
David Landrum,U.S. House,3.0,Republican,Lauderdale,1691
David Landrum,U.S. House,3.0,Republican,Lawrence,255
David Landrum,U.S. House,3.0,Republican,Leake,166
David Landrum,U.S. House,3.0,Republican,Lincoln,898
David Landrum,U.S. House,3.0,Republican,Madison,2710
David Landrum,U.S. House,3.0,Republican,Marion,151
David Landrum,U.S. House,3.0,Republican,Neshoba,457
David Landrum,U.S. House,3.0,Republican,Newton,516
David Landrum,U.S. House,3.0,Republican,Noxubee,42
David Landrum,U.S. House,3.0,Republican,Oktibbeha,232
David Landrum,U.S. House,3.0,Republican,Pike,719
David Landrum,U.S. House,3.0,Republican,Rankin,4188
David Landrum,U.S. House,3.0,Republican,Scott,439
David Landrum,U.S. House,3.0,Republican,Simpson,766
David Landrum,U.S. House,3.0,Republican,Smith,538
David Landrum,U.S. House,3.0,Republican,Walthall,227
David Landrum,U.S. House,3.0,Republican,Webster,3
David Landrum,U.S. House,3.0,Republican,Wilkinson,39
David Landrum,U.S. House,3.0,Republican,Winston,118
William 'Bill' Marcy,U.S. House,3.0,Republican,Adams,5
William 'Bill' Marcy,U.S. House,3.0,Republican,Amite,10
William 'Bill' Marcy,U.S. House,3.0,Republican,Covington,7
William 'Bill' Marcy,U.S. House,3.0,Republican,Franklin,2
William 'Bill' Marcy,U.S. House,3.0,Republican,Hinds,6
William 'Bill' Marcy,U.S. House,3.0,Republican,Jasper,8
William 'Bill' Marcy,U.S. House,3.0,Republican,Jefferson Davis,1
William 'Bill' Marcy,U.S. House,3.0,Republican,Jones,1
William 'Bill' Marcy,U.S. House,3.0,Republican,Kemper,8
William 'Bill' Marcy,U.S. House,3.0,Republican,Lauderdale,79
William 'Bill' Marcy,U.S. House,3.0,Republican,Lawrence,9
William 'Bill' Marcy,U.S. House,3.0,Republican,Leake,4
William 'Bill' Marcy,U.S. House,3.0,Republican,Lincoln,11
William 'Bill' Marcy,U.S. House,3.0,Republican,Madison,18
William 'Bill' Marcy,U.S. House,3.0,Republican,Marion,3
William 'Bill' Marcy,U.S. House,3.0,Republican,Neshoba,16
William 'Bill' Marcy,U.S. House,3.0,Republican,Newton,12
William 'Bill' Marcy,U.S. House,3.0,Republican,Noxubee,28
William 'Bill' Marcy,U.S. House,3.0,Republican,Oktibbeha,21
William 'Bill' Marcy,U.S. House,3.0,Republican,Pike,10
William 'Bill' Marcy,U.S. House,3.0,Republican,Rankin,32
William 'Bill' Marcy,U.S. House,3.0,Republican,Scott,12
William 'Bill' Marcy,U.S. House,3.0,Republican,Simpson,15
William 'Bill' Marcy,U.S. House,3.0,Republican,Smith,5
William 'Bill' Marcy,U.S. House,3.0,Republican,Walthall,14
William 'Bill' Marcy,U.S. House,3.0,Republican,Webster,0
William 'Bill' Marcy,U.S. House,3.0,Republican,Wilkinson,1
William 'Bill' Marcy,U.S. House,3.0,Republican,Winston,6
Charlie Ross,U.S. House,3.0,Republican,Adams,581
Charlie Ross,U.S. House,3.0,Republican,Amite,229
Charlie Ross,U.S. House,3.0,Republican,Covington,250
Charlie Ross,U.S. House,3.0,Republican,Franklin,133
Charlie Ross,U.S. House,3.0,Republican,Hinds,2211
Charlie Ross,U.S. House,3.0,Republican,Jasper,93
Charlie Ross,U.S. House,3.0,Republican,Jefferson Davis,153
Charlie Ross,U.S. House,3.0,Republican,Jones,53
Charlie Ross,U.S. House,3.0,Republican,Kemper,199
Charlie Ross,U.S. House,3.0,Republican,Lauderdale,2267
Charlie Ross,U.S. House,3.0,Republican,Lawrence,226
Charlie Ross,U.S. House,3.0,Republican,Leake,213
Charlie Ross,U.S. House,3.0,Republican,Lincoln,771
Charlie Ross,U.S. House,3.0,Republican,Madison,3220
Charlie Ross,U.S. House,3.0,Republican,Marion,173
Charlie Ross,U.S. House,3.0,Republican,Neshoba,635
Charlie Ross,U.S. House,3.0,Republican,Newton,544
Charlie Ross,U.S. House,3.0,Republican,Noxubee,84
Charlie Ross,U.S. House,3.0,Republican,Oktibbeha,805
Charlie Ross,U.S. House,3.0,Republican,Pike,544
Charlie Ross,U.S. House,3.0,Republican,Rankin,6479
Charlie Ross,U.S. House,3.0,Republican,Scott,460
Charlie Ross,U.S. House,3.0,Republican,Simpson,819
Charlie Ross,U.S. House,3.0,Republican,Smith,375
Charlie Ross,U.S. House,3.0,Republican,Walthall,209
Charlie Ross,U.S. House,3.0,Republican,Webster,34
Charlie Ross,U.S. House,3.0,Republican,Wilkinson,123
Charlie Ross,U.S. House,3.0,Republican,Winston,371
John Rounsaville,U.S. House,3.0,Republican,Adams,130
John Rounsaville,U.S. House,3.0,Republican,Amite,89
John Rounsaville,U.S. House,3.0,Republican,Covington,81
John Rounsaville,U.S. House,3.0,Republican,Franklin,47
John Rounsaville,U.S. House,3.0,Republican,Hinds,503
John Rounsaville,U.S. House,3.0,Republican,Jasper,22
John Rounsaville,U.S. House,3.0,Republican,Jefferson Davis,49
John Rounsaville,U.S. House,3.0,Republican,Jones,13
John Rounsaville,U.S. House,3.0,Republican,Kemper,99
John Rounsaville,U.S. House,3.0,Republican,Lauderdale,1009
John Rounsaville,U.S. House,3.0,Republican,Lawrence,42
John Rounsaville,U.S. House,3.0,Republican,Leake,41
John Rounsaville,U.S. House,3.0,Republican,Lincoln,200
John Rounsaville,U.S. House,3.0,Republican,Madison,1011
John Rounsaville,U.S. House,3.0,Republican,Marion,19
John Rounsaville,U.S. House,3.0,Republican,Neshoba,336
John Rounsaville,U.S. House,3.0,Republican,Newton,456
John Rounsaville,U.S. House,3.0,Republican,Noxubee,114
John Rounsaville,U.S. House,3.0,Republican,Oktibbeha,932
John Rounsaville,U.S. House,3.0,Republican,Pike,158
John Rounsaville,U.S. House,3.0,Republican,Rankin,897
John Rounsaville,U.S. House,3.0,Republican,Scott,145
John Rounsaville,U.S. House,3.0,Republican,Simpson,116
John Rounsaville,U.S. House,3.0,Republican,Smith,89
John Rounsaville,U.S. House,3.0,Republican,Walthall,118
John Rounsaville,U.S. House,3.0,Republican,Webster,2
John Rounsaville,U.S. House,3.0,Republican,Wilkinson,31
John Rounsaville,U.S. House,3.0,Republican,Winston,200
