candidate,office,district,party,county,votes
Joel Gill,U.S. House,3,Democrat,Lawrence,1300
Joel Gill,U.S. House,3,Democrat,Leake,704
Gene Taylor,U.S. House,4,Democrat,Greene,1697
Gene Taylor,U.S. House,4,Democrat,Hancock,4070
Gene Taylor,U.S. House,4,Democrat,Harrison,17438
Gene Taylor,U.S. House,4,Democrat,Jackson,13836
Gene Taylor,U.S. House,4,Democrat,Jasper,2383
Gene Taylor,U.S. House,4,Democrat,Jones,8910
Gene Taylor,U.S. House,4,Democrat,Lamar,4716
Joseph Biden,President,,Democrat,Lee,24
Joseph Biden,President,,Democrat,Leflore,24
Joseph Biden,President,,Democrat,Lincoln,28
Joseph Biden,President,,Democrat,Lowndes,35
Joseph Biden,President,,Democrat,Madison,33
Joseph Biden,President,,Democrat,Marion,16
Joseph Biden,President,,Democrat,Marshall,52
Joseph Biden,President,,Democrat,Monroe,30
Joseph Biden,President,,Democrat,Montgomery,12
Joseph Biden,President,,Democrat,Neshoba,18
Joseph Biden,President,,Democrat,Newton,8
Joseph Biden,President,,Democrat,Noxubee,19
Joseph Biden,President,,Democrat,Oktibbeha,32
Joseph Biden,President,,Democrat,Panola,41
Joseph Biden,President,,Democrat,Pearl River,21
Joseph Biden,President,,Democrat,Perry,8
Joseph Biden,President,,Democrat,Pike,34
Joseph Biden,President,,Democrat,Pontotoc,14
Joseph Biden,President,,Democrat,Prentiss,51
Joseph Biden,President,,Democrat,Quitman,24
Hillary Rodham Clinton,President,,Democrat,Lee,6247
Hillary Rodham Clinton,President,,Democrat,Leflore,863
Hillary Rodham Clinton,President,,Democrat,Lincoln,1883
Hillary Rodham Clinton,President,,Democrat,Lowndes,2050
Hillary Rodham Clinton,President,,Democrat,Madison,3004
Hillary Rodham Clinton,President,,Democrat,Marion,1801
Hillary Rodham Clinton,President,,Democrat,Marshall,2345
Hillary Rodham Clinton,President,,Democrat,Monroe,3285
Hillary Rodham Clinton,President,,Democrat,Montgomery,828
Hillary Rodham Clinton,President,,Democrat,Neshoba,1299
Hillary Rodham Clinton,President,,Democrat,Newton,987
Hillary Rodham Clinton,President,,Democrat,Noxubee,347
Hillary Rodham Clinton,President,,Democrat,Oktibbeha,1602
Hillary Rodham Clinton,President,,Democrat,Panola,2087
Hillary Rodham Clinton,President,,Democrat,Pearl River,2837
Hillary Rodham Clinton,President,,Democrat,Perry,1101
Hillary Rodham Clinton,President,,Democrat,Pike,2003
Hillary Rodham Clinton,President,,Democrat,Pontotoc,2388
Hillary Rodham Clinton,President,,Democrat,Prentiss,3709
Hillary Rodham Clinton,President,,Democrat,Quitman,637
Chris Dodd,President,,Democrat,Lee,13
Chris Dodd,President,,Democrat,Leflore,5
Chris Dodd,President,,Democrat,Lincoln,15
Chris Dodd,President,,Democrat,Lowndes,12
Chris Dodd,President,,Democrat,Madison,7
Chris Dodd,President,,Democrat,Marion,9
Chris Dodd,President,,Democrat,Marshall,8
Chris Dodd,President,,Democrat,Monroe,24
Chris Dodd,President,,Democrat,Montgomery,9
Chris Dodd,President,,Democrat,Neshoba,12
Chris Dodd,President,,Democrat,Newton,7
Chris Dodd,President,,Democrat,Noxubee,23
Chris Dodd,President,,Democrat,Oktibbeha,7
Chris Dodd,President,,Democrat,Panola,15
Chris Dodd,President,,Democrat,Pearl River,9
Chris Dodd,President,,Democrat,Perry,8
Chris Dodd,President,,Democrat,Pike,10
Chris Dodd,President,,Democrat,Pontotoc,10
Chris Dodd,President,,Democrat,Prentiss,27
Chris Dodd,President,,Democrat,Quitman,5
John Edwards,President,,Democrat,Lee,167
John Edwards,President,,Democrat,Leflore,11
John Edwards,President,,Democrat,Lincoln,61
John Edwards,President,,Democrat,Lowndes,33
John Edwards,President,,Democrat,Madison,42
John Edwards,President,,Democrat,Marion,51
John Edwards,President,,Democrat,Marshall,49
John Edwards,President,,Democrat,Monroe,129
John Edwards,President,,Democrat,Montgomery,25
John Edwards,President,,Democrat,Neshoba,46
John Edwards,President,,Democrat,Newton,24
John Edwards,President,,Democrat,Noxubee,38
John Edwards,President,,Democrat,Oktibbeha,32
John Edwards,President,,Democrat,Panola,54
John Edwards,President,,Democrat,Pearl River,39
John Edwards,President,,Democrat,Perry,36
John Edwards,President,,Democrat,Pike,59
John Edwards,President,,Democrat,Pontotoc,75
John Edwards,President,,Democrat,Prentiss,213
John Edwards,President,,Democrat,Quitman,35
Mike Gravel,President,,Democrat,Lee,12
Mike Gravel,President,,Democrat,Leflore,7
Mike Gravel,President,,Democrat,Lincoln,8
Mike Gravel,President,,Democrat,Lowndes,5
Mike Gravel,President,,Democrat,Madison,8
Mike Gravel,President,,Democrat,Marion,4
Mike Gravel,President,,Democrat,Marshall,7
Mike Gravel,President,,Democrat,Monroe,10
Mike Gravel,President,,Democrat,Montgomery,11
Mike Gravel,President,,Democrat,Neshoba,14
Mike Gravel,President,,Democrat,Newton,1
Mike Gravel,President,,Democrat,Noxubee,33
Mike Gravel,President,,Democrat,Oktibbeha,5
Mike Gravel,President,,Democrat,Panola,13
Mike Gravel,President,,Democrat,Pearl River,5
Mike Gravel,President,,Democrat,Perry,7
Mike Gravel,President,,Democrat,Pike,9
Mike Gravel,President,,Democrat,Pontotoc,8
Mike Gravel,President,,Democrat,Prentiss,13
Mike Gravel,President,,Democrat,Quitman,6
Dennis Kucinich,President,,Democrat,Lee,4
Dennis Kucinich,President,,Democrat,Leflore,14
Dennis Kucinich,President,,Democrat,Lincoln,15
Dennis Kucinich,President,,Democrat,Lowndes,18
Dennis Kucinich,President,,Democrat,Madison,22
Dennis Kucinich,President,,Democrat,Marion,11
Dennis Kucinich,President,,Democrat,Marshall,16
Dennis Kucinich,President,,Democrat,Monroe,18
Dennis Kucinich,President,,Democrat,Montgomery,4
Dennis Kucinich,President,,Democrat,Neshoba,7
Dennis Kucinich,President,,Democrat,Newton,3
Dennis Kucinich,President,,Democrat,Noxubee,39
Dennis Kucinich,President,,Democrat,Oktibbeha,12
Dennis Kucinich,President,,Democrat,Panola,35
Dennis Kucinich,President,,Democrat,Pearl River,8
Dennis Kucinich,President,,Democrat,Perry,1
Dennis Kucinich,President,,Democrat,Pike,22
Dennis Kucinich,President,,Democrat,Pontotoc,7
Dennis Kucinich,President,,Democrat,Prentiss,17
Dennis Kucinich,President,,Democrat,Quitman,11
Barack Obama,President,,Democrat,Lee,5184
Barack Obama,President,,Democrat,Leflore,3659
Barack Obama,President,,Democrat,Lincoln,2856
Barack Obama,President,,Democrat,Lowndes,6978
Barack Obama,President,,Democrat,Madison,10261
Barack Obama,President,,Democrat,Marion,2261
Barack Obama,President,,Democrat,Marshall,3765
Barack Obama,President,,Democrat,Monroe,3535
Barack Obama,President,,Democrat,Montgomery,1461
Barack Obama,President,,Democrat,Neshoba,1456
Barack Obama,President,,Democrat,Newton,1718
Barack Obama,President,,Democrat,Noxubee,2346
Barack Obama,President,,Democrat,Oktibbeha,4530
Barack Obama,President,,Democrat,Panola,3566
Barack Obama,President,,Democrat,Pearl River,1589
Barack Obama,President,,Democrat,Perry,771
Barack Obama,President,,Democrat,Pike,4777
Barack Obama,President,,Democrat,Pontotoc,1227
Barack Obama,President,,Democrat,Prentiss,943
Barack Obama,President,,Democrat,Quitman,1335
Bill Richardson,President,,Democrat,Lee,28
Bill Richardson,President,,Democrat,Leflore,18
Bill Richardson,President,,Democrat,Lincoln,14
Bill Richardson,President,,Democrat,Lowndes,15
Bill Richardson,President,,Democrat,Madison,30
Bill Richardson,President,,Democrat,Marion,15
Bill Richardson,President,,Democrat,Marshall,24
Bill Richardson,President,,Democrat,Monroe,30
Bill Richardson,President,,Democrat,Montgomery,12
Bill Richardson,President,,Democrat,Neshoba,14
Bill Richardson,President,,Democrat,Newton,13
Bill Richardson,President,,Democrat,Noxubee,45
Bill Richardson,President,,Democrat,Oktibbeha,15
Bill Richardson,President,,Democrat,Panola,19
Bill Richardson,President,,Democrat,Pearl River,7
Bill Richardson,President,,Democrat,Perry,5
Bill Richardson,President,,Democrat,Pike,26
Bill Richardson,President,,Democrat,Pontotoc,12
Bill Richardson,President,,Democrat,Prentiss,60
Bill Richardson,President,,Democrat,Quitman,19
Undecided,President,,Democrat,Lee,0
Undecided,President,,Democrat,Leflore,0
Undecided,President,,Democrat,Lincoln,0
Undecided,President,,Democrat,Lowndes,0
Undecided,President,,Democrat,Madison,0
Undecided,President,,Democrat,Marion,0
Undecided,President,,Democrat,Marshall,0
Undecided,President,,Democrat,Monroe,0
Undecided,President,,Democrat,Montgomery,0
Undecided,President,,Democrat,Neshoba,0
Undecided,President,,Democrat,Newton,0
Undecided,President,,Democrat,Noxubee,0
Undecided,President,,Democrat,Oktibbeha,0
Undecided,President,,Democrat,Panola,0
Undecided,President,,Democrat,Pearl River,0
Undecided,President,,Democrat,Perry,0
Undecided,President,,Democrat,Pike,0
Undecided,President,,Democrat,Pontotoc,6
Undecided,President,,Democrat,Prentiss,0
Undecided,President,,Democrat,Quitman,0
Erik Fleming,U.S. Senate,,Democrat,Lee,6209
Erik Fleming,U.S. Senate,,Democrat,Leflore,1892
Erik Fleming,U.S. Senate,,Democrat,Lincoln,2757
Erik Fleming,U.S. Senate,,Democrat,Lowndes,4585
Erik Fleming,U.S. Senate,,Democrat,Madison,8573
Erik Fleming,U.S. Senate,,Democrat,Marion,1942
Erik Fleming,U.S. Senate,,Democrat,Marshall,2945
Erik Fleming,U.S. Senate,,Democrat,Monroe,3889
Erik Fleming,U.S. Senate,,Democrat,Montgomery,1444
Erik Fleming,U.S. Senate,,Democrat,Neshoba,1484
Erik Fleming,U.S. Senate,,Democrat,Newton,1512
Erik Fleming,U.S. Senate,,Democrat,Noxubee,1211
Erik Fleming,U.S. Senate,,Democrat,Oktibbeha,3393
Erik Fleming,U.S. Senate,,Democrat,Panola,3125
Erik Fleming,U.S. Senate,,Democrat,Pearl River,1988
Erik Fleming,U.S. Senate,,Democrat,Perry,807
Erik Fleming,U.S. Senate,,Democrat,Pike,3999
Erik Fleming,U.S. Senate,,Democrat,Pontotoc,1986
Erik Fleming,U.S. Senate,,Democrat,Prentiss,2616
Erik Fleming,U.S. Senate,,Democrat,Quitman,1102
Shawn O'Hara,U.S. Senate,,Democrat,Lee,3108
Shawn O'Hara,U.S. Senate,,Democrat,Leflore,1095
Shawn O'Hara,U.S. Senate,,Democrat,Lincoln,1612
Shawn O'Hara,U.S. Senate,,Democrat,Lowndes,2662
Shawn O'Hara,U.S. Senate,,Democrat,Madison,2533
Shawn O'Hara,U.S. Senate,,Democrat,Marion,1726
Shawn O'Hara,U.S. Senate,,Democrat,Marshall,1796
Shawn O'Hara,U.S. Senate,,Democrat,Monroe,2137
Shawn O'Hara,U.S. Senate,,Democrat,Montgomery,657
Shawn O'Hara,U.S. Senate,,Democrat,Neshoba,975
Shawn O'Hara,U.S. Senate,,Democrat,Newton,852
Shawn O'Hara,U.S. Senate,,Democrat,Noxubee,726
Shawn O'Hara,U.S. Senate,,Democrat,Oktibbeha,1661
Shawn O'Hara,U.S. Senate,,Democrat,Panola,1624
Shawn O'Hara,U.S. Senate,,Democrat,Pearl River,1553
Shawn O'Hara,U.S. Senate,,Democrat,Perry,832
Shawn O'Hara,U.S. Senate,,Democrat,Pike,2109
Shawn O'Hara,U.S. Senate,,Democrat,Pontotoc,1049
Shawn O'Hara,U.S. Senate,,Democrat,Prentiss,1260
Shawn O'Hara,U.S. Senate,,Democrat,Quitman,525
Travis Childers,U.S. House,1,Democrat,Lee,2086
Travis Childers,U.S. House,1,Democrat,Lowndes,4307
Travis Childers,U.S. House,1,Democrat,Marshall,2345
Travis Childers,U.S. House,1,Democrat,Monroe,2538
Travis Childers,U.S. House,1,Democrat,Panola,1644
Travis Childers,U.S. House,1,Democrat,Pontotoc,1172
Travis Childers,U.S. House,1,Democrat,Prentiss,4534
Marshall Coleman,U.S. House,1,Democrat,Lee,504
Marshall Coleman,U.S. House,1,Democrat,Lowndes,909
Marshall Coleman,U.S. House,1,Democrat,Marshall,1093
Marshall Coleman,U.S. House,1,Democrat,Monroe,567
Marshall Coleman,U.S. House,1,Democrat,Panola,1477
Marshall Coleman,U.S. House,1,Democrat,Pontotoc,239
Marshall Coleman,U.S. House,1,Democrat,Prentiss,84
Steve Holland,U.S. House,1,Democrat,Lee,7237
Steve Holland,U.S. House,1,Democrat,Lowndes,1955
Steve Holland,U.S. House,1,Democrat,Marshall,670
Steve Holland,U.S. House,1,Democrat,Monroe,2907
Steve Holland,U.S. House,1,Democrat,Panola,820
Steve Holland,U.S. House,1,Democrat,Pontotoc,1744
Steve Holland,U.S. House,1,Democrat,Prentiss,543
"James ""Ken"" Hurt",U.S. House,1,Democrat,Lee,102
"James ""Ken"" Hurt",U.S. House,1,Democrat,Lowndes,325
"James ""Ken"" Hurt",U.S. House,1,Democrat,Marshall,384
"James ""Ken"" Hurt",U.S. House,1,Democrat,Monroe,160
"James ""Ken"" Hurt",U.S. House,1,Democrat,Panola,444
"James ""Ken"" Hurt",U.S. House,1,Democrat,Pontotoc,59
"James ""Ken"" Hurt",U.S. House,1,Democrat,Prentiss,32
Brian Neely,U.S. House,1,Democrat,Lee,1613
Brian Neely,U.S. House,1,Democrat,Lowndes,453
Brian Neely,U.S. House,1,Democrat,Marshall,614
Brian Neely,U.S. House,1,Democrat,Monroe,600
Brian Neely,U.S. House,1,Democrat,Panola,568
Brian Neely,U.S. House,1,Democrat,Pontotoc,395
Brian Neely,U.S. House,1,Democrat,Prentiss,96
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Leflore,388
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Madison,558
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Montgomery,483
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Quitman,421
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,3929
Bennie G. Thompson,U.S. House,2,Democrat,Madison,6514
Bennie G. Thompson,U.S. House,2,Democrat,Montgomery,1781
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,1504
Randy Eads,U.S. House,3,Democrat,Lincoln,1727
Randy Eads,U.S. House,3,Democrat,Madison,2242
Randy Eads,U.S. House,3,Democrat,Marion,595
Randy Eads,U.S. House,3,Democrat,Neshoba,1081
Randy Eads,U.S. House,3,Democrat,Newton,1080
Randy Eads,U.S. House,3,Democrat,Noxubee,842
Randy Eads,U.S. House,3,Democrat,Oktibbeha,2463
Randy Eads,U.S. House,3,Democrat,Pike,2366
Joel Gill,U.S. House,3,Democrat,Lincoln,2608
Joel Gill,U.S. House,3,Democrat,Madison,2216
Joel Gill,U.S. House,3,Democrat,Marion,774
Joel Gill,U.S. House,3,Democrat,Neshoba,1371
Joel Gill,U.S. House,3,Democrat,Newton,1242
Joel Gill,U.S. House,3,Democrat,Noxubee,954
Joel Gill,U.S. House,3,Democrat,Oktibbeha,2508
Joel Gill,U.S. House,3,Democrat,Pike,3524
Gene Taylor,U.S. House,4,Democrat,Marion,2356
Gene Taylor,U.S. House,4,Democrat,Pearl River,3994
Gene Taylor,U.S. House,4,Democrat,Perry,1716
Joseph Biden,President,,Democrat,Rankin,38
Joseph Biden,President,,Democrat,Scott,28
Joseph Biden,President,,Democrat,Sharkey,2
Joseph Biden,President,,Democrat,Simpson,14
Joseph Biden,President,,Democrat,Smith,14
Joseph Biden,President,,Democrat,Stone,11
Joseph Biden,President,,Democrat,Sunflower,22
Joseph Biden,President,,Democrat,Tallahatchie,26
Joseph Biden,President,,Democrat,Tate,20
Joseph Biden,President,,Democrat,Tippah,16
Joseph Biden,President,,Democrat,Tishomingo,17
Joseph Biden,President,,Democrat,Tunica,13
Joseph Biden,President,,Democrat,Union,19
Joseph Biden,President,,Democrat,Walthall,17
Joseph Biden,President,,Democrat,Warren,14
Joseph Biden,President,,Democrat,Washington,13
Joseph Biden,President,,Democrat,Wayne,28
Joseph Biden,President,,Democrat,Webster,5
Joseph Biden,President,,Democrat,Wilkinson,21
Joseph Biden,President,,Democrat,Winston,18
Hillary Rodham Clinton,President,,Democrat,Rankin,4012
Hillary Rodham Clinton,President,,Democrat,Scott,1383
Hillary Rodham Clinton,President,,Democrat,Sharkey,321
Hillary Rodham Clinton,President,,Democrat,Simpson,1429
Hillary Rodham Clinton,President,,Democrat,Smith,1219
Hillary Rodham Clinton,President,,Democrat,Stone,1301
Hillary Rodham Clinton,President,,Democrat,Sunflower,1321
Hillary Rodham Clinton,President,,Democrat,Tallahatchie,992
Hillary Rodham Clinton,President,,Democrat,Tate,1712
Hillary Rodham Clinton,President,,Democrat,Tippah,2335
Hillary Rodham Clinton,President,,Democrat,Tishomingo,2493
Hillary Rodham Clinton,President,,Democrat,Tunica,451
Hillary Rodham Clinton,President,,Democrat,Union,2570
Hillary Rodham Clinton,President,,Democrat,Walthall,922
Hillary Rodham Clinton,President,,Democrat,Warren,2200
Hillary Rodham Clinton,President,,Democrat,Washington,1522
Hillary Rodham Clinton,President,,Democrat,Wayne,1821
Hillary Rodham Clinton,President,,Democrat,Webster,1030
Hillary Rodham Clinton,President,,Democrat,Wilkinson,368
Hillary Rodham Clinton,President,,Democrat,Winston,1187
Chris Dodd,President,,Democrat,Rankin,11
Chris Dodd,President,,Democrat,Scott,7
Chris Dodd,President,,Democrat,Sharkey,3
Chris Dodd,President,,Democrat,Simpson,6
Chris Dodd,President,,Democrat,Smith,3
Chris Dodd,President,,Democrat,Stone,6
Chris Dodd,President,,Democrat,Sunflower,8
Chris Dodd,President,,Democrat,Tallahatchie,13
Chris Dodd,President,,Democrat,Tate,6
Chris Dodd,President,,Democrat,Tippah,11
Chris Dodd,President,,Democrat,Tishomingo,7
Chris Dodd,President,,Democrat,Tunica,2
Chris Dodd,President,,Democrat,Union,5
Chris Dodd,President,,Democrat,Walthall,10
Chris Dodd,President,,Democrat,Warren,6
Chris Dodd,President,,Democrat,Washington,8
Chris Dodd,President,,Democrat,Wayne,6
Chris Dodd,President,,Democrat,Webster,9
Chris Dodd,President,,Democrat,Wilkinson,4
Chris Dodd,President,,Democrat,Winston,8
John Edwards,President,,Democrat,Rankin,50
John Edwards,President,,Democrat,Scott,49
John Edwards,President,,Democrat,Sharkey,6
John Edwards,President,,Democrat,Simpson,43
John Edwards,President,,Democrat,Smith,38
John Edwards,President,,Democrat,Stone,33
John Edwards,President,,Democrat,Sunflower,28
John Edwards,President,,Democrat,Tallahatchie,41
John Edwards,President,,Democrat,Tate,39
John Edwards,President,,Democrat,Tippah,60
John Edwards,President,,Democrat,Tishomingo,90
John Edwards,President,,Democrat,Tunica,17
John Edwards,President,,Democrat,Union,72
John Edwards,President,,Democrat,Walthall,27
John Edwards,President,,Democrat,Warren,51
John Edwards,President,,Democrat,Washington,26
John Edwards,President,,Democrat,Wayne,65
John Edwards,President,,Democrat,Webster,28
John Edwards,President,,Democrat,Wilkinson,18
John Edwards,President,,Democrat,Winston,39
Mike Gravel,President,,Democrat,Rankin,10
Mike Gravel,President,,Democrat,Scott,10
Mike Gravel,President,,Democrat,Sharkey,4
Mike Gravel,President,,Democrat,Simpson,7
Mike Gravel,President,,Democrat,Smith,4
Mike Gravel,President,,Democrat,Stone,4
Mike Gravel,President,,Democrat,Sunflower,5
Mike Gravel,President,,Democrat,Tallahatchie,8
Mike Gravel,President,,Democrat,Tate,1
Mike Gravel,President,,Democrat,Tippah,9
Mike Gravel,President,,Democrat,Tishomingo,3
Mike Gravel,President,,Democrat,Tunica,2
Mike Gravel,President,,Democrat,Union,3
Mike Gravel,President,,Democrat,Walthall,12
Mike Gravel,President,,Democrat,Warren,11
Mike Gravel,President,,Democrat,Washington,7
Mike Gravel,President,,Democrat,Wayne,7
Mike Gravel,President,,Democrat,Webster,8
Mike Gravel,President,,Democrat,Wilkinson,9
Mike Gravel,President,,Democrat,Winston,4
Dennis Kucinich,President,,Democrat,Rankin,4
Dennis Kucinich,President,,Democrat,Scott,12
Dennis Kucinich,President,,Democrat,Sharkey,3
Dennis Kucinich,President,,Democrat,Simpson,11
Dennis Kucinich,President,,Democrat,Smith,5
Dennis Kucinich,President,,Democrat,Stone,1
Dennis Kucinich,President,,Democrat,Sunflower,14
Dennis Kucinich,President,,Democrat,Tallahatchie,15
Dennis Kucinich,President,,Democrat,Tate,10
Dennis Kucinich,President,,Democrat,Tippah,6
Dennis Kucinich,President,,Democrat,Tishomingo,4
Dennis Kucinich,President,,Democrat,Tunica,1
Dennis Kucinich,President,,Democrat,Union,4
Dennis Kucinich,President,,Democrat,Walthall,11
Dennis Kucinich,President,,Democrat,Warren,9
Dennis Kucinich,President,,Democrat,Washington,14
Dennis Kucinich,President,,Democrat,Wayne,12
Dennis Kucinich,President,,Democrat,Webster,5
Dennis Kucinich,President,,Democrat,Wilkinson,10
Dennis Kucinich,President,,Democrat,Winston,12
Barack Obama,President,,Democrat,Rankin,6585
Barack Obama,President,,Democrat,Scott,2497
Barack Obama,President,,Democrat,Sharkey,946
Barack Obama,President,,Democrat,Simpson,2507
Barack Obama,President,,Democrat,Smith,988
Barack Obama,President,,Democrat,Stone,895
Barack Obama,President,,Democrat,Sunflower,3548
Barack Obama,President,,Democrat,Tallahatchie,1901
Barack Obama,President,,Democrat,Tate,1896
Barack Obama,President,,Democrat,Tippah,863
Barack Obama,President,,Democrat,Tishomingo,395
Barack Obama,President,,Democrat,Tunica,1007
Barack Obama,President,,Democrat,Union,980
Barack Obama,President,,Democrat,Walthall,1655
Barack Obama,President,,Democrat,Warren,5427
Barack Obama,President,,Democrat,Washington,6213
Barack Obama,President,,Democrat,Wayne,2065
Barack Obama,President,,Democrat,Webster,626
Barack Obama,President,,Democrat,Wilkinson,1707
Barack Obama,President,,Democrat,Winston,2404
Bill Richardson,President,,Democrat,Rankin,27
Bill Richardson,President,,Democrat,Scott,21
Bill Richardson,President,,Democrat,Sharkey,7
Bill Richardson,President,,Democrat,Simpson,11
Bill Richardson,President,,Democrat,Smith,9
Bill Richardson,President,,Democrat,Stone,7
Bill Richardson,President,,Democrat,Sunflower,32
Bill Richardson,President,,Democrat,Tallahatchie,16
Bill Richardson,President,,Democrat,Tate,10
Bill Richardson,President,,Democrat,Tippah,22
Bill Richardson,President,,Democrat,Tishomingo,15
Bill Richardson,President,,Democrat,Tunica,12
Bill Richardson,President,,Democrat,Union,16
Bill Richardson,President,,Democrat,Walthall,15
Bill Richardson,President,,Democrat,Warren,13
Bill Richardson,President,,Democrat,Washington,13
Bill Richardson,President,,Democrat,Wayne,19
Bill Richardson,President,,Democrat,Webster,4
Bill Richardson,President,,Democrat,Wilkinson,11
Bill Richardson,President,,Democrat,Winston,16
Undecided,President,,Democrat,Rankin,0
Undecided,President,,Democrat,Scott,0
Undecided,President,,Democrat,Sharkey,0
Undecided,President,,Democrat,Simpson,0
Undecided,President,,Democrat,Smith,0
Undecided,President,,Democrat,Stone,0
Undecided,President,,Democrat,Sunflower,0
Undecided,President,,Democrat,Tallahatchie,0
Undecided,President,,Democrat,Tate,0
Undecided,President,,Democrat,Tippah,0
Undecided,President,,Democrat,Tishomingo,0
Undecided,President,,Democrat,Tunica,0
Undecided,President,,Democrat,Union,0
Undecided,President,,Democrat,Walthall,0
Undecided,President,,Democrat,Warren,0
Undecided,President,,Democrat,Washington,0
Undecided,President,,Democrat,Wayne,0
Undecided,President,,Democrat,Webster,0
Undecided,President,,Democrat,Wilkinson,0
Undecided,President,,Democrat,Winston,0
Erik Fleming,U.S. Senate,,Democrat,Rankin,6530
Erik Fleming,U.S. Senate,,Democrat,Scott,2127
Erik Fleming,U.S. Senate,,Democrat,Sharkey,795
Erik Fleming,U.S. Senate,,Democrat,Simpson,2305
Erik Fleming,U.S. Senate,,Democrat,Smith,1128
Erik Fleming,U.S. Senate,,Democrat,Stone,895
Erik Fleming,U.S. Senate,,Democrat,Sunflower,2582
Erik Fleming,U.S. Senate,,Democrat,Tallahatchie,1611
Erik Fleming,U.S. Senate,,Democrat,Tate,1686
Erik Fleming,U.S. Senate,,Democrat,Tippah,1736
Erik Fleming,U.S. Senate,,Democrat,Tishomingo,1611
Erik Fleming,U.S. Senate,,Democrat,Tunica,639
Erik Fleming,U.S. Senate,,Democrat,Union,1925
Erik Fleming,U.S. Senate,,Democrat,Walthall,1264
Erik Fleming,U.S. Senate,,Democrat,Warren,4679
Erik Fleming,U.S. Senate,,Democrat,Washington,3805
Erik Fleming,U.S. Senate,,Democrat,Wayne,1641
Erik Fleming,U.S. Senate,,Democrat,Webster,934
Erik Fleming,U.S. Senate,,Democrat,Wilkinson,944
Erik Fleming,U.S. Senate,,Democrat,Winston,2094
Shawn O'Hara,U.S. Senate,,Democrat,Rankin,2611
Shawn O'Hara,U.S. Senate,,Democrat,Scott,1353
Shawn O'Hara,U.S. Senate,,Democrat,Sharkey,265
Shawn O'Hara,U.S. Senate,,Democrat,Simpson,1136
Shawn O'Hara,U.S. Senate,,Democrat,Smith,865
Shawn O'Hara,U.S. Senate,,Democrat,Stone,917
Shawn O'Hara,U.S. Senate,,Democrat,Sunflower,1555
Shawn O'Hara,U.S. Senate,,Democrat,Tallahatchie,848
Shawn O'Hara,U.S. Senate,,Democrat,Tate,1170
Shawn O'Hara,U.S. Senate,,Democrat,Tippah,915
Shawn O'Hara,U.S. Senate,,Democrat,Tishomingo,783
Shawn O'Hara,U.S. Senate,,Democrat,Tunica,456
Shawn O'Hara,U.S. Senate,,Democrat,Union,972
Shawn O'Hara,U.S. Senate,,Democrat,Walthall,1029
Shawn O'Hara,U.S. Senate,,Democrat,Warren,1899
Shawn O'Hara,U.S. Senate,,Democrat,Washington,1940
Shawn O'Hara,U.S. Senate,,Democrat,Wayne,1889
Shawn O'Hara,U.S. Senate,,Democrat,Webster,544
Shawn O'Hara,U.S. Senate,,Democrat,Wilkinson,755
Shawn O'Hara,U.S. Senate,,Democrat,Winston,1125
Travis Childers,U.S. House,1,Democrat,Tate,1292
Travis Childers,U.S. House,1,Democrat,Tippah,1658
Travis Childers,U.S. House,1,Democrat,Tishomingo,1635
Travis Childers,U.S. House,1,Democrat,Union,1614
Travis Childers,U.S. House,1,Democrat,Webster,558
Travis Childers,U.S. House,1,Democrat,Winston,8
Marshall Coleman,U.S. House,1,Democrat,Tate,622
Marshall Coleman,U.S. House,1,Democrat,Tippah,335
Marshall Coleman,U.S. House,1,Democrat,Tishomingo,146
Marshall Coleman,U.S. House,1,Democrat,Union,222
Marshall Coleman,U.S. House,1,Democrat,Webster,317
Marshall Coleman,U.S. House,1,Democrat,Winston,1
Steve Holland,U.S. House,1,Democrat,Tate,401
Steve Holland,U.S. House,1,Democrat,Tippah,650
Steve Holland,U.S. House,1,Democrat,Tishomingo,879
Steve Holland,U.S. House,1,Democrat,Union,1305
Steve Holland,U.S. House,1,Democrat,Webster,407
Steve Holland,U.S. House,1,Democrat,Winston,6
"James ""Ken"" Hurt",U.S. House,1,Democrat,Tate,347
"James ""Ken"" Hurt",U.S. House,1,Democrat,Tippah,213
"James ""Ken"" Hurt",U.S. House,1,Democrat,Tishomingo,64
"James ""Ken"" Hurt",U.S. House,1,Democrat,Union,67
"James ""Ken"" Hurt",U.S. House,1,Democrat,Webster,54
"James ""Ken"" Hurt",U.S. House,1,Democrat,Winston,0
Brian Neely,U.S. House,1,Democrat,Tate,403
Brian Neely,U.S. House,1,Democrat,Tippah,168
Brian Neely,U.S. House,1,Democrat,Tishomingo,146
Brian Neely,U.S. House,1,Democrat,Union,229
Brian Neely,U.S. House,1,Democrat,Webster,138
Brian Neely,U.S. House,1,Democrat,Winston,2
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Sharkey,173
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Sunflower,687
"Dorothy ""Dot"" Benford",U.S. House,2,Democrat,Tallahatchie,543
