candidate,office,district,party,county,votes
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Pearl River,4291
Delbert Hosemann ,Secretary of State,,Rep,Perry,2182
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Perry,1301
Delbert Hosemann ,Secretary of State,,Rep,Pike,5735
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Pike,5117
Delbert Hosemann ,Secretary of State,,Rep,Pontotoc,5562
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Pontotoc,2802
Delbert Hosemann ,Secretary of State,,Rep,Prentiss,4003
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Prentiss,2913
Delbert Hosemann ,Secretary of State,,Rep,Quitman,793
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Quitman,1388
Delbert Hosemann ,Secretary of State,,Rep,Rankin,27308
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Rankin,8214
Delbert Hosemann ,Secretary of State,,Rep,Scott,4189
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Scott,2806
Delbert Hosemann ,Secretary of State,,Rep,Sharkey,701
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Sharkey,1296
Delbert Hosemann ,Secretary of State,,Rep,Simpson,4433
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Simpson,4152
Delbert Hosemann ,Secretary of State,,Rep,Smith,3873
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Smith,1991
Delbert Hosemann ,Secretary of State,,Rep,Stone,3013
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Stone,1590
Delbert Hosemann ,Secretary of State,,Rep,Sunflower,2212
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Sunflower,3964
Delbert Hosemann ,Secretary of State,,Rep,Tallahatchie,1579
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Tallahatchie,2977
Delbert Hosemann ,Secretary of State,,Rep,Tate,3551
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Tate,2748
Delbert Hosemann ,Secretary of State,,Rep,Tippah,3412
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Tippah,3235
Delbert Hosemann ,Secretary of State,,Rep,Tishomingo,3665
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Tishomingo,2645
Delbert Hosemann ,Secretary of State,,Rep,Tunica,787
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Tunica,1547
Delbert Hosemann ,Secretary of State,,Rep,Union,4318
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Union,2649
Delbert Hosemann ,Secretary of State,,Rep,Walthall,2427
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Walthall,1812
Delbert Hosemann ,Secretary of State,,Rep,Warren,8285
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Warren,4830
Delbert Hosemann ,Secretary of State,,Rep,Washington,3844
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Washington,5196
Delbert Hosemann ,Secretary of State,,Rep,Wayne,3459
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Wayne,3581
Delbert Hosemann ,Secretary of State,,Rep,Webster,2591
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Webster,1374
Delbert Hosemann ,Secretary of State,,Rep,Wilkinson,881
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Wilkinson,1750
Delbert Hosemann ,Secretary of State,,Rep,Winston,4071
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Winston,3231
Delbert Hosemann ,Secretary of State,,Rep,Yalobusha,1971
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Yalobusha,1624
Delbert Hosemann ,Secretary of State,,Rep,Yazoo,4262
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,Yazoo,3182
Delbert Hosemann ,Secretary of State,,Rep,,425228
"Robert H. ""Rob"" Smith ",Secretary of State,,Dem,,304918
Jim Hood ,Attorney General,,Dem,Adams,4929
Al Hopkins ,Attorney General,,Rep,Adams,3177
Jim Hood ,Attorney General,,Dem,Alcorn,4841
Al Hopkins ,Attorney General,,Rep,Alcorn,3901
Jim Hood ,Attorney General,,Dem,Amite,2887
Al Hopkins ,Attorney General,,Rep,Amite,1953
Jim Hood ,Attorney General,,Dem,Attala,3290
Al Hopkins ,Attorney General,,Rep,Attala,2118
Jim Hood ,Attorney General,,Dem,Benton,1384
Al Hopkins ,Attorney General,,Rep,Benton,848
Jim Hood ,Attorney General,,Dem,Bolivar,6034
Al Hopkins ,Attorney General,,Rep,Bolivar,2230
Jim Hood ,Attorney General,,Dem,Calhoun,3544
Al Hopkins ,Attorney General,,Rep,Calhoun,1637
Jim Hood ,Attorney General,,Dem,Carroll,2134
Al Hopkins ,Attorney General,,Rep,Carroll,1862
Jim Hood ,Attorney General,,Dem,Chickasaw,3898
Al Hopkins ,Attorney General,,Rep,Chickasaw,1519
Jim Hood ,Attorney General,,Dem,Choctaw,1745
Al Hopkins ,Attorney General,,Rep,Choctaw,1198
Jim Hood ,Attorney General,,Dem,Claiborne,2856
Al Hopkins ,Attorney General,,Rep,Claiborne,477
Jim Hood ,Attorney General,,Dem,Clarke,3460
Al Hopkins ,Attorney General,,Rep,Clarke,2129
Jim Hood ,Attorney General,,Dem,Clay,5114
Al Hopkins ,Attorney General,,Rep,Clay,2325
Jim Hood ,Attorney General,,Dem,Coahoma,3157
Al Hopkins ,Attorney General,,Rep,Coahoma,1494
Jim Hood ,Attorney General,,Dem,Copiah,5174
Al Hopkins ,Attorney General,,Rep,Copiah,2560
Jim Hood ,Attorney General,,Dem,Covington,4779
Al Hopkins ,Attorney General,,Rep,Covington,2216
Jim Hood ,Attorney General,,Dem,Desoto,5781
Al Hopkins ,Attorney General,,Rep,Desoto,12392
Jim Hood ,Attorney General,,Dem,Forrest,9737
Al Hopkins ,Attorney General,,Rep,Forrest,6269
Jim Hood ,Attorney General,,Dem,Franklin,1643
Al Hopkins ,Attorney General,,Rep,Franklin,967
Jim Hood ,Attorney General,,Dem,George,3258
Al Hopkins ,Attorney General,,Rep,George,1913
Jim Hood ,Attorney General,,Dem,Greene,2280
Al Hopkins ,Attorney General,,Rep,Greene,1167
Jim Hood ,Attorney General,,Dem,Grenada,3848
Al Hopkins ,Attorney General,,Rep,Grenada,2652
Jim Hood ,Attorney General,,Dem,Hancock,5651
Al Hopkins ,Attorney General,,Rep,Hancock,4262
Jim Hood ,Attorney General,,Dem,Harrison,18073
Al Hopkins ,Attorney General,,Rep,Harrison,15274
Jim Hood ,Attorney General,,Dem,Hinds,42455
Al Hopkins ,Attorney General,,Rep,Hinds,18214
Jim Hood ,Attorney General,,Dem,Holmes,4390
Al Hopkins ,Attorney General,,Rep,Holmes,946
Jim Hood ,Attorney General,,Dem,Humphreys,2879
Al Hopkins ,Attorney General,,Rep,Humphreys,897
Jim Hood ,Attorney General,,Dem,Issaquena,537
Al Hopkins ,Attorney General,,Rep,Issaquena,239
Jim Hood ,Attorney General,,Dem,Itawamba,4604
Al Hopkins ,Attorney General,,Rep,Itawamba,2643
Jim Hood ,Attorney General,,Dem,Jackson,17386
Al Hopkins ,Attorney General,,Rep,Jackson,14281
Jim Hood ,Attorney General,,Dem,Jasper,3970
Al Hopkins ,Attorney General,,Rep,Jasper,1405
Jim Hood ,Attorney General,,Dem,Jefferson,2540
Al Hopkins ,Attorney General,,Rep,Jefferson,405
Jim Hood ,Attorney General,,Dem,Jefferson Davis,4283
Al Hopkins ,Attorney General,,Rep,Jefferson Davis,1579
Jim Hood ,Attorney General,,Dem,Jones,12129
Al Hopkins ,Attorney General,,Rep,Jones,7500
Jim Hood ,Attorney General,,Dem,Kemper,2627
Al Hopkins ,Attorney General,,Rep,Kemper,1104
Jim Hood ,Attorney General,,Dem,Lafayette,4002
Al Hopkins ,Attorney General,,Rep,Lafayette,4364
Jim Hood ,Attorney General,,Dem,Lamar,6185
Al Hopkins ,Attorney General,,Rep,Lamar,7054
Jim Hood ,Attorney General,,Dem,Lauderdale,10240
Al Hopkins ,Attorney General,,Rep,Lauderdale,7794
Jim Hood ,Attorney General,,Dem,Lawrence,2592
Al Hopkins ,Attorney General,,Rep,Lawrence,1483
Jim Hood ,Attorney General,,Dem,Leake,3632
Al Hopkins ,Attorney General,,Rep,Leake,2150
Jim Hood ,Attorney General,,Dem,Lee,11991
Al Hopkins ,Attorney General,,Rep,Lee,8442
Jim Hood ,Attorney General,,Dem,Leflore,5190
Al Hopkins ,Attorney General,,Rep,Leflore,2323
Jim Hood ,Attorney General,,Dem,Lincoln,5708
Al Hopkins ,Attorney General,,Rep,Lincoln,3763
Jim Hood ,Attorney General,,Dem,Lowndes,8672
Al Hopkins ,Attorney General,,Rep,Lowndes,6961
Jim Hood ,Attorney General,,Dem,Madison,13190
Al Hopkins ,Attorney General,,Rep,Madison,13145
Jim Hood ,Attorney General,,Dem,Marion,5478
Al Hopkins ,Attorney General,,Rep,Marion,3587
Jim Hood ,Attorney General,,Dem,Marshall,4728
Al Hopkins ,Attorney General,,Rep,Marshall,2176
Jim Hood ,Attorney General,,Dem,Monroe,6967
Al Hopkins ,Attorney General,,Rep,Monroe,3935
Jim Hood ,Attorney General,,Dem,Montgomery,2794
Al Hopkins ,Attorney General,,Rep,Montgomery,1541
Jim Hood ,Attorney General,,Dem,Neshoba,3839
Al Hopkins ,Attorney General,,Rep,Neshoba,3652
Jim Hood ,Attorney General,,Dem,Newton,3525
Al Hopkins ,Attorney General,,Rep,Newton,2603
Jim Hood ,Attorney General,,Dem,Noxubee,2386
Al Hopkins ,Attorney General,,Rep,Noxubee,964
Jim Hood ,Attorney General,,Dem,Oktibbeha,6037
Al Hopkins ,Attorney General,,Rep,Oktibbeha,4484
Jim Hood ,Attorney General,,Dem,Panola,4980
Al Hopkins ,Attorney General,,Rep,Panola,2776
Jim Hood ,Attorney General,,Dem,Pearl River,5759
Al Hopkins ,Attorney General,,Rep,Pearl River,7003
Jim Hood ,Attorney General,,Dem,Perry,2286
Al Hopkins ,Attorney General,,Rep,Perry,1214
Jim Hood ,Attorney General,,Dem,Pike,7118
Al Hopkins ,Attorney General,,Rep,Pike,3766
Jim Hood ,Attorney General,,Dem,Pontotoc,5190
Al Hopkins ,Attorney General,,Rep,Pontotoc,3265
Jim Hood ,Attorney General,,Dem,Prentiss,4321
Al Hopkins ,Attorney General,,Rep,Prentiss,2640
Jim Hood ,Attorney General,,Dem,Quitman,1561
Al Hopkins ,Attorney General,,Rep,Quitman,650
Jim Hood ,Attorney General,,Dem,Rankin,15404
Al Hopkins ,Attorney General,,Rep,Rankin,19984
Jim Hood ,Attorney General,,Dem,Scott,4373
Al Hopkins ,Attorney General,,Rep,Scott,2664
Jim Hood ,Attorney General,,Dem,Sharkey,1561
Al Hopkins ,Attorney General,,Rep,Sharkey,463
Jim Hood ,Attorney General,,Dem,Simpson,5142
Al Hopkins ,Attorney General,,Rep,Simpson,3444
Jim Hood ,Attorney General,,Dem,Smith,3342
Al Hopkins ,Attorney General,,Rep,Smith,2529
Jim Hood ,Attorney General,,Dem,Stone,3012
Al Hopkins ,Attorney General,,Rep,Stone,1674
Jim Hood ,Attorney General,,Dem,Sunflower,4751
Al Hopkins ,Attorney General,,Rep,Sunflower,1483
Jim Hood ,Attorney General,,Dem,Tallahatchie,3357
Al Hopkins ,Attorney General,,Rep,Tallahatchie,1251
Jim Hood ,Attorney General,,Dem,Tate,3442
Al Hopkins ,Attorney General,,Rep,Tate,2917
Jim Hood ,Attorney General,,Dem,Tippah,3141
Al Hopkins ,Attorney General,,Rep,Tippah,3724
Jim Hood ,Attorney General,,Dem,Tishomingo,3614
Al Hopkins ,Attorney General,,Rep,Tishomingo,2776
Jim Hood ,Attorney General,,Dem,Tunica,1630
Al Hopkins ,Attorney General,,Rep,Tunica,723
Jim Hood ,Attorney General,,Dem,Union,4353
Al Hopkins ,Attorney General,,Rep,Union,2727
Jim Hood ,Attorney General,,Dem,Walthall,2674
Al Hopkins ,Attorney General,,Rep,Walthall,1590
Jim Hood ,Attorney General,,Dem,Warren,8179
Al Hopkins ,Attorney General,,Rep,Warren,4944
Jim Hood ,Attorney General,,Dem,Washington,6594
Al Hopkins ,Attorney General,,Rep,Washington,2590
Jim Hood ,Attorney General,,Dem,Wayne,4734
Al Hopkins ,Attorney General,,Rep,Wayne,2336
Jim Hood ,Attorney General,,Dem,Webster,2099
Al Hopkins ,Attorney General,,Rep,Webster,1897
Jim Hood ,Attorney General,,Dem,Wilkinson,1745
Al Hopkins ,Attorney General,,Rep,Wilkinson,895
Jim Hood ,Attorney General,,Dem,Winston,4547
Al Hopkins ,Attorney General,,Rep,Winston,2852
Jim Hood ,Attorney General,,Dem,Yalobusha,2118
Al Hopkins ,Attorney General,,Rep,Yalobusha,1497
Jim Hood ,Attorney General,,Dem,Yazoo,4537
Al Hopkins ,Attorney General,,Rep,Yazoo,3068
Jim Hood ,Attorney General,,Dem,,440017
Al Hopkins ,Attorney General,,Rep,,295516
Shawn O'Hara ,State Treasurer,,Dem,Adams,3826
Tate Reeves ,State Treasurer,,Rep,Adams,4076
Shawn O'Hara ,State Treasurer,,Dem,Alcorn,3788
Tate Reeves ,State Treasurer,,Rep,Alcorn,4617
Shawn O'Hara ,State Treasurer,,Dem,Amite,2343
Tate Reeves ,State Treasurer,,Rep,Amite,2423
Shawn O'Hara ,State Treasurer,,Dem,Attala,1989
Tate Reeves ,State Treasurer,,Rep,Attala,3331
Shawn O'Hara ,State Treasurer,,Dem,Benton,1230
Tate Reeves ,State Treasurer,,Rep,Benton,861
Shawn O'Hara ,State Treasurer,,Dem,Bolivar,4557
Tate Reeves ,State Treasurer,,Rep,Bolivar,3352
Shawn O'Hara ,State Treasurer,,Dem,Calhoun,2022
Tate Reeves ,State Treasurer,,Rep,Calhoun,3026
Shawn O'Hara ,State Treasurer,,Dem,Carroll,1349
Tate Reeves ,State Treasurer,,Rep,Carroll,2576
Shawn O'Hara ,State Treasurer,,Dem,Chickasaw,2491
Tate Reeves ,State Treasurer,,Rep,Chickasaw,2768
Shawn O'Hara ,State Treasurer,,Dem,Choctaw,1065
Tate Reeves ,State Treasurer,,Rep,Choctaw,1792
Shawn O'Hara ,State Treasurer,,Dem,Claiborne,2438
Tate Reeves ,State Treasurer,,Rep,Claiborne,818
Shawn O'Hara ,State Treasurer,,Dem,Clarke,2011
Tate Reeves ,State Treasurer,,Rep,Clarke,3480
Shawn O'Hara ,State Treasurer,,Dem,Clay,4057
Tate Reeves ,State Treasurer,,Rep,Clay,3257
Shawn O'Hara ,State Treasurer,,Dem,Coahoma,2617
Tate Reeves ,State Treasurer,,Rep,Coahoma,1954
Shawn O'Hara ,State Treasurer,,Dem,Copiah,3432
Tate Reeves ,State Treasurer,,Rep,Copiah,4221
Shawn O'Hara ,State Treasurer,,Dem,Covington,2966
Tate Reeves ,State Treasurer,,Rep,Covington,3974
Shawn O'Hara ,State Treasurer,,Dem,Desoto,4401
Tate Reeves ,State Treasurer,,Rep,Desoto,13502
Shawn O'Hara ,State Treasurer,,Dem,Forrest,4692
Tate Reeves ,State Treasurer,,Rep,Forrest,11056
Shawn O'Hara ,State Treasurer,,Dem,Franklin,897
Tate Reeves ,State Treasurer,,Rep,Franklin,1665
Shawn O'Hara ,State Treasurer,,Dem,George,2116
Tate Reeves ,State Treasurer,,Rep,George,2942
Shawn O'Hara ,State Treasurer,,Dem,Greene,1494
Tate Reeves ,State Treasurer,,Rep,Greene,1867
Shawn O'Hara ,State Treasurer,,Dem,Grenada,2679
Tate Reeves ,State Treasurer,,Rep,Grenada,3639
Shawn O'Hara ,State Treasurer,,Dem,Hancock,3680
Tate Reeves ,State Treasurer,,Rep,Hancock,5998
Shawn O'Hara ,State Treasurer,,Dem,Harrison,10127
Tate Reeves ,State Treasurer,,Rep,Harrison,22521
Shawn O'Hara ,State Treasurer,,Dem,Hinds,30922
Tate Reeves ,State Treasurer,,Rep,Hinds,29014
Shawn O'Hara ,State Treasurer,,Dem,Holmes,3616
Tate Reeves ,State Treasurer,,Rep,Holmes,1613
Shawn O'Hara ,State Treasurer,,Dem,Humphreys,2213
Tate Reeves ,State Treasurer,,Rep,Humphreys,1474
Shawn O'Hara ,State Treasurer,,Dem,Issaquena,401
Tate Reeves ,State Treasurer,,Rep,Issaquena,332
Shawn O'Hara ,State Treasurer,,Dem,Itawamba,2818
Tate Reeves ,State Treasurer,,Rep,Itawamba,4267
Shawn O'Hara ,State Treasurer,,Dem,Jackson,10006
Tate Reeves ,State Treasurer,,Rep,Jackson,21037
Shawn O'Hara ,State Treasurer,,Dem,Jasper,2961
Tate Reeves ,State Treasurer,,Rep,Jasper,2341
Shawn O'Hara ,State Treasurer,,Dem,Jefferson,2299
Tate Reeves ,State Treasurer,,Rep,Jefferson,598
Shawn O'Hara ,State Treasurer,,Dem,Jefferson Davis,3271
Tate Reeves ,State Treasurer,,Rep,Jefferson Davis,2504
Shawn O'Hara ,State Treasurer,,Dem,Jones,6185
Tate Reeves ,State Treasurer,,Rep,Jones,13263
Shawn O'Hara ,State Treasurer,,Dem,Kemper,2069
Tate Reeves ,State Treasurer,,Rep,Kemper,1590
Shawn O'Hara ,State Treasurer,,Dem,Lafayette,2936
Tate Reeves ,State Treasurer,,Rep,Lafayette,5203
Shawn O'Hara ,State Treasurer,,Dem,Lamar,2386
Tate Reeves ,State Treasurer,,Rep,Lamar,10719
Shawn O'Hara ,State Treasurer,,Dem,Lauderdale,5312
Tate Reeves ,State Treasurer,,Rep,Lauderdale,12374
Shawn O'Hara ,State Treasurer,,Dem,Lawrence,1553
Tate Reeves ,State Treasurer,,Rep,Lawrence,2467
Shawn O'Hara ,State Treasurer,,Dem,Leake,2236
Tate Reeves ,State Treasurer,,Rep,Leake,3469
Shawn O'Hara ,State Treasurer,,Dem,Lee,6446
Tate Reeves ,State Treasurer,,Rep,Lee,13286
Shawn O'Hara ,State Treasurer,,Dem,Leflore,3969
Tate Reeves ,State Treasurer,,Rep,Leflore,3245
Shawn O'Hara ,State Treasurer,,Dem,Lincoln,2839
Tate Reeves ,State Treasurer,,Rep,Lincoln,6589
Shawn O'Hara ,State Treasurer,,Dem,Lowndes,6050
Tate Reeves ,State Treasurer,,Rep,Lowndes,9358
Shawn O'Hara ,State Treasurer,,Dem,Madison,7508
Tate Reeves ,State Treasurer,,Rep,Madison,18607
Shawn O'Hara ,State Treasurer,,Dem,Marion,3547
Tate Reeves ,State Treasurer,,Rep,Marion,5437
Shawn O'Hara ,State Treasurer,,Dem,Marshall,3941
Tate Reeves ,State Treasurer,,Rep,Marshall,2766
Shawn O'Hara ,State Treasurer,,Dem,Monroe,4505
Tate Reeves ,State Treasurer,,Rep,Monroe,6165
Shawn O'Hara ,State Treasurer,,Dem,Montgomery,1893
Tate Reeves ,State Treasurer,,Rep,Montgomery,2364
Shawn O'Hara ,State Treasurer,,Dem,Neshoba,2347
Tate Reeves ,State Treasurer,,Rep,Neshoba,5032
Shawn O'Hara ,State Treasurer,,Dem,Newton,1891
Tate Reeves ,State Treasurer,,Rep,Newton,4152
Shawn O'Hara ,State Treasurer,,Dem,Noxubee,2093
Tate Reeves ,State Treasurer,,Rep,Noxubee,1200
Shawn O'Hara ,State Treasurer,,Dem,Oktibbeha,4364
Tate Reeves ,State Treasurer,,Rep,Oktibbeha,5973
Shawn O'Hara ,State Treasurer,,Dem,Panola,3766
Tate Reeves ,State Treasurer,,Rep,Panola,3788
Shawn O'Hara ,State Treasurer,,Dem,Pearl River,3787
Tate Reeves ,State Treasurer,,Rep,Pearl River,8744
Shawn O'Hara ,State Treasurer,,Dem,Perry,1335
Tate Reeves ,State Treasurer,,Rep,Perry,2113
Shawn O'Hara ,State Treasurer,,Dem,Pike,4743
Tate Reeves ,State Treasurer,,Rep,Pike,6033
Shawn O'Hara ,State Treasurer,,Dem,Pontotoc,2635
Tate Reeves ,State Treasurer,,Rep,Pontotoc,5544
Shawn O'Hara ,State Treasurer,,Dem,Prentiss,2931
Tate Reeves ,State Treasurer,,Rep,Prentiss,3805
Shawn O'Hara ,State Treasurer,,Dem,Quitman,1246
Tate Reeves ,State Treasurer,,Rep,Quitman,895
Shawn O'Hara ,State Treasurer,,Dem,Rankin,5487
Tate Reeves ,State Treasurer,,Rep,Rankin,29653
Shawn O'Hara ,State Treasurer,,Dem,Scott,2493
Tate Reeves ,State Treasurer,,Rep,Scott,4455
Shawn O'Hara ,State Treasurer,,Dem,Sharkey,1202
Tate Reeves ,State Treasurer,,Rep,Sharkey,774
Shawn O'Hara ,State Treasurer,,Dem,Simpson,2823
Tate Reeves ,State Treasurer,,Rep,Simpson,5623
Shawn O'Hara ,State Treasurer,,Dem,Smith,1700
Tate Reeves ,State Treasurer,,Rep,Smith,4103
Shawn O'Hara ,State Treasurer,,Dem,Stone,1733
Tate Reeves ,State Treasurer,,Rep,Stone,2833
Shawn O'Hara ,State Treasurer,,Dem,Sunflower,3751
Tate Reeves ,State Treasurer,,Rep,Sunflower,2394
Shawn O'Hara ,State Treasurer,,Dem,Tallahatchie,2594
Tate Reeves ,State Treasurer,,Rep,Tallahatchie,1914
Shawn O'Hara ,State Treasurer,,Dem,Tate,2665
Tate Reeves ,State Treasurer,,Rep,Tate,3537
Shawn O'Hara ,State Treasurer,,Dem,Tippah,2851
Tate Reeves ,State Treasurer,,Rep,Tippah,3678
Shawn O'Hara ,State Treasurer,,Dem,Tishomingo,2736
Tate Reeves ,State Treasurer,,Rep,Tishomingo,3421
Shawn O'Hara ,State Treasurer,,Dem,Tunica,1463
Tate Reeves ,State Treasurer,,Rep,Tunica,845
Shawn O'Hara ,State Treasurer,,Dem,Union,2209
Tate Reeves ,State Treasurer,,Rep,Union,4656
Shawn O'Hara ,State Treasurer,,Dem,Walthall,1716
Tate Reeves ,State Treasurer,,Rep,Walthall,2489
Shawn O'Hara ,State Treasurer,,Dem,Warren,5044
Tate Reeves ,State Treasurer,,Rep,Warren,7778
Shawn O'Hara ,State Treasurer,,Dem,Washington,5074
Tate Reeves ,State Treasurer,,Rep,Washington,3920
Shawn O'Hara ,State Treasurer,,Dem,Wayne,3491
Tate Reeves ,State Treasurer,,Rep,Wayne,3517
Shawn O'Hara ,State Treasurer,,Dem,Webster,1154
Tate Reeves ,State Treasurer,,Rep,Webster,2754
Shawn O'Hara ,State Treasurer,,Dem,Wilkinson,1651
Tate Reeves ,State Treasurer,,Rep,Wilkinson,942
Shawn O'Hara ,State Treasurer,,Dem,Winston,3070
Tate Reeves ,State Treasurer,,Rep,Winston,4165
Shawn O'Hara ,State Treasurer,,Dem,Yalobusha,1532
Tate Reeves ,State Treasurer,,Rep,Yalobusha,1996
Shawn O'Hara ,State Treasurer,,Dem,Yazoo,3063
Tate Reeves ,State Treasurer,,Rep,Yazoo,4309
Shawn O'Hara ,State Treasurer,,Dem,,284789
Tate Reeves ,State Treasurer,,Rep,,436833
Stacey E. Pickering ,State Auditor,,Rep,Adams,3805
Mike Sumrall ,State Auditor,,Dem,Adams,4191
Stacey E. Pickering ,State Auditor,,Rep,Alcorn,4183
Mike Sumrall ,State Auditor,,Dem,Alcorn,4306
Stacey E. Pickering ,State Auditor,,Rep,Amite,2405
Mike Sumrall ,State Auditor,,Dem,Amite,2413
Stacey E. Pickering ,State Auditor,,Rep,Attala,2998
Mike Sumrall ,State Auditor,,Dem,Attala,2353
Stacey E. Pickering ,State Auditor,,Rep,Benton,719
Mike Sumrall ,State Auditor,,Dem,Benton,1421
Stacey E. Pickering ,State Auditor,,Rep,Bolivar,2940
Mike Sumrall ,State Auditor,,Dem,Bolivar,4967
Stacey E. Pickering ,State Auditor,,Rep,Calhoun,2712
Mike Sumrall ,State Auditor,,Dem,Calhoun,2377
Stacey E. Pickering ,State Auditor,,Rep,Carroll,1910
Mike Sumrall ,State Auditor,,Dem,Carroll,2033
Stacey E. Pickering ,State Auditor,,Rep,Chickasaw,2619
Mike Sumrall ,State Auditor,,Dem,Chickasaw,2718
Stacey E. Pickering ,State Auditor,,Rep,Choctaw,1685
Mike Sumrall ,State Auditor,,Dem,Choctaw,1200
Stacey E. Pickering ,State Auditor,,Rep,Claiborne,767
Mike Sumrall ,State Auditor,,Dem,Claiborne,2498
Stacey E. Pickering ,State Auditor,,Rep,Clarke,3402
Mike Sumrall ,State Auditor,,Dem,Clarke,2160
Stacey E. Pickering ,State Auditor,,Rep,Clay,3178
Mike Sumrall ,State Auditor,,Dem,Clay,4180
Stacey E. Pickering ,State Auditor,,Rep,Coahoma,1765
Mike Sumrall ,State Auditor,,Dem,Coahoma,2819
Stacey E. Pickering ,State Auditor,,Rep,Copiah,3642
Mike Sumrall ,State Auditor,,Dem,Copiah,4017
Stacey E. Pickering ,State Auditor,,Rep,Covington,2648
Mike Sumrall ,State Auditor,,Dem,Covington,4350
Stacey E. Pickering ,State Auditor,,Rep,Desoto,13439
Mike Sumrall ,State Auditor,,Dem,Desoto,4571
Stacey E. Pickering ,State Auditor,,Rep,Forrest,9459
Mike Sumrall ,State Auditor,,Dem,Forrest,6506
Stacey E. Pickering ,State Auditor,,Rep,Franklin,1438
Mike Sumrall ,State Auditor,,Dem,Franklin,1135
Stacey E. Pickering ,State Auditor,,Rep,George,2580
Mike Sumrall ,State Auditor,,Dem,George,2539
Stacey E. Pickering ,State Auditor,,Rep,Greene,1850
Mike Sumrall ,State Auditor,,Dem,Greene,1564
Stacey E. Pickering ,State Auditor,,Rep,Grenada,3063
Mike Sumrall ,State Auditor,,Dem,Grenada,3339
Stacey E. Pickering ,State Auditor,,Rep,Hancock,5503
Mike Sumrall ,State Auditor,,Dem,Hancock,4243
Stacey E. Pickering ,State Auditor,,Rep,Harrison,21404
Mike Sumrall ,State Auditor,,Dem,Harrison,11329
Stacey E. Pickering ,State Auditor,,Rep,Hinds,23819
Mike Sumrall ,State Auditor,,Dem,Hinds,36186
Stacey E. Pickering ,State Auditor,,Rep,Holmes,1394
Mike Sumrall ,State Auditor,,Dem,Holmes,3838
Stacey E. Pickering ,State Auditor,,Rep,Humphreys,1312
Mike Sumrall ,State Auditor,,Dem,Humphreys,2383
Stacey E. Pickering ,State Auditor,,Rep,Issaquena,311
Mike Sumrall ,State Auditor,,Dem,Issaquena,428
Stacey E. Pickering ,State Auditor,,Rep,Itawamba,3985
Mike Sumrall ,State Auditor,,Dem,Itawamba,3164
Stacey E. Pickering ,State Auditor,,Rep,Jackson,20884
Mike Sumrall ,State Auditor,,Dem,Jackson,10287
Stacey E. Pickering ,State Auditor,,Rep,Jasper,2232
Mike Sumrall ,State Auditor,,Dem,Jasper,3131
Stacey E. Pickering ,State Auditor,,Rep,Jefferson,530
Mike Sumrall ,State Auditor,,Dem,Jefferson,2382
Stacey E. Pickering ,State Auditor,,Rep,Jefferson Davis,2143
Mike Sumrall ,State Auditor,,Dem,Jefferson Davis,3677
Stacey E. Pickering ,State Auditor,,Rep,Jones,12682
Mike Sumrall ,State Auditor,,Dem,Jones,7022
Stacey E. Pickering ,State Auditor,,Rep,Kemper,1558
Mike Sumrall ,State Auditor,,Dem,Kemper,2124
Stacey E. Pickering ,State Auditor,,Rep,Lafayette,4600
Mike Sumrall ,State Auditor,,Dem,Lafayette,3587
Stacey E. Pickering ,State Auditor,,Rep,Lamar,9694
Mike Sumrall ,State Auditor,,Dem,Lamar,3532
Stacey E. Pickering ,State Auditor,,Rep,Lauderdale,12316
Mike Sumrall ,State Auditor,,Dem,Lauderdale,5533
Stacey E. Pickering ,State Auditor,,Rep,Lawrence,2025
Mike Sumrall ,State Auditor,,Dem,Lawrence,2022
Stacey E. Pickering ,State Auditor,,Rep,Leake,3248
Mike Sumrall ,State Auditor,,Dem,Leake,2481
Stacey E. Pickering ,State Auditor,,Rep,Lee,12595
