county,office,district,candidate,party,precinct,votes
Holmes,State House,34,Kevin Horan,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 3 Coxburg (A-Z),27
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 3 Coxburg (A-Z),96
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 3 Coxburg (A-Z),83
Holmes,State Senate,24,David Jordan,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 3 Coxburg (A-Z),26
Holmes,State Treasurer,,David McRae,Republican,Beat 3 Coxburg (A-Z),96
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 3 Coxburg (A-Z),84
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 3 Coxburg (A-Z),28
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 3 Coxburg (A-Z),X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 3 Coxburg (A-Z),X
Holmes,Supervisor,5,David Cross,Independent,Beat 3 Coxburg (A-Z),X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 3 Ebenezer (A-Z),153
Holmes,Constable,2,Willie Anderson,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 3 Ebenezer (A-Z),X
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 3 Ebenezer (A-Z),157
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 3 Ebenezer (A-Z),153
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 3 Ebenezer (A-Z),158
Holmes,Sheriff,,Willie E march,Democrat,Beat 3 Ebenezer (A-Z),113
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 3 Ebenezer (A-Z),19
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 3 Ebenezer (A-Z),58
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 3 Ebenezer (A-Z),166
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 3 Ebenezer (A-Z),157
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 3 Ebenezer (A-Z),153
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Bond Referendum,,For,,Beat 3 Ebenezer (A-Z),81
Holmes,Bond Referendum,,Against,,Beat 3 Ebenezer (A-Z),93
Holmes,Bond Referendum,,Over Vote,,Beat 3 Ebenezer (A-Z),0
Holmes,Bond Referendum,,Under Vote,,Beat 3 Ebenezer (A-Z),0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 3 Ebenezer (A-Z),52
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 3 Ebenezer (A-Z),130
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 3 Ebenezer (A-Z),130
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 3 Ebenezer (A-Z),54
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 3 Ebenezer (A-Z),124
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 3 Ebenezer (A-Z),60
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 3 Ebenezer (A-Z),118
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 3 Ebenezer (A-Z),68
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 3 Ebenezer (A-Z),147
Holmes,Governor,,Jim Hood,Democrat,Beat 3 Ebenezer (A-Z),140
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 3 Ebenezer (A-Z),51
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 3 Ebenezer (A-Z),0
Holmes,Governor,,David R. Singletary,Independent,Beat 3 Ebenezer (A-Z),2
Holmes,State House,47,Bryant Clark,Democrat,Beat 3 Ebenezer (A-Z),158
Holmes,State House,48,Jason White,Republican,Beat 3 Ebenezer (A-Z),X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 3 Ebenezer (A-Z),80
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 3 Ebenezer (A-Z),103
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 3 Ebenezer (A-Z),63
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 3 Ebenezer (A-Z),117
Holmes,State Auditor,,Shad White,Republican,Beat 3 Ebenezer (A-Z),121
Holmes,State House,34,Kevin Horan,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 3 Ebenezer (A-Z),124
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 3 Ebenezer (A-Z),57
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 3 Ebenezer (A-Z),150
Holmes,State Senate,24,David Jordan,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 3 Ebenezer (A-Z),114
Holmes,State Treasurer,,David McRae,Republican,Beat 3 Ebenezer (A-Z),70
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 3 Ebenezer (A-Z),140
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 3 Ebenezer (A-Z),51
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 3 Ebenezer (A-Z),X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 3 Ebenezer (A-Z),X
Holmes,Supervisor,5,David Cross,Independent,Beat 3 Ebenezer (A-Z),X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 3 Goodman,130
Holmes,Constable,2,Willie Anderson,Democrat,Beat 3 Goodman,190
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 3 Goodman,24
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 3 Goodman,338
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 3 Goodman,346
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 3 Goodman,338
Holmes,Sheriff,,Willie E march,Democrat,Beat 3 Goodman,259
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 3 Goodman,31
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 3 Goodman,78
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 3 Goodman,348
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 3 Goodman,344
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 3 Goodman,134
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 3 Goodman,202
Holmes,Bond Referendum,,For,,Beat 3 Goodman,199
Holmes,Bond Referendum,,Against,,Beat 3 Goodman,136
Holmes,Bond Referendum,,Over Vote,,Beat 3 Goodman,0
Holmes,Bond Referendum,,Under Vote,,Beat 3 Goodman,0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 3 Goodman,52
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 3 Goodman,313
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 3 Goodman,320
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 3 Goodman,46
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 3 Goodman,302
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 3 Goodman,55
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 3 Goodman,293
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 3 Goodman,67
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 3 Goodman,332
Holmes,Governor,,Jim Hood,Democrat,Beat 3 Goodman,321
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 3 Goodman,45
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 3 Goodman,1
Holmes,Governor,,David R. Singletary,Independent,Beat 3 Goodman,4
Holmes,State House,47,Bryant Clark,Democrat,Beat 3 Goodman,332
Holmes,State House,48,Jason White,Republican,Beat 3 Goodman,X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 3 Goodman,74
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 3 Goodman,287
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 3 Goodman,71
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 3 Goodman,287
Holmes,State Auditor,,Shad White,Republican,Beat 3 Goodman,198
Holmes,State House,34,Kevin Horan,Democrat,Beat 3 Goodman,X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 3 Goodman,295
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 3 Goodman,58
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 3 Goodman,337
Holmes,State Senate,24,David Jordan,Democrat,Beat 3 Goodman,X
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 3 Goodman,289
Holmes,State Treasurer,,David McRae,Republican,Beat 3 Goodman,69
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 3 Goodman,X
Holmes,Supervisor,2,James H Young,Democrat,Beat 3 Goodman,X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 3 Goodman,316
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 3 Goodman,45
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 3 Goodman,X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 3 Goodman,X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 3 Goodman,X
Holmes,Supervisor,5,David Cross,Independent,Beat 3 Goodman,X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 3 Pickens,413
Holmes,Constable,2,Willie Anderson,Democrat,Beat 3 Pickens,3
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 3 Pickens,2
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 3 Pickens,421
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 3 Pickens,417
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 3 Pickens,411
Holmes,Sheriff,,Willie E march,Democrat,Beat 3 Pickens,329
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 3 Pickens,37
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 3 Pickens,94
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 3 Pickens,427
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 3 Pickens,411
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 3 Pickens,412
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 3 Pickens,4
Holmes,Bond Referendum,,For,,Beat 3 Pickens,290
Holmes,Bond Referendum,,Against,,Beat 3 Pickens,133
Holmes,Bond Referendum,,Over Vote,,Beat 3 Pickens,0
Holmes,Bond Referendum,,Under Vote,,Beat 3 Pickens,0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 3 Pickens,63
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 3 Pickens,394
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 3 Pickens,394
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 3 Pickens,70
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 3 Pickens,386
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 3 Pickens,65
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 3 Pickens,388
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 3 Pickens,71
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 3 Pickens,405
Holmes,Governor,,Jim Hood,Democrat,Beat 3 Pickens,412
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 3 Pickens,57
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 3 Pickens,2
Holmes,Governor,,David R. Singletary,Independent,Beat 3 Pickens,3
Holmes,State House,47,Bryant Clark,Democrat,Beat 3 Pickens,416
Holmes,State House,48,Jason White,Republican,Beat 3 Pickens,X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 3 Pickens,113
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 3 Pickens,336
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 3 Pickens,72
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 3 Pickens,380
Holmes,State Auditor,,Shad White,Republican,Beat 3 Pickens,226
Holmes,State House,34,Kevin Horan,Democrat,Beat 3 Pickens,X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 3 Pickens,382
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 3 Pickens,69
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 3 Pickens,406
Holmes,State Senate,24,David Jordan,Democrat,Beat 3 Pickens,X
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 3 Pickens,372
Holmes,State Treasurer,,David McRae,Republican,Beat 3 Pickens,78
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 3 Pickens,X
Holmes,Supervisor,2,James H Young,Democrat,Beat 3 Pickens,X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 3 Pickens,392
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 3 Pickens,69
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 3 Pickens,X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 3 Pickens,X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 3 Pickens,X
Holmes,Supervisor,5,David Cross,Independent,Beat 3 Pickens,X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 4 Lexington,690
Holmes,Constable,2,Willie Anderson,Democrat,Beat 4 Lexington,16
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 4 Lexington,3
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 4 Lexington,731
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 4 Lexington,730
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 4 Lexington,716
Holmes,Sheriff,,Willie E march,Democrat,Beat 4 Lexington,515
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 4 Lexington,46
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 4 Lexington,235
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 4 Lexington,739
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 4 Lexington,723
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 4 Lexington,708
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 4 Lexington,19
Holmes,Bond Referendum,,For,,Beat 4 Lexington,419
Holmes,Bond Referendum,,Against,,Beat 4 Lexington,313
Holmes,Bond Referendum,,Over Vote,,Beat 4 Lexington,0
Holmes,Bond Referendum,,Under Vote,,Beat 4 Lexington,0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 4 Lexington,103
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 4 Lexington,676
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 4 Lexington,676
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 4 Lexington,110
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 4 Lexington,641
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 4 Lexington,123
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 4 Lexington,648
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 4 Lexington,129
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 4 Lexington,702
Holmes,Governor,,Jim Hood,Democrat,Beat 4 Lexington,697
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 4 Lexington,90
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 4 Lexington,2
Holmes,Governor,,David R. Singletary,Independent,Beat 4 Lexington,7
Holmes,State House,47,Bryant Clark,Democrat,Beat 4 Lexington,744
Holmes,State House,48,Jason White,Republican,Beat 4 Lexington,X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 4 Lexington,155
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 4 Lexington,606
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 4 Lexington,127
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 4 Lexington,637
Holmes,State Auditor,,Shad White,Republican,Beat 4 Lexington,415
Holmes,State House,34,Kevin Horan,Democrat,Beat 4 Lexington,X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 4 Lexington,645
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 4 Lexington,123
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 4 Lexington,X
Holmes,State Senate,24,David Jordan,Democrat,Beat 4 Lexington,723
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 4 Lexington,645
Holmes,State Treasurer,,David McRae,Republican,Beat 4 Lexington,131
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 4 Lexington,X
Holmes,Supervisor,2,James H Young,Democrat,Beat 4 Lexington,X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 4 Lexington,X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 4 Lexington,X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 4 Lexington,652
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 4 Lexington,124
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 4 Lexington,X
Holmes,Supervisor,5,David Cross,Independent,Beat 4 Lexington,X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 4 Thornton (A-Z),204
Holmes,Constable,2,Willie Anderson,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 4 Thornton (A-Z),X
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 4 Thornton (A-Z),202
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 4 Thornton (A-Z),201
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 4 Thornton (A-Z),202
Holmes,Sheriff,,Willie E march,Democrat,Beat 4 Thornton (A-Z),107
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 4 Thornton (A-Z),13
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 4 Thornton (A-Z),94
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 4 Thornton (A-Z),205
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 4 Thornton (A-Z),200
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 4 Thornton (A-Z),206
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Bond Referendum,,For,,Beat 4 Thornton (A-Z),121
Holmes,Bond Referendum,,Against,,Beat 4 Thornton (A-Z),82
Holmes,Bond Referendum,,Over Vote,,Beat 4 Thornton (A-Z),0
Holmes,Bond Referendum,,Under Vote,,Beat 4 Thornton (A-Z),0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 4 Thornton (A-Z),31
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 4 Thornton (A-Z),182
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 4 Thornton (A-Z),184
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 4 Thornton (A-Z),30
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 4 Thornton (A-Z),177
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 4 Thornton (A-Z),31
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 4 Thornton (A-Z),178
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 4 Thornton (A-Z),37
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 4 Thornton (A-Z),197
Holmes,Governor,,Jim Hood,Democrat,Beat 4 Thornton (A-Z),190
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 4 Thornton (A-Z),26
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 4 Thornton (A-Z),0
Holmes,Governor,,David R. Singletary,Independent,Beat 4 Thornton (A-Z),0
Holmes,State House,47,Bryant Clark,Democrat,Beat 4 Thornton (A-Z),205
Holmes,State House,48,Jason White,Republican,Beat 4 Thornton (A-Z),X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 4 Thornton (A-Z),45
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 4 Thornton (A-Z),168
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 4 Thornton (A-Z),43
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 4 Thornton (A-Z),170
Holmes,State Auditor,,Shad White,Republican,Beat 4 Thornton (A-Z),113
Holmes,State House,34,Kevin Horan,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 4 Thornton (A-Z),173
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 4 Thornton (A-Z),35
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 4 Thornton (A-Z),X
Holmes,State Senate,24,David Jordan,Democrat,Beat 4 Thornton (A-Z),204
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 4 Thornton (A-Z),179
Holmes,State Treasurer,,David McRae,Republican,Beat 4 Thornton (A-Z),33
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 4 Thornton (A-Z),X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 4 Thornton (A-Z),176
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 4 Thornton (A-Z),38
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 4 Thornton (A-Z),X
Holmes,Supervisor,5,David Cross,Independent,Beat 4 Thornton (A-Z),X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 4 Walden Chapel (A-Z),106
Holmes,Constable,2,Willie Anderson,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 4 Walden Chapel (A-Z),X
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 4 Walden Chapel (A-Z),107
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 4 Walden Chapel (A-Z),109
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 4 Walden Chapel (A-Z),107
Holmes,Sheriff,,Willie E march,Democrat,Beat 4 Walden Chapel (A-Z),72
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 4 Walden Chapel (A-Z),14
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 4 Walden Chapel (A-Z),29
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 4 Walden Chapel (A-Z),111
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 4 Walden Chapel (A-Z),108
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 4 Walden Chapel (A-Z),108
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Bond Referendum,,For,,Beat 4 Walden Chapel (A-Z),63
Holmes,Bond Referendum,,Against,,Beat 4 Walden Chapel (A-Z),43
Holmes,Bond Referendum,,Over Vote,,Beat 4 Walden Chapel (A-Z),0
Holmes,Bond Referendum,,Under Vote,,Beat 4 Walden Chapel (A-Z),0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 4 Walden Chapel (A-Z),14
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 4 Walden Chapel (A-Z),99
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 4 Walden Chapel (A-Z),104
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 4 Walden Chapel (A-Z),13
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 4 Walden Chapel (A-Z),100
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 4 Walden Chapel (A-Z),12
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 4 Walden Chapel (A-Z),99
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 4 Walden Chapel (A-Z),15
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 4 Walden Chapel (A-Z),108
Holmes,Governor,,Jim Hood,Democrat,Beat 4 Walden Chapel (A-Z),104
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 4 Walden Chapel (A-Z),12
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 4 Walden Chapel (A-Z),0
Holmes,Governor,,David R. Singletary,Independent,Beat 4 Walden Chapel (A-Z),1
Holmes,State House,47,Bryant Clark,Democrat,Beat 4 Walden Chapel (A-Z),112
Holmes,State House,48,Jason White,Republican,Beat 4 Walden Chapel (A-Z),X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 4 Walden Chapel (A-Z),32
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 4 Walden Chapel (A-Z),81
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 4 Walden Chapel (A-Z),15
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 4 Walden Chapel (A-Z),95
Holmes,State Auditor,,Shad White,Republican,Beat 4 Walden Chapel (A-Z),58
Holmes,State House,34,Kevin Horan,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 4 Walden Chapel (A-Z),96
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 4 Walden Chapel (A-Z),17
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 4 Walden Chapel (A-Z),82
Holmes,State Senate,24,David Jordan,Democrat,Beat 4 Walden Chapel (A-Z),27
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 4 Walden Chapel (A-Z),99
Holmes,State Treasurer,,David McRae,Republican,Beat 4 Walden Chapel (A-Z),15
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 4 Walden Chapel (A-Z),X
